date,underlying_price
2025-07-20,14492.718065394265
2025-07-21,7447.006405868936
2025-07-22,6408.682526254855
2025-07-23,10863.600496785513
2025-07-24,8998.015581998121
2025-07-25,8110.571576060496
2025-07-26,11462.561426363745
2025-07-27,10445.539547816124
2025-07-28,8887.085725324336
2025-07-29,7701.029546596295
2025-07-30,11845.006337683564
2025-07-31,11330.012095436003
2025-08-01,9753.046856062278
2025-08-02,14393.004734361562
2025-08-03,8031.713991928416
2025-08-04,7332.451246014231
2025-08-05,8662.759259629387
2025-08-06,9858.141911383986
2025-08-07,10444.575961055862
2025-08-08,9479.842435819766
2025-08-09,10674.16126824847
2025-08-10,7745.4612153081725
2025-08-11,13278.787375863356
2025-08-12,9786.311967587033
2025-08-13,12439.464917504172
2025-08-14,10654.261748414647
2025-08-15,10900.030101499146
2025-08-16,11149.206874590644
2025-08-17,10880.3305131081
2025-08-18,11313.078648646839
2025-08-19,12977.867583980216
2025-08-20,10347.23299971595
2025-08-21,11464.045489216864
2025-08-22,9771.47833329124
2025-08-23,13269.104328473957
2025-08-24,8689.682884369222
2025-08-25,14262.061839909422
2025-08-26,9868.849851089339
2025-08-27,7472.726206508017
2025-08-28,10206.612453352329
2025-08-29,8681.58899198562
2025-08-30,11769.878717030788
2025-08-31,8731.089059420243
2025-09-01,9099.124684346123
2025-09-02,6817.594934888716
2025-09-03,9087.988923346446
2025-09-04,6126.594454649914
2025-09-05,7247.338820980774
2025-09-06,11582.52895543079
2025-09-07,11641.484153088224
2025-09-08,10832.018449002584
2025-09-09,8199.061351428554
2025-09-10,9853.952421610986
2025-09-11,9941.266223125513
2025-09-12,7891.150716608177
2025-09-13,13438.108214787562
2025-09-14,11856.631900941515
2025-09-15,9518.355309203938
2025-09-16,10002.070032330277
2025-09-17,10371.809166487938
2025-09-18,6613.2018624496095
2025-09-19,9468.584561477608
2025-09-20,8679.969869464589
2025-09-21,8142.448269711445
2025-09-22,9404.561602498492
2025-09-23,14252.783377467933
2025-09-24,11308.825960015412
2025-09-25,8874.474382045606
2025-09-26,11155.486763425435
