city,district,front,size,property_age,bedrooms,bathrooms,livingrooms,kitchen,garage,driver_room,maid_room,furnished,ac,roof,pool,frontyard,basement,duplex,stairs,elevator,fireplace,price,details
 جدة,   حي البوادي ,جنوب غربي,608,10,7,5,3,1,0,1,1,0,0,1,1,1,0,0,1,0,1,250000,"فيلا للاجار او الاستثمار
17 غرفه
 ومسبح 
وواجهتين  تجارية 
شارع 25 غربي و16 جنوبي
 ومساحة 608  
وتنفع لشركات او مركز طبي او حضانه والموقع مجهز بلكامل بمخارج طواري وسلالم .

التواصل 
0503004887
0595959025"
 جدة,   حي الياقوت ,شمال,312,4,5,5,3,1,1,0,1,1,1,0,0,1,0,1,1,1,0,100000,"فيلا دبلوكس للايجار السنوي
موثثة بالكامل 
5 غرف نوم
6 دورات مياه
3 صوالين وطاولة طعام ومعيشة
وغرفة العاب 
سطوح بجلسه ومضله
حوش
موقف سيارة وحده

يمكن تركيب مصعد للمستاجر الصامل

يمكن دفع 12 الف شامل الكهربة خلال السنه والماء و 2000 ريال انترنت 
الدفع ..."
 جدة,   حي الريان ,شرق,500,10,5,5,3,1,1,1,0,0,0,1,0,1,1,0,1,0,0,150000,"للايجار بجدة حي الريان

فيلا مكونه من 15 غرفه وبدروم
امكانية فصل الادوار 

مساحة تقريبا 500 متر
تصلح مدارس او شركة "" استثمار""

."
 جدة,   حي الصالحية ,شمال,300,0,5,5,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,50000,"فلا دورين نظام شقق للايجار 

كل شقه ٥غرف وصاله ومطبخ و٣حمامات مطلوب ٥٠.٠٠٠ريال"
 جدة,   حي المرجان ,غرب,500,2,7,5,2,1,1,1,1,0,0,1,1,1,0,1,1,1,0,220000,جديد مداخل واسعه تصاميم حديثه ينفع لشركات
 جدة,   حي الزمرد ,شمال,999,0,3,2,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1100,"شالية في الحالمة دورة العروس
المواصفات :
غرفه واحدة ماستر مع دورة المياه مطله ع البحر
غرفتين : كل غرفه فيها ثلاث اسره مفردة
ودورة مياه اثنين
صاله 
بلكونة 
مطبخ
 بالويكند  دخول الخميس الساعه 2 الظهر
 والخروج السبت الساعه 1 الظهر

الأسعار :
 وسط الأسبو..."
 جدة,   حي الصوارى ,غرب,250,4,5,5,4,1,1,1,1,0,1,1,1,1,0,1,1,0,1,65000,"التفاصيل:
فيلا للايجار بجدة تحديدا ابحر الشمالية قرب طريق الملك سعود الفيلا نظام أمريكي دبلوكس نظيفة الدور الأرضي غرفة ومطبخ وصالة كبيرة و 2 دورة مياه
الدور الثاني 3 غرف + غرفة الملابس وصالة ومطبخ سيرفس و3 دورة مياه
الدور الثالث 1 غرفة + غرفة خادمة و..."
 جدة,   حي البساتين ,شمال,300,10,5,5,3,1,0,1,1,0,1,0,0,1,0,1,1,0,0,100000,فلة للإيجار  في حي البساتين بجوار الصالة الملكية تم ترميم بعض الغرف والحمامات بالكامل رقم التواصل 0541017700 ارجو من اصحاب المكاتب وغير المستاجرين عدم التواصل معي. السعرغير قابل للتفاوض
 جدة,   حي الرحمانية ,غرب,300,0,7,5,3,1,1,1,0,0,0,1,1,1,0,1,1,0,0,70000,
 جدة,   حي الزمرد ,شمال شرقي,350,0,5,5,2,1,1,1,1,1,1,1,1,1,0,1,0,0,1,2000,"فيلا العز درة العروس 
٤ غرف نوم 
٥ حمامات 
صالتين 
بيت شعر 
حوش امامي ( مسبح و العاب اطفال ) 
حوش خلفي مطل ع البحر حديقة و جلسه 


خدماتنا متميزه ونامل ان تنال على رضاكم ؛؛ 

* خدمة التعقيم و التنظيف بأحدث الاجهزة . 
* خدمة فندقية . ( لوزام الحمام . ..."
 جدة,   حي الصفا ,شمال غربي,892,28,7,5,2,1,1,1,1,1,1,1,0,1,0,0,1,0,0,170000,"مبني بمواصفات ارامكو بتكيف مركزي كرير وعوازل للحراره والصوت للجدار الخارجي  وجبس مغربي 
متوفر جميع شروط الامن والسلامه للدفاع المدني"
 جدة,   حي الرياض ,جنوب,420,6,5,5,2,1,1,1,1,0,0,0,0,1,0,0,0,0,0,45000,"للايجار بعقد يصل إلى ٣ سنوات 
العقار بمشارف، فيلا 512A 
سعر الايجار بالمنطقة ٥٥ الف و نظرا لحاجة المبنى الى صيانة (طلاء،ارضية صالون الرجال و صالون النساء) ينفذها المستاجر الجديد فقد تم خفض الايجار الى ٤٥ الف.
ومدة العقد ٣ سنوات يعطى المستاجر ٦٠ يوم (..."
 جدة,   حي الزمرد ,جنوب,312,0,5,5,3,1,1,1,0,0,0,1,0,1,0,1,0,0,0,60000,"فيلا فاخره للأيجار  تصميم مودرين 

مفصوله من الامام ومن الخلف 

مساحه ٣١٢.٥ متر شارع ١٦ 
أدور الأرضي 
يوجد تأسيس مصعد 
مجلس رجال +مجلط+مجلس نساء 


+٢دورات مياه +صالون طعام 

أدور الأول غرفه نوم +غرفت ملابس +بدورات مياه +غرفه+بدروات مياه+غرفتين+بدورا..."
 جدة,   حي الياقوت ,شمال,220,5,5,5,2,1,0,1,1,1,1,1,0,1,0,1,0,0,0,70000,"فله دوبليكس للإجار
ابحر الشمالية 
حي الياقوت ٤
العمر / 5سنوات 
●مساحة٢٢٠م مع حوش وغرفة سائق 
●الدورالارضي/ مجلس وصالة وصالة طعام+ ٢ دورات مياه + مطبخ جاهز تفصيل فاخر من ايكيا بفرن كهربائي 

●الدور الاول/ غرفتين نوم وصالة وحمام 
مع غرفة النوم الرئيسية..."
 جدة,   حي بني مالك ,3 شوارع,400,9,7,5,3,1,1,1,1,1,1,1,0,1,1,1,0,1,1,60000,"للبيع  ٩ حمامات  و ٢ مطبخ ايكيا و٩ غرف و٤ صالونات ضخمه او الاجار  بي ٦٠ الف 
مع الاثاث ٧٠ الف"
 جدة,   حي طيبة ,شمال,325,2,5,5,5,1,1,1,1,1,1,1,1,1,0,0,1,1,0,120000,
 جدة,   حي الحمدانية ,3 شوارع,300,0,5,5,3,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1300000,"فيلا فاخرة حي الحمدانيه
مكونات المشروع دورين و ملحق 
الدور الأرض
مجلس رجال + مجلس نساء + + ٢ صاله + ٢ حمام + مطبخ +  موقف سياره+ تأسيس مصعد +استور
الدور الاول
٣ غرف + ٣ حمام + صاله + مغسله
الملحق 
غرفه شغاله + حمام + سطح أن منفصلان 
المساحه / ٣٠٠ م 
..."
 جدة,   حي النعيم ,جنوب,600,17,5,4,5,1,1,1,1,0,1,1,1,1,0,0,1,1,0,170000,"الدول الاول : 4 صوالين دوره مياه ومطبخ سيرفيس 

الدور الثاني : 3 غرف نوم دورتين مياه وصاله ومطبخ 

الملحق : غرفه نوم و غرفه غسيل ومستودع  

بالاضافه : تكييف مركزي ومسبح و غرفه سائق"
 جدة,   حي الزمرد ,شمال,150,10,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1000,"أرقى وأفخم الفيلل للايجار اليومي والسنوي في درة العروس، شاطئ المخمل vip 
شاطئ البرادايس، شاطئ الذهبي، شاطئ فلل البحر، شاطى شاطئ الأزرق، جزيرة الأحلام ، شاطئ الحالمة، شاطئ الحمرا،   دور علوي مطل على البحر شاطئ رملي نظيف ، صآلة وغرفة نوم رئيسية مع بلكو..."
 جدة,   حي ابحر الشمالية ,غرب,310,0,6,5,2,0,1,1,1,0,0,1,0,1,0,0,1,0,0,50000,فله لها ٥ سنين لكن محد سكنها جديده دورين وسطح الموقع ممتاز قريبه جدا من شارع عابر القارات والمسجد قريب المساحه كبيره تكفي للعوائل الكبيره مدخل سياره وغرفة سايق وخادمه
 جدة,   حي الشاطئ ,شرق,350,4,5,5,3,1,1,1,1,0,1,1,1,1,1,1,1,1,0,250000,"فيلا راقية مكونة بدروم وعدد 2 مجالس ومطبخ رئيسي وغرفة خادمة ومخزن 
دور ارضي مجلس وصالة معيشة وغرفة طعام وعدد 2 دورات مياه ومطبخ سيرفس 
الدور الاول عدد 4 غرف نوم وعدد 3 دورات مياه ومطبخ سيرفيس
الملحق مكون من غرفة نوم رئيسية مع صالة مصغرة وغرفة ملابس 
..."
 جدة,   حي الياقوت ,شرق,400,5,6,5,3,1,1,1,1,0,1,1,0,1,0,1,1,0,0,65000,"استخدام نظيف 
بويه جديده 
غرفه حارس 
حوش بطول الفله
جميع المعلومات في الصوره 
للمزيد من الاستفسار 
أم فهد 0566222797"
 جدة,   حي الشاطئ ,غرب,1141,0,5,5,2,1,1,1,1,1,1,0,0,1,0,1,1,1,0,170000,"(جديد!) عقار: فيلا الربيع

 WHATSAPP واتس اب فقط 0536423285

إذا كنت تبحث عن منزل في جدة، فلدينا بيتا مثاليا لك: فيلا ثلاثة طوابق في أحد أرقى أحياء جدة. يتمتع هذا العقار بالخصوصية، رمزه البريدي المميز في حي الشاطئ 1 ، والتشطيبات الراقية.


مشيدة حديث..."
 جدة,   حي الروضة ,جنوب شرقي,600,23,5,5,5,1,0,1,1,0,0,1,0,1,0,0,1,0,0,120000,"💥💥💥💥 
فيلا للايجار نظام شقق بحي الروضه شارعين 
قريبه من شارع سعود الفيصل 
بوجود دور ارضي مستقل وعدد ٤ شقق علويه
الفيلا ٣ أدوار عمرها قديم ولكن بحاله جيده 
صالح مشغل أو مقر لشركه 

الموقع غير دقيق ولكن قريب"
 جدة,   حي ابحر الشمالية ,شمال غربي,312,17,6,5,2,1,1,1,1,0,0,1,0,1,0,1,1,0,1,65000,فيلا الشاطي الشاطي الذهبي شارع ١٥ غربي وشمالى مواقف خاصه وحديقه موقع مميز  مساحه ٣١٢ متر عمرها تقريبا ١٥ سنه  الدور الارضى مفصول   تماما عن الاول بدرج جانبي   الدور الاوضى مجلسيين  وصالتين  ومطبخ وحمامين والدور الاول مع الملحق مدخل خاص يتكون من اربع ...
 جدة,   حي الصالحية ,شمال,300,0,5,5,2,1,1,1,0,0,0,1,0,1,0,1,1,0,0,55000,فيلا ايجار جديده تحت مجالس وفق ٤الف نوم والملحق غرفتين مع سطح في حي الصالحين ٢
 جدة,   حي الزمرد ,شرق,312,0,5,4,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,60000,"فيلا إيجار في حي الزمرد الخالدية جز ب

مساحه 312 مفضله

مكونات من ادور الأرضي مجلس رجال مع دوات مياه

ودور الأول 3 غرف نوم وصله 3 دورات مياه

والملحق غرفه 1دورات مياه وسحَوح

مطلوب 60 الف سنواي

لتوصل 0550951206 احمد قايد"
 جدة,   حي الفلاح ,جنوب,320,0,6,5,2,1,1,1,1,0,1,1,0,1,0,0,1,1,0,65000,"المطبخ جاهز 
٢ مكيفات ف الصاله وغرفة النوم"
 جدة,   حي المنتزه ,شمال شرقي,450,7,7,5,3,0,1,1,1,0,0,1,0,1,0,0,1,0,0,100000,"فلا كامل دورين وملحق تستلمها مجدده بالكامل 
الدور مكون من :-

٤ غرف 
صاله 
 ٢ مجالس 
٣ حمامات  

الملحق مكون من :-

غرفتين 
صاله 
مطبخ
حمام

الاجار السنوي ١٠٠"
 جدة,   حي الزمرد ,شرق,290,0,6,5,2,1,1,1,1,0,0,1,0,1,0,1,1,0,0,70000,فيلا جديده للايجار لم تسكن بعد ، منفصله
 جدة,   حي الحمدانية ,شمال غربي,430,0,6,5,3,1,1,1,0,0,1,0,1,1,0,1,1,1,0,80000,فيلا فاخرة مكيفه مزوده بمصعد ودرج داخلي زجاج وشترات كهربائية على المسبح وموقف السيارة  سقف دبلكس شبابيك كبيرة واطلالة مميزة على الشارع موقع فسيح بالقرب من هايبر بنده ولولو هايبر ماركت وستي ماكس ومحطة ساسكو بالقرب من مسجدي التقوى وجامع عبداللطيف الفيل...
 جدة,   حي الامواج ,غرب,312,2,6,5,2,0,1,1,1,0,1,1,0,1,0,1,0,1,1,65000,"فيلا بالشراع ضهيرة التجاري قريبة من جميع الخدمات مساحتها ٣٠٠ .
الدور الاول . مجلس رجال ومقلط ومجلس حريم وصاله كبيرة ودورتين مياة ومطبخ رئيسي مدخلين .
الدور الثاني اربع غرف وثلاث دورات مياة وصالتين وسيرفس صغير وخمس مكيفات اسبلت نظيفه .
الدور الثالث . ..."
 جدة,   حي النهضة ,شرق,500,3,5,5,5,1,1,1,1,0,0,1,0,1,0,1,1,1,0,250000,"فيلا للايجار تصلح مكاتب ادارية بحي النهضة الواجهه: شارعين- الادوار:3 وملحق الدور الاول عبارة عن صالة استقبال وعدد 4 مكاتب الدور الثاني عبارة عن 4 مكاتب وصالة كبيرة 
الملحق مكون من عدد 2 صالة اجتماعات كبيرة يوجد مواقف سيارات خارجيه
*للتواصل : 05377666..."
 جدة,   حي الشراع ,شرق,231,0,4,4,2,0,0,1,1,0,0,0,0,1,1,1,1,0,0,90000,"فلل الشراع .. فلل تنتظر إضافة ذوقك الخاص في موقع مميز تتكامل فيه أهم الخدمات .. استأجر الآن

مميزات الفلل:
-	موقع استراتيجي
-	واجهات بانورامية
-	تشطيب عالي الجودة
-	تراس واسع
مواصفات الفلل:

الدور الأرضي:
-	مجلس كبير مفتوح مع صالة الطعام 
-	المط..."
 جدة,   حي الربوة ,جنوب,500,27,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55000,فيلا للإيجار دورين مكونه من عشر غرف وخمس دورات مياه مناسبة سكن للعمال مع وجود حوش وسطح
 جدة,   حي البساتين ,شمال,375,10,5,5,3,0,1,0,0,0,0,1,0,1,0,0,1,0,0,120000,"للمزيد من المعلومات حول العقار
يرجى التواصل مع الوسيط / نعيم الحربي 
0508247507
ملاحظه / الموقع غير دقيق"
 جدة,   حي النعيم ,جنوب,480,6,7,5,3,1,0,0,1,0,1,0,1,0,0,0,1,1,0,130000,فيلا روف دورين 9 غرف و8 حمامات ومطبخ راكب ومكيفات راكبه ويوجد مسبح
 جدة,   حي طيبة ,شمال,950,4,7,5,4,1,1,1,1,1,0,0,1,1,0,0,1,0,1,95000,"مساحتها ٩٥٠ متر
بها مدخلين واحد للرجال والثاني للنساء
الدور الارضي به مجلس رجال ببلكونه..
 ومجلس حريم ببلكونتين..
مساحه المجلس الواحد 9/5
ويوجد غرفه نوم بحمامها
ويوجد مطبخ وحمامين احداهما لمجلس الرجال
 والاخر لمجلس الحريم...
الدور الاول..
به غرفه نوم..."
 جدة,   حي الياقوت ,غرب,312,10,3,5,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,60000,"للمزيد من المعلومات حول العقار
يرجى التواصل مع الوسيط /  ابو بتال  
0555845759
ملاحظه / الموقع غير دقيق"
 جدة,   حي الاندلس ,شمال غربي,400,2,7,5,3,1,1,1,1,0,1,1,0,1,1,0,1,0,1,220000,تشطيب ديلوكس
 جدة,   حي الزمرد ,جنوب,550,7,4,4,3,1,1,1,1,1,1,1,1,1,0,1,0,0,1,2000,فيلا للايجار اليومي بخصوصية تامه
 جدة,   حي الحمراء ,جنوب غربي,350,10,4,5,2,1,1,0,1,1,1,0,0,0,0,1,1,0,0,120000,فلل مفروشه في حي الحمراء للايجار السنوي بينها وبين مركز جمجوم شارع 20 قريبه من الكرنيش وجميع الخدمات
 جدة,   حي ابحر الجنوبية ,جنوب غربي,600,6,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,95000,فيلا في مجمع فلل لسكن خاص
 جدة,   حي طيبة ,غرب,312,0,5,5,3,0,1,1,1,0,0,1,0,1,1,0,1,1,0,85000,"العقار جديد بالكامل 
الموقع حي الرحيلي 
التفصيل  .. تتكون من : 
دورين و ملحق 
الارضي  : يتكون من : مجلس نساء + مجلس رجال + مقلط + صالة + مطبخ كبير + 3 حمامات . 
الأول : يتكون من 4 غرف + صالة كبيرة + 3 حمامات + بوفيه صغير + بلكون مطل عالحديقة 
الملحق ..."
 جدة,   حي الورود ,غرب,250,3,5,4,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,65000,فيلا روف في حي الورود مكونه من 5 غرف وغرفة خادمة وصالة ومطبخ و4 دورات مياة مؤثثه بمطبخ وغسالة وثلاجة وفرن ومايكرويف وتكييف مركزي لكامل الفيلا معادا غرفتين ويوجد سطح تابع للفيلا بمساحة 40م2 تقريباً ويوجد مسجد ملاصق للعمارة الفيلا نظيفة جداً جاهزة للسك...
 جدة,   حي الاندلس ,شرق,980,31,7,5,3,1,1,1,1,0,0,1,0,1,0,0,1,0,0,130000,
 جدة,   حي الزمرد ,3 شوارع,1600,10,4,5,2,1,1,1,1,1,1,0,1,1,0,0,1,0,0,80000,"فيلا دورين الارضي مفروش والثاني غير مشطب
ثلاث واجهات شمالي وغربي وجنوبي
الشمال مواقف سيارات
الغرب ممر
الجنوب شارع مزدوج ٢٥ متر ومنطقة خدمات بعرض ٥٠ متر"
 جدة,   حي الخالدية ,جنوب,435,9,5,5,2,1,1,1,1,0,1,1,0,1,0,1,1,0,0,120000,فيلا للايجار في جدة عروض فلل ايجار الخالدية شارع الابتهاج لمزيد من التفاصيل يرجى تصفح الرابط التالي https://docdro.id/SF5pdBq
 جدة,   حي الزهراء ,شمال,300,4,3,5,3,1,1,0,1,1,1,1,1,1,1,0,1,1,1,150000,"فلا للايجار السنوي
مفروشه فرش كامل
3 غرف نوم رئيسيه
3 صوالين
5 دورات مياه
غرفة شغاله"
 جدة,   حي الشاطئ ,4 شوارع,180,4,3,4,2,1,1,0,1,1,1,1,1,1,0,1,1,0,0,150000,
 جدة,   حي الزمرد ,شرق,1111,0,4,4,1,1,1,0,0,1,1,0,1,1,0,1,1,0,1,1500,فيلا ف دوة العروس شاطى السعاده وسط الاسبوع ب1500ويكند ب ٤٥٠٠
 جدة,   حي النهضة ,شمال,300,4,7,5,5,1,1,1,1,0,1,1,0,1,0,1,1,0,0,100000,"العقار فيلا للايجار 
جديده استخدام سنتين فقط 
المدينه جده 
الحي النهضه الطحلاوي 
المواصفات الفيلا 
الدور الارضي حوش + مدخل سياره 
+ 2 صوالين + صاله + 2 دوره مياه 
الدور الاول 4 غرف نوم نظام ماستر + مطبخ + صاله 
+ ملحق غرفه شغاله + غرفه غسيل 
+ سطوح 
..."
 جدة,   حي الروضة ,شرق,500,20,7,3,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,80000,"فلا المبناء ممتاز جدا وتحتاج ترميم كامل 

موقع الفلة بحي الروضة شارع حمد الجاسر"
 جدة,   حي الحمراء ,غرب,250,0,5,5,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,80000,فله سكنيه للايجار
 جدة,   حي الروضة ,شمال,2500,0,5,5,5,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1700000,العقار فيه مميزات كثير له وله تراخيص جاهزه مجهزه من الى لا والمطابخ كلها مؤثثة والمكيفات راكبه يعني فرصه جدا ثمينه  والي بياخذ الاجار من الاعلان هذا له مني اني اكلمة يطرح مبلغ ولاكن في حدود المعقول والله الموفق للتواصل ومعلومات اكثر الاتصال على 05549...
 جدة,   حي الصوارى ,غرب,250,0,7,5,2,0,1,1,1,0,0,1,0,1,0,0,0,0,0,65000,"فيلا للإيجار في حي الصوارى 
مخطط الجمجوم 
مساحه 250م
نظام شقق
الدور الاول 4غرف وحمامين وصاله
الدور الثاني 4غرف و3حمامات وصاله 
والملحق 3 غرف وحمامين 
مطلوب 65الف 
ملحوظه الموقع غير دقيق
للتواصل 0500504291"
 جدة,   حي البساتين ,شمال,375,5,4,4,4,1,1,0,0,0,1,1,0,1,0,1,0,0,0,100000,"للمزيد من المعلومات حول العقار
يرجى التواصل مع الوسيط / نعيم الحربي 
0508247507"
 جدة,   حي الخالدية ,شرق,400,11,4,5,4,1,1,1,1,0,0,1,0,1,0,1,1,0,0,150000,"فله دبلكس منفصله دورين و ملحق 
الدور الاول ٣ صوالين مفتوحه على بعض وحمامين ومطبخ
الدور الثاني غرفه معيشه و ٤ غرف نوم ٢ماستر و٢ منفصله بينهم حمام
الملحق غرفه كبيره وغرفه غسيل وحمام وسطوح
ويوجد غرفه سائق في الحوش"
 جدة,   حي النهضة ,شمال,500,15,7,5,5,1,1,1,1,0,0,1,1,1,0,0,1,0,0,85000,"العقار فيلا للايجار  مستقله 
المدينه جده 
الحي النهضه 2 
المواصفات الفيلا 
المساحه 500 متر 
شارع 25 مزدوج 
تنفع شركات  او اي نشاط تجاري اداري 
الدور الارضي حوش + مسبح 
+ 3 صوالين + صاله + مطبخ راكب 
الدور الاول 4 غرف نوم + صاله 
+ ملحق غرفتين وصاله +..."
 جدة,   حي الياقوت ,شمال,250,5,5,5,2,1,1,1,1,1,1,1,0,1,0,1,1,0,0,80000,"للايجار فيلا في ابحر الشمالية (حي الياقوت) يوجد بعض الاثاث

الدور الارضي-
مجالس رجال
مجالس نساء
صاله مطبخ حمامين
المطبخ راكب جاهز

الدور الاول-
3 غرف نوم
صاله 
حمامين

الملحق-
غرفتين 
حمامين
غرفة شغاله

لزيارة الفيلا ارجو الاتصال برقم : 0555013819"
 جدة,   حي الشاطئ ,4 شوارع,170,4,3,4,2,1,1,0,1,1,1,1,1,1,0,1,1,0,0,150000,
 جدة,   حي اللؤلؤ ,غرب,300,0,4,5,4,1,1,1,1,0,0,1,1,1,0,1,0,0,0,55000,"فلة جديدة(مجددة) للايجار فاخرة للعوائل 👍


الدور الارضي : صالتين مفتوحة +غرفة طعام + ٢ دورات مياه+ غرفة تصلح غرفة نوم او اي شيء +مطبخ راكب (جديد) +مدخلين


الدور الأول : ٣ غرف نوم + صالة كبيرة + ٢ دورات مياه....

الملحق: غرفة خادمة +غرفة غسيل +سطح ص..."
 جدة,   حي الاصالة ,شمال,385,7,7,5,5,1,1,1,1,1,1,1,0,1,0,1,1,1,1,250000,"فله للأيجار 
مؤثثة اثاث جديد فاخر 
مكيفات باردة جدا 
موقف سيارتين مظلة 
غسلات نشافات 
مطبخين مجهزه بالكامل 
٤افران ٤غسالات ونشفات 
ملحق للضيوف والكثير 
منوة الي يبي يسكن"
 جدة,   حي المنتزه ,غرب,800,11,7,5,5,1,1,1,1,0,0,1,1,1,1,0,0,0,1,250000,"مدخل خاص. 4 ادور العمار. والفله دورين عدد الغرف 22 غرفه مجدد وجاهزه لي السكن موقع مطل علي مدينه جده 
يوجد عدد كهرباء يوجد موقف وحوش مساحه كبيره"
 جدة,   حي المرجان ,جنوب,400,3,7,5,5,1,1,1,1,0,1,1,0,1,0,0,1,1,0,140000,"العقار فيلا للايجار 
المدينه جده 
الحي الشاطى 4 كرنيش زيني 
المساحه 400 متر
المراصفات الفيلا مستقله 
الدور الارضي حوش + 3 صوالين + صاله + مطبخ راكب 
+ 3 دوره مياه 
الدور الاول 4 غرف نوم ماستر + صاله 
+ ملحق غرفه شغاله + غرفه غسيل + غرفتين اضافيه + سط..."
 جدة,   حي الياقوت ,غرب,360,2,5,5,2,1,1,1,1,0,1,1,1,1,0,0,0,0,0,110000,"فيلا فاخرة جدا 
تشطيب راقي جبس جدران واسقف وورق فاخر جدا نجف فاخر جدا
مكيفات اسبلت LG راكبة 
مطبخ راقي راكب
حديقة خارجية 
كراج خارجي بمظلة
بجوار مسجد وحديقة وممشى 
من يرغب المعاينة الاتصال

يوجد تأمين مسترد 5000 ريال"
 جدة,   حي النعيم ,شرق,300,10,7,5,3,1,1,1,1,0,0,1,0,1,0,1,1,0,0,50000,"العقار فيلا للايجار 
المدينه جده 
الحي النعيم
المواصفات الفيلا 
الدور الارضي 2 صوالين + صاله 
+ 2 دوره مياه 
+ حوش + مدخل سياره 
الدور الاول 3 غرف نوم + صاله 
+ ملحق غرفه شغاله + غرفه غسيل 
ملاحظه الفيلا الحين تحت التجديد 
المطلوب 50 الف 
الرجاء التو..."
 جدة,   حي الحمدانية ,غرب,370,5,7,5,2,1,0,1,1,0,0,1,0,1,1,1,1,0,0,50000,"تقع الفيلا خلف سوبر ماركت كبير لولو هايبر ماركت وبجانب جامع الهجرة وتبعد ٢٠٠ متر عن قاعة لميس كما ان السعر قابل للتفاوض  المعقول الاتصال على المالك 0507477872

اوقات تواجد الحارس :
من ٧ الصباح الى ٤ونص عصرا 
ومن ٩ونص ليلا  الى ١٠ونص ليلا"
 جدة,   حي الياقوت ,غرب,300,0,4,5,4,1,1,1,1,0,0,1,1,1,0,1,0,0,0,60000,"فلة للايجار

 في حي الياقوت يعتبر ظهيرة شارع الأمير عبدالمجيد

*جميع الخدمات قريب من الفلة و امان و شارع منور

مكونة من دورين وملحق +غرفة خادمة +غرفة سائق +مسبح + قريب من مسجد +فوق ٣ غرف نوم+جراج..."
 جدة,   حي ابحر الشمالية ,غرب,280,3,7,5,2,0,1,1,1,0,0,1,0,1,0,1,1,0,1,70000,"للايجار فيلاه في ابحر الشماليه مخطط بالبيد 

مساحه ٢٨٠ متر شارع ١٥ غربي مطلوب ٧٠٠ الف"
 جدة,   حي ابحر الشمالية ,شمال,300,0,5,5,3,1,1,1,1,0,0,1,1,1,0,1,1,0,0,65000,للايجار فيلا دبلكس سنوي جديده كامله في ابحر الشماليه حي المروج خليج سلمان للتواصل واتس اب / ‪+966 56 890 3241‬
 جدة,   حي الياقوت ,شمال,300,3,5,5,4,1,1,1,1,0,0,1,0,1,0,1,1,0,0,50000,"فيلا للايجار 

حي الياقوت
طريق الامير نايف 

 #ايجار _فيلا_جدة. #ابحر #البنك الاهلي"
 جدة,   حي الصوارى ,شرق,250,4,5,5,4,1,1,1,1,0,1,1,1,0,0,1,1,0,0,100000,"فيلا للايجار بجدة تحديدا ابحر الشمالية قرب طريق الملك سعود الفيلا نظام أمريكي دبلوكس نظيفة الدور الأرضي غرفة ومطبخ وصالة كبيرة و 2 دورة مياه
الدور الثاني 3 غرف + غرفة الملابس وصالة ومطبخ سيرفس و3 دورة مياه
الدور الثالث 1 غرفة + غرفة خادمة و 1 دورة مي..."
 جدة,   حي الشاطئ ,غرب,350,2,3,4,2,1,1,1,1,1,1,1,1,1,0,1,1,0,0,2500,"فيلا مؤثثه نظيفه جدا للايجار اليومي 
بالسعر المسجل 
 صالون كبير
٣غ نوم وصاله  بلكونات
 مدخلين للزوار من الخلف تشيل ١٠سيارات 
 ومسبح وحديقه بالخلف و جاكوزي وكراسي تشميس
وواي فاي
للحجز ام خالد ٠٥٦٥٠٠٥٠٧٢"
 جدة,   حي الفلاح ,غرب,450,0,5,5,4,1,1,1,1,0,0,1,0,1,0,1,0,0,0,80000,"فيلا دوبلكس نظام شقق للايجار
عبارة عن فيلا دور ارضي  ٦ غرف و صالة و ٥ دورات مياة وغرفة شغالة ومخزن
الدور الأول شقتين من ثلاث غرف وصالة ومطبخ وثلاث دورات مياه اعزكم الله
والملحق شقة من ٣ غرف و٣ دورات مياة وصالة ومطبخ وسطح كبير وفيه حمامات ومغاسل اكرمك..."
 جدة,   حي النعيم ,شرق,350,5,7,5,5,1,1,1,1,0,1,1,0,1,0,1,1,0,0,100000,"العقار  فيلا للايجار 
المدينه جده الحي النعيم 
المواصفات الفيلا 
حوش كبير + 3 صوالين + مطبخ + 2 دوره مياه 
+ الاول 4 غرف نوم نظام ماستر + صاله 
+ مطبخ سيرف يخدم الدور الاول 
+ ملحق غرفه شغاله وغرفه غسيل + سطوح 
المطلوب 100 الف سنوي 
التواصل على الرقم..."
 جدة,   حي البساتين ,غرب,400,5,7,5,5,1,1,1,1,0,1,1,1,1,0,1,1,0,0,100000,"العقار فيلا للايجار 
المدينه جده 
الحي البساتين البركه مقابل قصر خالد الفيصل 
المواصفات الفيلا 
الدور الارضي 2 صوالين + صاله مطله على المسبح 
+ 2 دوره مياه + مطبخ راكب 
الدور الاول 4 غرف نوم 
+ ملحق غرفتين وصاله + غرفه شغاله + غرفه غسيل 
+ سطوح 
المم..."
