HouseID,Description,Location,Price,Bedrooms,Bathrooms,Floor Area,Land Area,Latitude,Longitude
736,"Pre-selling 3-Bedroom House for Sale in Filinvest II, Quezon City","Batasan Hills, Quezon City",14000000,3,3,170.0,121.0,14.6862585,121.099335
737,Cottonwood Heights Antipolo House & Lot For Sale in Rizal,"San Luis, Antipolo",16000000,2,2,100.0,200.0,14.6043281,121.1981422
738,"3-Bedroom Townhouse with Roof Deck for Sale at Project 8, Quezon City","Lot 2-A Benefits Corner Dividend Street Project 8, Quezon City",12800000,3,3,165.0,52.0,14.67203777,121.0179077
739,For Sale Ready For Occupancy Affordable Townhouse in Quezon City,"Bagbag, Quezon City",5116623,3,2,68.0,50.0,14.6984863,121.0327857
740,"L-TH-1-196 - Acquired Property for Sale in, Lot 41, Block 8, Modena Street, Camella Bulakan Subdivision, Phase 1, Brgy. Matungao, Bulacan, Bulacan","Matungao, Bulacan",2182300,,,26.5,107.0,14.8030969,120.8804129
741,"3 Bedrooms, 2 Toilet and Bath House and Lot for Sale in Pulilan, Bulacan","Poblacion, Pulilan",15000000,3,2,250.0,484.0,14.902206,120.8487909
742,"For Sale: Brand New 5 Bedroom Modern House in Ayala Alabang Village, Muntinlupa","Ayala Alabang, Muntinlupa",420000000,5,6,1172.0,762.0,14.4226096,121.0269407
743,Refreshing New Townhouse near Banawe Area,"Lourdes, Quezon City",33000000,4,5,309.0,93.0,14.625804,121.0020456
744,OLD HOUSE & LOT POBLACION MAKATI FOR SALE near Makati Ave,"Poblacion, Makati",78000000,3,3,250.0,150.0,14.566261,121.0313853
745,"5 Bedroom House and Lot For Sale in Las Pinas Rotale Estate, Las Pinas",Las Pinas,19500000,5,4,386.0,251.0,14.4809012,120.9817861
746,"Brand New 4 Bedroom Townhouse For Sale in Sanville Subd., Quezon City","Culiat, Quezon City",24430000,4,4,350.0,110.0,14.6679617,121.0565912
747,"Siargao Beach Front Villas For Sale in General Luna, Surigao del Norte","Poblacion V, General Luna",250000000,4,3,200.0,3000.0,14.1333372,120.9041969
748,Townhouse for sale in EDSA Muñoz Congressional Avenue Quezon City SNR Project 8,"Congressional Avenue, Quezon City",11300000,3,3,120.0,60.0,14.6679427,121.0340442
749,"4-Bedroom House in Tuscania Garden Residences, Guadalupe, Cebu City for Sale","Guadalupe, Cebu",15000000,4,3,150.0,120.0,9.7340326,123.3656366
750,McKinley Hill Village 4BR House & Lot For Sale in Taguig near BGC,"Mckinley Hill, Taguig",115000000,4,4,324.0,190.0,14.5330489,121.0524293
751,For Sale: Brand New Modern Luxury 5 BR Home with Pool in Ayala Alabang,"Ayala Alabang, Muntinlupa",250000000,5,5,700.0,747.0,14.4226096,121.0269407
752,"4 Bedroom House and Lot for Sale at Madonna Residences, San Fernando, Pampanga","Barangay Sindalan, San Fernando, Pampanga Sindalan, San Fernando",7650000,4,3,135.0,164.0,15.0771316,120.6482244
753,"House and Lot for sale at Ayala Alabang Village, Muntinlupa City","Ayala Alabang, Muntinlupa",188000000,4,4,800.0,688.0,14.4226096,121.0269407
754,"Billion Peso Mansion Estate for sale at Tivoli Royale, Quezon City","Batasan Hills, Quezon City",1200000000,5,7,1024.0,8000.0,14.6862585,121.099335
755,"House and Lot For Sale in Victoria Place Executive Village, Pasig City",Pasig,24000000,5,3,450.0,250.0,14.5605166,121.0764343
756,"Complete Turnover Townhouse for sale in Tanza, Cavite","Sanja Mayor, Tanza",,3,2,60.0,52.0,14.3750722,120.854151
757,"Bare type Townhouse for sale in San Fernando, Pampanga","Del Carmen, San Fernando",1873945,2,1,47.0,40.0,15.0487446,120.6882894
758,Ayala Alabang Brand New House for Sale,"Ayala Alabang, Muntinlupa",180000000,3,3,650.0,650.0,14.4226096,121.0269407
759,"4 Bedroom House and Lot for Sale in Almanza Dos, Las Piñas City","Almanza Dos, Las Pinas",7000000,4,2,150.0,163.0,14.4234362,121.0223422
760,House and Lot in Lipa,"F. Rodelas Rd. Barangay Bolbok Lipa City Bolbok, Lipa",2913000,3,2,60.5,50.0,13.92511481,121.1522532
761,"For Sale Brand New Colonial-Style House in Verdana Homes Mamplasan, Laguna","Langkiwa, Binan",,3,3,250.0,202.0,14.2989841,121.0597082
762,Brand New Modern 3-Storey House & Lot for Sale in Parañaque City,"Sun Valley, Paranaque",12000000,5,5,210.0,75.0,14.4888415,121.0325173
763,Ayala Alabang Muntinlupa House and lot for sale with pool,"Ayala Alabang, Muntinlupa",180000000,4,5,600.0,720.0,14.4226096,121.0269407
764,"5BR Brand New House and Lot for Sale in Mckinley Hill Village, Taguig City","Mckinley Hill Dr, 1634 Taguig City, Philippines Mckinley Hill, Taguig",198000000,5,6.5,642.0,288.0,14.53466167,121.0519657
765,"For Sale: 3-Storey House and Lot in Antipolo, Rizal [Near Robinsons Antipolo]","San Luis, Antipolo",19500000,5,5,,542.0,14.6043281,121.1981422
766,"Aldea Grove Estates 3 Bedroom House and Lot for Sale in Angeles, Pampanga","Aldea Grove Estate Angeles Pampanga Mining, Angeles",10810000,3,2,95.0,129.0,15.140846,120.6093074
767,"Townhouse for Sale near SM at Evergreen Executive Village, Caloocan","Bagumbong, Caloocan City North, National Capital Region, Philippines Bagumbong, Caloocan",3700000,3,1,57.0,56.3,14.75525692,121.0205241
768,"Single Detached House for Sale near Dona Carmen MRT Station, Quezon City","Fairview, Quezon City",18000000,5,3,300.0,400.0,14.7055228,121.0742821
769,"McKinley Hill Village: House For Sale, Lot 189m2, Floor 450m2, 4BR, Taguig City","Mckinley Hill, Taguig",135000000,4,5,450.0,189.0,14.5330489,121.0524293
770,"4 Bedroom House for Sale in BF Resort Village, Las Piñas City","Talon Dos, Las Pinas",8500000,4,2,160.0,102.0,14.4330886,120.9847045
771,Fully Furnished House and Lot For Sale in Filinvest 2 Commonwealth Quezon City,"Filinvest 2 Batasan Commonwealth Quezon City Townhouse Katipunan, Teachers Village, Up Diliman, Ateneo, Miriam, City Hall, Philippine Kidney Hospital, Heart Center, Lung Center, Mrt Edsa, Sm North Edsa, Trinoma Congress, Batasang Pambansa House And Lot, Commonwealth, Quezon City",22500000,4,4,246.0,194.0,14.65742648,121.0687586
772,3 Garage 4BR Townhouse For Sale in Tandang Sora Quezon City Nr Mindanao Avenue,"Tandang Sora, Quezon City",9750000,4,4,148.7,58.5,14.6818637,121.0322006
773,"For Sale Senior-Friendly Bungalow House in BF Homes, Parañaque City","B.F. Homes, Paranaque",24950000,5,4,250.0,280.0,14.4462789,121.0274109
774,"For Sale: 4 Bedroom House in Valle Verde 5, Pasig City, Metro Manila","Ugong, Pasig",162000000,4,4,400.0,479.0,14.5841307,121.0732458
775,"For Sale Luxurious Mansion in Ayala Alabang Village, Muntinlupa City","Ayala Alabang, Muntinlupa",,7,7,1500.0,900.0,14.4226096,121.0269407
776,2-Storey Townhouse with 3 Bedrooms for Sale in Quezon City (RFO),"Novaliches, Quezon City",5710000,3,4,117.0,43.3,14.7209396,121.038922
777,"4 Bedroom Modern Contemporary House for Sale in Pristina North, Talamban, Cebu","Talamban, Cebu",35000000,4,4,300.0,336.0,10.3693575,123.9169315
778,"Brand New BF Homes Modern House for sale in B.F. Homes, Parañaque","B.F. Homes, Paranaque",34000000,4,5,380.0,286.0,14.4462789,121.0274109
779,3 Storey Townhouse For Sale in Project 8 nr EDSA Munoz Congressional Quezon City,"Project 8, Quezon City",9700000,3,3,200.0,80.0,14.6641862,121.0201724
780,Full sea view House and lot for sale at Playa Calatagan - beautiful sea view,"Playa Calatagan House And Lot For Sale Santa Ana, Calatagan",29000000,5,4,200.0,591.0,13.79490732,120.6445256
781,"House and Lot For Sale at Santa Rosa Estates 2 in Sta. Rosa, Laguna","Santo Domingo, Santa Rosa",,4,4,250.0,225.0,14.2459557,121.0461524
782,Brand New Modern Two Storey House in Angeles City,"Amsic, Angeles",11500000,4,3,190.0,120.0,15.1560029,120.5708031
783,"For Sale 4 Bedrooms 2 Garage Single Detached House in Better Living, Parañaque","Don Bosco, Paranaque",18500000,4,4,350.0,210.0,14.4843304,121.0314209
784,"For Sale Single Attached House and Lot with P200K Promo Discount, San Pablo","San Ignacio, San Pablo",3200000,3,2,54.0,88.0,14.0462788,121.3424202
785,"Affordable 4 Bedrooms House and Lot for Sale in Angeles City, Pampanga","Sapalibutad, Angeles",7224820,4,3,189.0,182.0,15.1638095,120.6175416
786,"3BR Townhouse For Sale in Ortigas Avenue Extension, Pasig City","Birmingham Metropolis 3 Countryside Pasig City Santa Lucia, Pasig",6450000,3,2,70.0,60.0,14.58236722,121.1003833
787,"Modern 5 Bedroom Townhouse for Sale in New Manila, Quezon City","New Manila, Quezon City",87000000,5,5,620.0,112.0,14.6134141,121.0291416
788,For Sale 3BR House in BluHomes Katmon: Eco-Friendly Homes in San Jose del Monte,"Rosanna Heights, Barangay San Manuel, San Jose Del Monte, Bulacan Tungkong Mangga, San Jose Del Monte",5763000,3,2,70.5,72.0,14.73524759,121.0686981
789,"4-BR Single-Attached House and Lot in San Miguel, Pasig City","San Miguel, Pasig",8500000,4,,120.0,91.0,14.5658684,121.0855568
790,3BR Townhouse for sale in Pasong Tamo Tandang Sora Quezon City nr Congressional,"Tandang Sora Quezon City House And Lot Nr Congressional Mindanao Avenue Visayas Avenue Commonwealth Teachers Village, Up Diliman, Ateneo, Project 8, Philippine Kidney Hospital, Heart Lung Center Sm North Edsa, Trinoma, Quirino Highway, Novaliches, Sauyo, Pasong Tamo, Quezon City",7300000,3,3,91.6,47.9,14.65608363,121.0720322
791,"Fully Furnished House and Lot in Pulu Amsic, Angeles City For Sale","Amsic, Angeles",18500000,4,3,217.0,246.0,15.1560029,120.5708031
792,"San Lorenzo Village 2 Storey House 5 Bedroom for Sale, Makati City","San Lorenzo, Makati",200000000,5,5,,470.0,14.5508772,121.020783
793,Fully Furnished 5 Bedrooms House for Sale in Tagaytay City with 2 Car Garage,"Buck Estate, Alfonso",25000000,5,4,,226.0,14.0835001,120.8542787
794,House and Lot For Sale with Pool at Dasmariñas Village  Makati City,"Dasmarinas, Makati",750000000,5,5,600.0,1012.0,14.5401434,121.0269757
795,RUSH SALE 4 BEDROOM BRAND NEW MODERN MINIMALIST HOUSE IN MAA,"Ma-A, Davao",13600000,4,3,148.0,150.0,7.0807144,125.5827159
796,"For Sale 4 Storey Townhouse at Sampaloc, Manila City","Philippines, Manila, Barangay 521, San Diego Sampaloc, Manila",11900000,3,4,180.0,52.5,14.6130359,120.9816425
797,Rush Sale!! 5 Bedroom Brand New & Fully Furnished House near Davao Airport,"Buhangin, Davao",14000000,5,4,300.0,162.0,7.1469686,125.5940509
798,"Walking distance Property near SLU Annex, Baguio City for Sale!","Pinget, Baguio",6800000,1,1,35.0,168.0,16.4275072,120.5850982
799,"Nuvali Treveia House and Lot with 4BR for Sale in Canlubang, Calamba, Laguna","Treveia, Nuvali, Barangay Canlubang, Calamba City, Laguna Canlubang, Calamba",30000000,4,4,302.0,250.0,14.20691092,121.0661249
800,House and Lot for sale in Mandaluyong City,Mandaluyong,33000000,4,4,275.0,201.0,14.5774392,121.0338973
801,"For Sale 5 Bedrooms Modern Zen House in Ayala Westgrove Heights, Silang Cavite","Puting Kahoy, Silang",,5,5,600.0,576.0,14.2158649,121.0316311
802,"3 Bedrooms House with Garage For Sale in Liliesville, Caloocan City","Camarin, Caloocan",5600000,3,3,97.0,50.0,14.7560394,121.0492887
803,MODERN SCANDINAVIAN HOUSE IN ANGELES CITY,"Amsic, Angeles",15500000,4,3,220.0,165.0,15.1560029,120.5708031
804,"BF Northwest, Parañaque: House and Lot for Sale, with Pool, 5BR, 4 parking, New","B.F. Homes, Paranaque",90000000,5,6,860.0,586.0,14.4462789,121.0274109
805,Brand New Two - Storey House in Angeles City,Angeles,9500000,4,3,190.0,120.0,15.1389351,120.5875321
806,Treveia Nuvali House And Lot For Sale,"Canlubang, Calamba",30000000,4,4,302.0,250.0,14.2160319,121.1080378
807,"6-BR Brand New Modern Contemporary House in Mirala Nuvali, Calamba","Canlubang, Calamba",45000000,6,5,442.0,448.0,14.2160319,121.1080378
808,"4 Bedroom House with Panoramic View in Kishanta, Talisay City, Cebu","Lagtang, Talisay",28000000,4,4,330.0,200.0,10.2669491,123.8335173
809,VERSAILLES PALACE ALABANG GLOBAL CITY,"Almanza Dos, Las Pinas",29000000,3,5,220.0,256.0,14.4234362,121.0223422
810,5 bedroom Brand New Mckinley Hill Village house for sale Taguig,"Fort Bonifacio, Taguig",132000000,5,5,,188.0,14.5494253,121.0509721
811,Ayala Westgrove Heights 4-Bedroom House For Sale,"Puting Kahoy, Silang",68000000,4,5,506.0,389.0,14.2158649,121.0316311
812,"3 Bedroom Townhouse for Sale in AFPOVAI, Taguig","Western Bicutan, Taguig",11000000,3,3,100.0,30.0,14.5095273,121.0380244
813,"For sale 2 Bedroom Townhouse along the highway in San Pablo, Laguna","San Ignacio, San Pablo",1800000,2,1,40.0,44.0,14.0462788,121.3424202
814,5 bedroom Brand New Mckinley Hill Village house for sale Taguig,"Fort Bonifacio, Taguig",132000000,5,5,,188.0,14.5494253,121.0509721
815,VERSAILLES PALACE ALABANG GLOBAL CITY,"Almanza Dos, Las Pinas",29000000,3,5,220.0,256.0,14.4234362,121.0223422
816,"4-Bedroom House and Lot for Sale in Mining, Angeles City, Pampanga","Mining, Angeles, Pampanga, Philippines Mining, Angeles",12000000,4,3,186.0,120.0,15.1408485,120.6090377
817,Rush Sale 3-Bedroom Townhouse near SM Southmall in Las Piñas City,"Talon Singko, Las Pinas",7000000,3,3,112.0,89.0,14.4292773,121.0032155
818,"East Fairview House and Lot 3 Bedrooms, 3 Toilet and Bath, Quezon City For Sale","Fairview, Quezon City",8350000,3,3,102.0,68.0,14.7055228,121.0742821
819,Philamlife Village Las Pinas House and Lot for Sale,"Almanza Dos, Las Pinas",25000000,4,5,250.0,235.0,14.4234362,121.0223422
820,"5-Bedroom House and Lot for Sale in Manila Southwoods, Carmona, Cavite","Cabilang Baybay, Carmona",62000000,5,5,447.0,816.0,14.3175013,121.0512123
821,House and Lot for Sale in Silang Cavite Near Nuvali,"Inchican, Silang",35400000,4,4,391.0,336.0,14.2510549,121.0527366
822,"RFO House For Sale in Serra Homes Filinvest East Homes, Cainta","San Isidro, Cainta",16800000,4,4,221.2,201.9,14.6092561,121.1106377
823,For Sale : 3 Bedroom House & Lot at Scout Area in Quezon City,"Sacred Heart, Quezon City",66060000,3,2,,367.0,14.6313914,121.0389159
824,"Great Deal Alabang Hills, Muntinlupa: House for Sale, Lot area 603 sqm","Cupang, Muntinlupa",78000000,4,5,382.1,603.0,14.4378843,121.0503212
825,"The NEST ROYALE 3-4 Storey 3-4 BR H&L, Maid's Rm, Cainta-Marikina","Santo Nino, Cainta",14582000,4,4,264.0,100.0,14.5817896,121.1189949
826,2-Storey Townhouse Unit with 6 Bedrooms for Sale in Quezon City (RFO),"Fairview, Quezon City",9930000,6,4,160.0,68.0,14.7055228,121.0742821
827,"For Sale : 2 Storey House & Lot in Villamar 1st Street at Tambo, Parañaque City","Tambo, Paranaque",96000000,,,700.0,800.0,14.5173079,120.9933811
828,3BR House and Lot at Cerritos Trails Village for Sale,"Daang Hari Road, Bacoor",7800000,3,3,83.0,103.0,14.390641,120.9792922
829,4-BR Prime Residential House in Sun Valley Estates & Golf Club Antipolo,"Sun Valley Estates Brgy San Juan Antipolo City Bagong Nayon, Antipolo",16650000,4,5,172.0,264.0,14.64714471,121.1860795
830,"Single Attached House 3 Storey for Sale in West Fairview, Quezon City","Carnation, 1118 Quezon City, Philippines Fairview, Quezon City",9850000,6,5,170.4,74.5,14.70109366,121.0625051
831,"For Sale 3 Bedroom House and Lot in St. Ignatius Village, Quezon City","Saint Ignatius, Quezon City",61440000,3,3,250.0,384.0,14.6130801,121.0729596
832,"Abigail 4 Bedrooms House and Lot for sale in San Fernando, Pampanga","Sindalan, San Fernando, Central Luzon, Philippines Sindalan, San Fernando",7350000,4,3,135.0,164.0,15.08059811,120.6416087
833,"For Sale Venare Nuvali Brand New House and Lot in Calamba, Laguna","Canlubang, Calamba",30000000,4,4,310.0,243.0,14.2160319,121.1080378
834,For Sale Spacious Contemporary Split Level Home in Ayala Alabang with Big Garden,"Ayala Alabang, Muntinlupa",222250000,4,4,700.0,910.0,14.4226096,121.0269407
835,Ayala Alabang Village House & Lot,"Ayala Alabang, Muntinlupa",205000000,6,4,600.0,870.0,14.4226096,121.0269407
836,3 Car Garage 4BR Townhouse For Sale in Tandang Sora Quezon City Mindanao Avenue,"Tandang Sora, Quezon City",9850000,4,4,150.0,58.7,14.6818637,121.0322006
837,"2-storey house 5 Bedrooms, 3 T&B, FOR SALE: Bel-Air Village Phase 3, Makati City","Bel-Air, Makati",400000000,5,3,654.0,698.0,14.5620342,121.0280944
838,"For Sale: 2 Storey Valenzuela Townhouse near Tandang Sora, Valenzuela City","Ugong, Valenzuela",5696435,3,3,82.0,65.0,14.6951994,121.0112037
839,Silvana Heights Townhouse for Sale in Pandi Bulacan thru Pagibig financing,"Cacarong Matanda, Pandi",1227966,2,1,46.6,36.0,14.9036508,120.967827
840,"The Alcove 3 Storey Townhouse For Sale in Santa Monica, Quezon City","Santa Monica, Quezon City",10670517,3,3,143.0,66.0,14.7252015,121.043347
841,3 Car Garage 4BR Townhouse For Sale in Tandang Sora Quezon City Mindanao Avenue,"Tandang Sora, Quezon City",9850000,4,4,150.0,58.7,14.6818637,121.0322006
842,"Affordable 2 Bedroom Townhouse in Tanauan, Tanza, Cavite for Sale","Tanauan, Tanza",1860000,2,1,40.0,60.5,14.2923273,120.8290803
843,"For Sale Ayala Westgrove Heights 6-Bedroom House at Silang, Cavite","Puting Kahoy, Silang",95000000,6,5,668.0,478.0,14.2158649,121.0316311
844,"3 Bedroom - Corner Lot , w/ Mt. Malarayat View at Brookside Summit Point Lipa","Plaridel, Lipa",5900000,4,3,88.4,240.0,13.9999149,121.1789201
845,For Sale: 3 Storey Semi Furnished House in Parañaque,Paranaque,16000000,4,4,350.0,120.0,14.5008116,120.9915327
846,"Alvendia By Rockwell Townhouse for Sale in Santa Lucia, San Juan City","Santa Lucia, San Juan",40000000,3,3,272.0,,14.5978715,121.0351643
847,RUSH! GREENWOODS PASIG - 4 Bedroom House and Lot with Balcony for Sale,Pasig,9000000,4,2,300.0,120.0,14.5605166,121.0764343
848,Furnished House and Lot with Pool near Clark for Sale!,"Amsic, Angeles",30000000,6,5,350.0,800.0,15.1560029,120.5708031
849,"4Bedroom RFO Townhouse For Sale in Teachers Village, Quezon City near Kamias","Diliman, Quezon City",12900000,3,3,130.0,48.5,14.6361294,121.0335841
850,"For Sale 186 sqm Lot with 3 BR in La Posada Village, Sucat, Muntinlupa City","Sucat, Muntinlupa",28000000,3,2,219.0,186.0,14.4569804,121.0531587
851,Silvana Heights Townhouse for Sale in Pandi Bulacan thru Pagibig financing,"Cacarong Matanda, Pandi",1227966,2,1,46.6,36.0,14.9036508,120.967827
852,"The Alcove 3 Storey Townhouse For Sale in Santa Monica, Quezon City","Santa Monica, Quezon City",10670517,3,3,143.0,66.0,14.7252015,121.043347
853,"2-storey house 5 Bedrooms, 3 T&B, FOR SALE: Bel-Air Village Phase 3, Makati City","Bel-Air, Makati",400000000,5,3,654.0,698.0,14.5620342,121.0280944
854,"FOR SALE 3 Bedrooms, 2 Toilet and Bath","Brgy Tanauan Tanza Cavite Tanauan, Tanza",4337472,3,2,112.5,72.0,14.2938597,120.8298896
855,"For Sale: 2 Storey Valenzuela Townhouse near Tandang Sora, Valenzuela City","Ugong, Valenzuela",5696435,3,3,82.0,65.0,14.6951994,121.0112037
856,FS.   Brand new M  Residences by Victor Consunji in Capitol hills QC,"Capitol Hills, Quezon City",36500000,4,3,212.0,126.0,14.67035355,121.0906154
857,"For Sale ! Modern House in White Plains, Quezon City, Metro Manila","White Plains, Quezon City",165000000,6,6,800.0,433.0,14.6032747,121.0713026
858,5 Bedroom House and Lot For Sale in MetroGate Tagaytay Estates,"Francisco, Tagaytay",21251400,5,,180.0,352.0,14.1368264,120.986852
859,"Ayala Westgrove Heights Brand New Modern Zen House For Sale, Silang","Puting Kahoy, Silang",68000000,4,4,508.0,380.0,14.2158649,121.0316311
860,Townhouse For Sale Near Grace Christian College Quezon City,"Balingasa, Quezon City",40700000,4,4,329.0,124.0,14.6505356,121.0017007
861,"For Sale: Antoinette Model House at Versailles in Almanza Dos, Las Piñas City","Daang Hari Road Almanza Dos, Las Pinas",37858000,3,4,278.0,252.0,14.39624779,121.0113644
862,"4 Bedroom House and Lot For Sale in Magallanes Village, Makati City","Magallanes, Makati",125000000,4,4,400.0,401.0,14.54197105,121.0193326
863,Molave Highlands Subdivision in Consolacion Cebu,"Molave Highland Subdivision Lamac, Consolacion",17500000,3,2,250.0,202.0,10.39035301,123.968344
864,"Beverly Hills Subdivision For Sale 5 bedroom house and lot in Antipolo, Rizal","Mambugan, Antipolo",70000000,5,8,600.0,800.0,14.6188242,121.1403666
865,"3BR/3T&B House and Lot for sale in Panglao Island, Dauis, Bohol","Tabalong, Dauis",13500000,3,3,200.0,1000.0,9.623345,123.8198313
866,"House For Sale in Katarungan Village, Muntinlupa City, Metro Manila","Poblacion, Muntinlupa",20000000,3,2,300.0,300.0,14.3891448,121.0449804
867,"P8,333.00 Low Monthly, Great Deal House And Lot Samal for Sale","Del Monte, Island Of Garden Samal, Samal",2500000,2,1,42.0,100.0,7.0391094,125.7396788
868,"5 Bedroom Home for Sale in Dap-dap, Lapu-Lapu City, Vistamar","Dapdap, Mactan Island, Cebu, Lapu-Lapu City, Philippines Mactan, Lapu-Lapu",35000000,5,,320.0,496.0,10.30127352,124.0138569
869,"For Sale! 4 Storey House with 6 Parking Slots in White Plains, Quezon City","White Plains, Quezon City",165000000,6,5,850.0,433.0,14.6032747,121.0713026
870,"Furniture Included 3BR 3 Storey Townhouse for sale in Union Village, Quezon City","Culiat, Quezon City",15500000,3,4,185.0,78.0,14.6679617,121.0565912
871,"House and Lot with Gazebo For Sale in The Mango Manor, Canyon Woods, Batangas!",Talisay,56000000,6,5,687.0,421.0,14.0939348,121.0218094
872,Ayala Westgrove Heights Modern House For Sale,"Puting Kahoy, Silang",60500000,4,4,600.0,450.0,14.2158649,121.0316311
873,"Beautiful 4-Bedroom House For Sale at El Monte Verde, Consolacion","El Monteverde Subd, 6001 Consolacion, Philippines Lamac, Consolacion",29000000,4,4,304.0,356.0,10.38952953,123.9642952
874,"6 Bedroom House and Lot for sale in Ayala Alabang, Muntinlupa City","Ayala Alabang, Muntinlupa",170000000,6,5,500.0,695.0,14.4226096,121.0269407
875,Modern and Elegant Townhouse for Sale at New Haven Village in Quezon City,"Kaligayahan, Quezon City",10280000,5,3,197.0,77.0,14.7383609,121.0508834
876,Brand New Modern Contemporary House with Swimming Pool in Angeles City,Angeles,15700000,4,3,165.0,220.0,15.1389351,120.5875321
877,"Brand New, Semi-furnished Modern House and Lot in San Fernando, Pampanga","Telabastagan, San Fernando",10000000,4,3,128.0,150.0,15.1142829,120.6088717
878,"3-Storey Brand New 5BR Townhouse in Valle Verde 6, Pasig City for Sale | Unit 3","Ugong, Pasig",100000000,5,5,460.0,190.0,14.5841307,121.0732458
879,"For Sale: Luxury House with Big Garden Mabalacat, Pampanga","Clark, Mabalacat",19000000,3,3,245.0,433.0,15.1920323,120.579523
880,Brand new House w/ swimming pool For Sale in Angeles Pamp. near Clark,"Cuayan, Angeles",12800000,3,3,172.0,165.0,15.149137,120.5458117
881,Ayala Southvale Primera House and Lot for Sale,"Ayala Southvale Primera Bacoor, Cavite Molino I, Bacoor",70000000,4,4,480.0,518.0,14.39971324,120.9990541
882,"5 Bedrooms House for Sale in Hillsborough, Alabang Village, Muntinlupa","Cupang, Muntinlupa",66000000,5,5,500.0,450.0,14.4378843,121.0503212
883,"L-R-1-829- Acquired Property for Sale in Lot 3, Block 1, Road Lot 3, Woodlands Subd., Brgy. Viga, Calamba City, Laguna - Retail","Makiling, Calamba",3354800,,,149.0,132.0,14.1544126,121.1368026
884,"2-Storey House for Sale in BF Homes, Parañaque City, Metro Manila","B.F. Homes, Paranaque",25000000,5,4,300.0,280.0,14.4462789,121.0274109
885,"3 Bedroom Townhouse with Garage in Nia Village, Quezon City","Tandang Sora, Quezon City",10900000,3,3,140.0,80.0,14.6818637,121.0322006
886,"For Sale : Green Valley Townhomes in Valle Verde, Pasig City","Ugong, Pasig",36500000,4,3,240.0,170.0,14.5841307,121.0732458
887,3BR Beautiful Tuscany Estate Exclusive Subdivision House and Lot Package (NRFO),"Biday, San Fernando",5364000,3,2,80.0,81.0,16.639055,120.3249608
888,"Ayala Westgrove Heights Ridge House With An Elevator, Silang For Sale","Inchican, Silang",89000000,4,4,600.0,396.0,14.2510549,121.0527366
889,"2BR Fairway Townhouse For Sale in Canyon Woods Residential, Laurel","San Gregorio, Laurel",5000000,2,3,120.0,82.0,14.0296242,120.8855456
890,"Brand New Smart House for Sale in Tivoli Royale, Quezon City","Matandang Balara, Quezon City",120000000,8,7,720.0,402.0,14.6716797,121.0745345
891,Culiat (Area in Quezon City) near Visayas Avenue 3 Bedroom 2 Storey Townhouse,"Culiat, Quezon City",9500000,3,3,136.5,83.7,14.6679617,121.0565912
892,"Mirala Nuvali 6 Bedrooms Modern Contemporary House For Sale, Calamba, Laguna","Canlubang, Calamba",35000000,6,7,400.0,367.0,14.2160319,121.1080378
893,"Brand New Renovated House for Sale in Pilar Village, Las Piñas City","Pilar, Las Pinas",9500000,2,2,145.0,192.0,14.4252635,121.0058656
894,Loyola Grand Villas 13 Bedrooms for Sale,"Loyola Heights, Quezon City",120000000,13,13,1250.0,1000.0,14.6410904,121.0737779
895,"Fully Furnished House & Lot in Buena Vista Subdivision, Mabalacat for Sale!","Santa Maria, Mabalacat",19000000,3,3,245.0,433.0,15.2270079,120.5922007
896,Ayala Westgrove Heights Silang House For Sale 4-BR Brand New Modern Contemporary,"Puting Kahoy, Silang",60000000,4,4,446.0,352.0,14.2158649,121.0316311
897,House and Lot in Teachers Village,"Teachers Village East, Quezon City",33000000,3,,,412.0,14.6442313,121.059698
898,Brand New 3 Storey Duplex Katarungan Village,"Katarungan Poblacion, Muntinlupa",8000000,4,4,210.0,78.0,14.3889191,121.0255267
899,Well Maintained House for Sale in BF Resort Village Las Piñas,"Talon Dos, Las Pinas",25000000,6,6,380.0,420.0,14.4330886,120.9847045
900,"Rest House farm for sale in Maligaya, Dinalupihan, Bataan","Maligaya, Dinalupihan",14000000,4,3,200.0,10000.0,14.86259055,120.4264051
901,"Rest House farm for sale in Maligaya, Dinalupihan, Bataan","Maligaya, Dinalupihan",14000000,4,3,200.0,10000.0,14.86259055,120.4264051
902,"Ready For Occupancy Townhouse Unit Located for sale in Betterliving, Parañaque","Don Bosco, Paranaque",14000000,4,4,225.0,118.0,14.4843304,121.0314209
903,Brand New 3 Storey Duplex Katarungan Village,"Katarungan Poblacion, Muntinlupa",8000000,4,4,210.0,78.0,14.3889191,121.0255267
904,"Tropical Minimalist House For Sale in Anvaya Cove, Morong, Bataan","Sabang, Morong",65000000,4,4,400.0,575.0,14.6963675,120.2529414
905,"Townhouse for sale in Pasong Tamo, Tandang Sora Quezon City Near Congressional","Pasong Tamo, Quezon City",7300000,3,3,91.6,47.9,14.6827233,121.0617082
906,"5 Bedroom House for Sale in Bacoor Boulevard, Cavite - floor free community","Mambog Ii, Bacoor",25000000,5,5,232.1,175.0,14.4243574,120.9513831
907,4BR Brand New Duplex House with Overlooking View for sale in Taytay,"San Juan, Taytay",10400000,4,3,190.0,110.0,14.5585639,121.1360313
908,"4.75M 3BR Townhouse Unit with 1 Car Garage for Sale in Fairview, Quezon City","Fairview, Quezon City",4750000,3,2,91.2,60.0,14.7055228,121.0742821
