id,NumDots,SubdomainLevel,PathLevel,UrlLength,NumDash,NumDashInHostname,AtSymbol,TildeSymbol,NumUnderscore,NumPercent,NumQueryComponents,NumAmpersand,NumHash,NumNumericChars,NoHttps,RandomString,IpAddress,DomainInSubdomains,DomainInPaths,HttpsInHostname,HostnameLength,PathLength,QueryLength,DoubleSlashInPath,NumSensitiveWords,EmbeddedBrandName,PctExtHyperlinks,PctExtResourceUrls,ExtFavicon,InsecureForms,RelativeFormAction,ExtFormAction,AbnormalFormAction,PctNullSelfRedirectHyperlinks,FrequentDomainNameMismatch,FakeLinkInStatusBar,RightClickDisabled,PopUpWindow,SubmitInfoToEmail,IframeOrFrame,MissingTitle,ImagesOnlyInForm,SubdomainLevelRT,UrlLengthRT,PctExtResourceUrlsRT,AbnormalExtFormActionR,ExtMetaScriptLinkRT,PctExtNullSelfRedirectHyperlinksRT,CLASS_LABEL
3043,5,1,3,62,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,29,26,0,0,1,0,0.8888888889,0.0000000000,0,1,0,0,0,0.1111111111,0,0,0,0,0,0,0,0,1,0,1,1,1,-1,1
3044,2,1,0,29,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21,1,0,0,0,0,0.0588235294,0.4000000000,1,1,0,0,0,0.8235294118,0,0,0,0,0,0,0,0,1,1,-1,1,0,-1,1
3045,3,1,4,73,0,0,0,0,0,0,0,0,0,12,1,1,0,0,0,0,10,56,0,0,0,0,0.5000000000,0.0000000000,0,1,0,0,0,0.5000000000,0,0,0,0,0,1,0,0,1,0,1,1,1,-1,1
3046,3,1,2,37,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,13,17,0,0,0,0,0.0000000000,0.0000000000,0,1,0,0,0,1.0000000000,0,0,0,0,0,0,0,0,1,1,1,1,1,-1,1
3047,3,1,2,39,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,24,8,0,0,0,0,1.0000000000,1.0000000000,0,1,0,0,0,0.0000000000,1,0,0,0,0,0,0,0,1,1,-1,1,-1,-1,1
3048,2,1,3,38,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,21,10,0,0,0,0,1.0000000000,0.1538461538,0,1,0,0,0,0.0000000000,1,0,0,0,0,0,0,0,1,1,1,1,1,-1,1
3049,2,1,2,69,2,2,0,0,0,0,0,0,0,23,1,1,0,1,0,0,28,34,0,0,0,0,0.0000000000,0.0625000000,0,1,0,0,0,0.0000000000,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1
3050,3,1,3,60,0,0,0,0,0,0,0,0,0,8,1,1,0,0,0,0,22,31,0,0,0,0,0.0000000000,0.0625000000,0,1,0,0,0,0.0000000000,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1
3051,2,1,4,42,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,21,14,0,0,0,0,0.0000000000,0.0000000000,0,1,0,0,0,0.0000000000,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
3052,3,1,4,56,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,29,20,0,0,0,0,0.0000000000,0.0000000000,0,1,0,0,0,0.0000000000,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
3053,4,1,3,57,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,26,24,0,0,0,0,0.9090909091,0.3157894737,1,1,0,0,0,0.0909090909,0,0,0,0,0,1,0,0,1,0,0,1,0,-1,1
3054,1,0,5,82,1,1,0,0,0,0,0,0,0,19,1,1,0,0,0,0,13,62,0,0,0,0,0.0000000000,0.0000000000,0,1,0,0,0,1.0000000000,0,0,0,0,0,0,0,0,1,-1,1,1,1,-1,1
3055,4,1,6,62,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,20,35,0,0,0,0,0.0666666667,0.1818181818,1,1,1,0,0,0.9333333333,0,0,0,0,0,0,0,0,1,0,1,1,0,-1,1
3056,2,1,8,91,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16,68,0,0,1,0,0.0000000000,0.0833333333,0,1,0,0,0,0.0000000000,0,0,0,0,0,0,0,0,1,-1,1,1,-1,1,1
3057,2,1,4,136,0,0,0,0,0,0,0,4,0,16,1,1,0,0,1,0,27,61,40,0,0,0,0.0000000000,0.0000000000,0,0,0,0,0,0.0000000000,0,0,0,0,0,1,0,0,1,-1,1,1,1,1,1
3058,2,1,4,97,0,0,0,0,0,0,0,4,0,7,1,1,0,0,1,0,27,63,0,0,0,0,0.0000000000,0.0000000000,0,0,0,0,0,0.0000000000,0,0,0,0,0,1,0,0,1,-1,1,1,1,1,1
3059,2,1,2,34,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,21,6,0,0,0,0,0.0000000000,0.1666666667,0,1,0,0,0,0.0000000000,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
3060,2,1,0,23,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,1,0,0,0,0,0.7058823529,0.2272727273,1,1,0,0,0,0.0000000000,1,0,0,0,0,1,0,0,1,1,0,1,0,-1,1
3061,2,1,5,72,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,19,46,0,0,0,0,0.0000000000,0.0000000000,0,1,0,0,0,0.0000000000,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
3062,2,1,3,46,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,19,20,0,0,0,0,0.0000000000,0.0000000000,0,1,0,0,0,0.0000000000,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1
3063,3,1,6,63,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,23,33,0,0,0,0,0.0000000000,0.0000000000,0,1,0,0,0,0.0000000000,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
3064,3,1,3,60,0,0,0,0,0,0,0,0,0,7,1,1,0,0,0,0,14,39,0,0,0,0,0.0000000000,0.0000000000,0,0,0,0,0,0.0000000000,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1
3065,2,1,2,69,2,2,0,0,0,0,0,0,0,20,1,1,0,1,0,0,28,34,0,0,0,0,0.0000000000,0.0625000000,0,1,0,0,0,0.0000000000,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1
3066,2,1,4,60,0,0,0,0,0,1,0,0,0,2,1,1,0,0,0,0,22,31,0,0,0,0,0.0000000000,0.0000000000,0,1,0,0,0,0.0000000000,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
3067,4,1,6,99,1,0,0,0,0,0,0,0,0,24,1,1,0,0,1,0,19,73,0,0,2,0,0.0000000000,1.0000000000,0,1,0,0,0,0.0000000000,1,0,0,0,0,0,0,0,1,-1,-1,1,-1,1,1
3068,4,1,5,58,0,0,0,0,1,0,0,0,0,3,1,0,0,0,1,0,17,34,0,0,0,0,1.0000000000,1.0000000000,1,1,0,0,0,0.0000000000,1,0,0,0,0,1,0,0,1,0,-1,1,-1,-1,1
3069,6,4,4,62,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,28,27,0,0,2,0,0.7857142857,0.0588235294,0,1,0,0,0,0.0000000000,0,0,0,0,0,0,0,0,-1,0,1,1,0,-1,1
3070,2,1,3,37,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16,14,0,0,0,0,0.0000000000,0.0714285714,0,1,0,0,0,1.0000000000,0,0,0,0,0,1,0,0,1,1,1,1,1,-1,1
3071,2,1,3,37,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,22,8,0,0,0,0,0.0000000000,0.2000000000,1,1,1,0,1,0.0000000000,0,0,0,0,0,0,0,1,1,1,1,-1,0,1,1
3072,6,4,4,61,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,27,27,0,0,2,0,0.7857142857,0.0588235294,0,1,0,0,0,0.0000000000,0,0,0,0,0,0,0,0,-1,0,1,1,0,-1,1
3073,6,4,4,61,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,27,27,0,0,2,0,0.7857142857,0.0588235294,0,1,0,0,0,0.0000000000,0,0,0,0,0,0,0,0,-1,0,1,1,0,-1,1
3074,2,1,2,43,0,0,0,0,0,0,0,0,0,6,1,1,0,0,0,0,22,14,0,0,0,0,0.0000000000,0.2000000000,1,1,1,0,1,0.0000000000,0,0,0,0,0,0,0,1,1,1,1,-1,0,1,1
3075,2,1,3,48,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,22,19,0,0,0,0,0.0000000000,0.2000000000,1,1,1,0,1,0.0000000000,0,0,0,0,0,0,0,1,1,1,1,-1,0,1,1
3076,2,1,3,48,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,22,19,0,0,0,0,0.0000000000,0.2000000000,1,1,1,0,1,0.0000000000,0,0,0,0,0,0,0,1,1,1,1,-1,0,1,1
3077,2,1,3,48,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,22,19,0,0,0,0,0.0000000000,0.2000000000,1,1,1,0,1,0.0000000000,0,0,0,0,0,0,0,1,1,1,1,-1,0,1,1
3078,2,1,7,79,1,1,0,0,0,0,0,0,0,13,1,1,0,0,1,0,21,51,0,0,0,0,0.0000000000,0.2500000000,0,1,0,0,0,0.0000000000,0,0,0,0,0,0,0,0,1,-1,1,1,0,1,1
3079,4,1,4,56,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,15,34,0,0,0,0,1.0000000000,1.0000000000,0,1,0,0,0,0.0000000000,1,0,0,0,0,0,0,0,1,0,-1,1,-1,-1,1
3080,2,1,3,65,0,0,0,0,0,0,0,0,0,21,1,1,0,0,0,0,22,36,0,0,0,0,0.0000000000,0.0000000000,0,1,0,0,0,1.0000000000,0,0,0,0,0,0,0,0,1,0,1,1,1,-1,1
3081,2,1,4,89,2,0,0,0,0,0,0,0,0,20,1,1,0,0,0,0,22,60,0,0,0,0,0.0000000000,0.0000000000,0,1,0,0,0,1.0000000000,0,0,0,0,0,0,0,0,1,-1,1,1,1,-1,1
3082,2,1,3,54,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,22,25,0,0,0,0,0.0000000000,0.0000000000,0,1,0,0,0,1.0000000000,0,0,0,0,0,0,0,0,1,0,1,1,1,-1,1
3083,3,1,4,119,8,0,0,0,0,0,0,0,0,18,1,1,0,0,0,0,22,90,0,0,0,0,0.0000000000,0.0000000000,0,0,0,0,0,0.0000000000,0,0,0,0,0,1,0,0,1,-1,1,1,1,1,1
3084,3,1,4,150,13,0,0,0,0,0,0,0,0,16,1,1,0,0,1,0,22,121,0,0,0,0,0.0000000000,0.0000000000,0,0,0,0,0,0.0000000000,0,0,0,0,0,1,0,0,1,-1,1,1,1,1,1
3085,2,1,2,57,2,0,0,0,0,0,0,0,0,9,1,1,0,0,0,0,22,28,0,0,0,0,0.0000000000,0.0000000000,0,1,0,0,0,1.0000000000,0,0,0,0,0,0,0,0,1,0,1,1,1,-1,1
3086,2,1,2,66,0,0,0,0,0,0,0,0,0,9,1,1,0,0,0,0,22,37,0,0,0,0,0.0000000000,0.0000000000,0,1,0,0,0,1.0000000000,0,0,0,0,0,0,0,0,1,0,1,1,1,-1,1
3087,5,1,3,56,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,22,27,0,0,0,0,0.0000000000,0.0000000000,0,1,0,0,0,1.0000000000,0,0,0,0,0,0,0,0,1,0,1,1,1,-1,1
3088,2,1,5,84,0,0,0,0,0,3,0,0,0,8,1,1,0,0,1,0,22,55,0,0,0,0,0.0000000000,0.0000000000,0,1,0,0,0,1.0000000000,0,0,0,0,0,0,0,0,1,-1,1,1,1,-1,1
3089,2,1,5,84,0,0,0,0,0,0,0,0,0,24,1,1,0,0,0,0,22,55,0,0,0,0,0.0000000000,0.0000000000,0,1,0,0,0,1.0000000000,0,0,0,0,0,0,0,0,1,-1,1,1,1,-1,1
3090,3,1,4,61,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,22,32,0,0,0,0,0.0000000000,0.0000000000,0,1,0,0,0,1.0000000000,0,0,0,0,0,0,0,0,1,0,1,1,1,-1,1
3091,3,1,6,109,3,0,0,0,0,0,0,0,0,7,1,1,0,0,0,0,22,80,0,0,0,0,0.0000000000,0.0000000000,0,0,0,0,0,0.0000000000,0,0,0,0,0,1,0,0,1,-1,1,1,1,1,1
3092,2,1,3,53,0,0,0,0,0,1,0,0,0,5,1,1,0,0,0,0,22,24,0,0,0,0,0.0000000000,0.0000000000,0,1,0,0,0,0.0000000000,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
3093,2,1,3,53,0,0,0,0,0,1,0,0,0,5,1,1,0,0,0,0,22,24,0,0,0,0,0.0000000000,0.0000000000,0,1,0,0,0,0.0000000000,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
3094,2,1,3,53,0,0,0,0,0,1,0,0,0,5,1,1,0,0,0,0,22,24,0,0,0,0,0.0000000000,0.0000000000,0,1,0,0,0,0.0000000000,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
3095,2,1,3,118,0,0,0,0,0,0,0,0,0,21,1,1,0,0,0,0,22,89,0,0,0,0,0.0000000000,0.0000000000,0,1,0,0,0,1.0000000000,0,0,0,0,0,0,0,0,1,-1,1,1,1,-1,1
3096,2,1,3,52,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,22,23,0,0,0,0,0.0000000000,0.0000000000,0,1,0,0,0,1.0000000000,0,0,0,0,0,0,0,0,1,1,1,1,1,-1,1
3097,2,1,3,48,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,22,19,0,0,0,0,0.0000000000,0.0000000000,0,1,0,0,0,1.0000000000,0,0,0,0,0,0,0,0,1,1,1,1,1,-1,1
3098,2,1,3,48,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,22,19,0,0,0,0,0.0000000000,0.0000000000,0,1,0,0,0,1.0000000000,0,0,0,0,0,0,0,0,1,1,1,1,1,-1,1
3099,2,1,3,52,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,22,23,0,0,0,0,0.0000000000,0.0000000000,0,1,0,0,0,0.0000000000,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
3100,2,1,3,72,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,22,43,0,0,0,0,0.0000000000,0.0000000000,0,1,0,0,0,1.0000000000,0,0,0,0,0,0,0,0,1,0,1,1,1,-1,1
3101,2,1,3,52,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,22,23,0,0,0,0,0.0000000000,0.0000000000,0,1,0,0,0,0.0000000000,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
3102,2,1,3,82,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,22,53,0,0,0,0,0.0000000000,0.0000000000,0,1,0,0,0,1.0000000000,0,0,0,0,0,0,0,0,1,-1,1,1,1,-1,1
3103,2,1,3,59,0,0,0,0,0,2,0,0,0,6,1,1,0,0,0,0,22,30,0,0,0,0,0.0000000000,0.0000000000,0,1,0,0,0,1.0000000000,0,0,0,0,0,0,0,0,1,0,1,1,1,-1,1
3104,2,1,3,52,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,22,23,0,0,0,0,0.0000000000,0.0000000000,0,1,0,0,0,0.0000000000,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
3105,2,1,2,37,0,0,0,0,0,0,0,0,0,5,1,1,0,0,0,0,22,8,0,0,0,0,0.0000000000,0.2000000000,1,1,1,0,1,0.0000000000,0,0,0,0,0,0,0,1,1,1,1,-1,0,1,1
3106,2,1,3,59,0,0,0,0,0,2,0,0,0,6,1,1,0,0,0,0,22,30,0,0,0,0,0.0000000000,0.0000000000,0,1,0,0,0,1.0000000000,0,0,0,0,0,0,0,0,1,0,1,1,1,-1,1
3107,2,1,3,59,0,0,0,0,0,2,0,0,0,7,1,1,0,0,0,0,22,30,0,0,0,0,0.0000000000,0.0000000000,0,1,0,0,0,1.0000000000,0,0,0,0,0,0,0,0,1,0,1,1,1,-1,1
3108,2,1,3,41,0,0,0,0,0,0,0,0,0,7,1,1,0,0,0,0,22,12,0,0,0,0,0.0000000000,0.2000000000,1,1,1,0,1,0.0000000000,0,0,0,0,0,0,0,1,1,1,1,-1,0,1,1
3109,3,1,4,153,20,0,0,0,0,0,0,0,0,21,1,1,0,0,1,0,22,124,0,0,0,0,0.0000000000,0.0000000000,0,0,0,0,0,0.0000000000,0,0,0,0,0,1,0,0,1,-1,1,1,1,1,1
3110,2,1,3,41,0,0,0,0,0,0,0,0,0,7,1,1,0,0,0,0,22,12,0,0,0,0,0.0000000000,0.2000000000,1,1,1,0,1,0.0000000000,0,0,0,0,0,0,0,1,1,1,1,-1,0,1,1
3111,2,1,3,41,0,0,0,0,0,0,0,0,0,7,1,1,0,0,0,0,22,12,0,0,0,0,0.0000000000,0.2000000000,1,1,1,0,1,0.0000000000,0,0,0,0,0,0,0,1,1,1,1,-1,0,1,1
3112,2,1,2,45,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,22,16,0,0,0,0,0.0000000000,0.0000000000,0,1,0,0,0,1.0000000000,0,0,0,0,0,0,0,0,1,1,1,1,1,-1,1
3113,2,1,3,88,2,0,0,0,2,0,0,0,0,12,1,1,0,0,0,0,22,59,0,0,0,0,0.0000000000,0.0000000000,0,1,0,0,0,0.0000000000,0,0,0,0,0,0,0,0,1,-1,1,1,1,1,1
3114,2,1,4,79,0,0,0,0,1,0,0,0,0,18,1,1,0,0,1,0,22,50,0,0,0,0,0.0000000000,0.0000000000,0,1,0,0,0,1.0000000000,0,0,0,0,0,0,0,0,1,-1,1,1,1,-1,1
3115,2,1,3,88,2,0,0,0,2,0,0,0,0,12,1,1,0,0,0,0,22,59,0,0,0,0,0.0000000000,0.0000000000,0,1,0,0,0,0.0000000000,0,0,0,0,0,0,0,0,1,-1,1,1,1,1,1
3116,2,1,3,88,2,0,0,0,2,0,0,0,0,12,1,1,0,0,0,0,22,59,0,0,0,0,0.0000000000,0.0000000000,0,1,0,0,0,0.0000000000,0,0,0,0,0,0,0,0,1,-1,1,1,1,1,1
3117,2,1,3,82,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,22,53,0,0,0,0,0.0000000000,0.0000000000,0,1,0,0,0,1.0000000000,0,0,0,0,0,0,0,0,1,-1,1,1,1,-1,1
3118,2,1,3,82,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,22,53,0,0,0,0,0.0000000000,0.0000000000,0,1,0,0,0,1.0000000000,0,0,0,0,0,0,0,0,1,-1,1,1,1,-1,1
3119,2,1,3,82,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,22,53,0,0,0,0,0.0000000000,0.0000000000,0,1,0,0,0,1.0000000000,0,0,0,0,0,0,0,0,1,-1,1,1,1,-1,1
3120,2,1,2,66,0,0,0,0,0,0,0,0,0,9,1,1,0,0,0,0,22,37,0,0,0,0,0.0000000000,0.0000000000,0,1,0,0,0,1.0000000000,0,0,0,0,0,0,0,0,1,0,1,1,1,-1,1
3121,2,1,5,96,0,0,0,0,5,0,0,0,0,3,1,1,0,0,1,0,12,77,0,0,0,0,0.0000000000,0.0000000000,0,1,0,0,0,0.0000000000,0,0,0,0,0,0,0,0,1,-1,1,1,1,1,1
3122,3,1,6,64,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,20,37,0,0,0,0,0.0000000000,0.9285714286,0,1,0,0,0,1.0000000000,1,0,0,0,0,1,0,0,1,0,-1,1,-1,-1,1
3123,3,1,3,54,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,34,13,0,0,0,0,0.0000000000,0.7857142857,0,1,0,0,0,1.0000000000,1,0,0,0,0,1,0,0,1,0,-1,1,1,-1,1
3124,2,1,3,68,1,1,0,0,0,0,0,0,0,21,1,1,0,0,1,0,21,40,0,0,0,0,0.0555555556,0.0909090909,0,1,1,0,0,0.9444444444,0,0,1,0,0,1,0,0,1,0,1,1,1,-1,1
3125,3,1,2,47,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,34,6,0,0,0,0,0.0000000000,0.7857142857,0,1,0,0,0,1.0000000000,1,0,0,0,0,1,0,0,1,1,-1,1,1,-1,1
3126,3,1,8,191,4,1,0,0,0,0,1,0,0,58,1,1,0,0,1,0,20,126,37,0,0,0,0.0000000000,0.0416666667,1,1,0,0,0,0.0000000000,0,0,0,0,0,0,0,0,1,-1,1,1,0,1,1
3127,3,1,8,153,3,1,0,0,0,0,0,0,0,37,1,1,0,0,1,0,20,126,0,0,0,0,0.0000000000,0.0416666667,1,1,0,0,0,0.0000000000,0,0,0,0,0,0,0,0,1,-1,1,1,0,1,1
3128,2,1,5,65,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,29,29,0,0,0,0,0.0000000000,0.7857142857,0,1,0,0,0,1.0000000000,1,0,0,0,0,1,0,0,1,0,-1,1,1,-1,1
3129,2,1,5,93,1,0,0,0,0,0,0,0,0,18,1,1,0,0,0,0,29,57,0,0,0,0,0.0000000000,0.7857142857,0,1,0,0,0,1.0000000000,1,0,0,0,0,1,0,0,1,-1,-1,1,1,-1,1
3130,2,1,6,84,0,0,0,0,3,0,0,0,0,0,1,1,0,0,1,0,20,57,0,0,0,0,0.0000000000,0.0000000000,0,1,1,0,0,0.6666666667,0,0,0,0,0,0,1,0,1,-1,1,1,1,0,1
3131,3,1,6,147,2,0,0,0,0,0,0,0,0,29,1,1,0,0,1,0,11,129,0,0,0,0,0.0000000000,0.0416666667,1,1,0,0,0,0.0000000000,0,0,0,0,0,0,0,0,1,-1,1,1,0,1,1
3132,2,1,5,65,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,18,40,0,0,0,0,0.0000000000,0.0000000000,0,1,0,0,0,1.0000000000,0,0,0,0,0,1,0,0,1,0,1,1,1,-1,1
3133,2,1,5,65,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,18,40,0,0,0,0,0.0000000000,0.0000000000,0,1,0,0,0,1.0000000000,0,0,0,0,0,1,0,0,1,0,1,1,1,-1,1
3134,3,1,3,66,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,22,37,0,0,0,0,0.0000000000,0.0000000000,0,1,1,0,0,0.0000000000,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1
3135,2,1,2,34,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,15,12,0,0,0,0,0.0000000000,0.0000000000,0,1,0,0,0,0.0000000000,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
3136,2,1,3,37,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,19,11,0,0,0,0,0.0000000000,0.0000000000,0,1,0,0,0,0.0000000000,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
3137,3,1,3,38,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17,14,0,0,0,0,0.0000000000,0.0000000000,0,1,0,0,0,0.0000000000,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
3138,3,1,6,147,2,0,0,0,0,0,0,0,0,23,1,1,0,0,1,0,11,129,0,0,0,0,0.0000000000,0.0416666667,1,1,0,0,0,0.0000000000,0,0,0,0,0,0,0,0,1,-1,1,1,0,1,1
3139,2,1,3,68,1,1,0,0,0,0,0,0,0,15,1,1,0,0,1,0,21,40,0,0,0,0,0.0555555556,0.0909090909,0,1,1,0,0,0.9444444444,0,0,1,0,0,1,0,0,1,0,1,1,1,-1,1
3140,2,1,3,68,0,0,0,0,0,0,0,0,0,20,1,1,0,0,0,0,20,41,0,0,0,0,0.0000000000,0.1428571429,1,1,0,0,0,1.0000000000,0,0,0,0,0,0,0,0,1,0,1,1,0,-1,1
3141,3,1,8,153,3,1,0,0,0,0,0,0,0,53,1,1,0,0,1,0,20,126,0,0,0,0,0.0000000000,0.0416666667,1,1,0,0,0,0.0000000000,0,0,0,0,0,0,0,0,1,-1,1,1,0,1,1
3142,2,1,8,89,0,0,0,0,0,0,0,0,0,4,1,1,0,0,1,0,13,69,0,0,0,0,0.0000000000,0.0000000000,0,1,1,0,0,0.0000000000,0,0,0,0,0,0,0,0,1,-1,1,1,1,1,1
3143,3,1,3,40,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,23,10,0,0,0,0,1.0000000000,1.0000000000,0,1,0,0,0,0.0000000000,1,0,0,0,0,0,0,0,1,1,-1,1,-1,-1,1
3144,2,1,7,100,2,1,0,0,0,0,0,0,0,21,1,1,0,0,0,0,15,78,0,0,0,1,0.8590604027,0.9811320755,0,1,0,0,0,0.0604026846,1,0,0,0,0,0,0,0,1,-1,-1,1,-1,-1,1
3145,2,1,3,68,1,1,0,0,0,0,0,0,0,20,1,1,0,0,1,0,21,40,0,0,0,0,0.0555555556,0.0909090909,0,1,1,0,0,0.9444444444,0,0,1,0,0,1,0,0,1,0,1,1,1,-1,1
3146,3,1,3,76,1,0,0,0,0,3,0,0,0,6,1,1,0,0,0,0,28,41,0,0,0,1,1.0000000000,1.0000000000,0,1,0,0,0,0.0000000000,1,0,0,0,0,0,0,0,1,-1,-1,1,-1,-1,1
3147,3,1,8,191,4,1,0,0,0,0,1,0,0,58,1,1,0,0,1,0,20,126,37,0,0,0,0.0000000000,0.0416666667,1,1,0,0,0,0.0000000000,0,0,0,0,0,0,0,0,1,-1,1,1,0,1,1
3148,2,1,3,68,0,0,0,0,0,0,0,0,0,20,1,1,0,0,0,0,20,41,0,0,0,0,0.0000000000,0.1428571429,1,1,0,0,0,1.0000000000,0,0,0,0,0,0,0,0,1,0,1,1,0,-1,1
3149,3,1,8,153,3,1,0,0,0,0,0,0,0,47,1,1,0,0,1,0,20,126,0,0,0,0,0.0000000000,0.0416666667,1,1,0,0,0,0.0000000000,0,0,0,0,0,0,0,0,1,-1,1,1,0,1,1
3150,3,1,3,56,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,21,28,0,0,1,1,1.0000000000,1.0000000000,0,1,0,0,0,0.0000000000,1,0,0,0,0,0,0,0,1,0,-1,1,-1,-1,1
3151,3,0,4,49,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,9,33,0,0,0,0,1.0000000000,0.0173913043,0,1,0,1,0,0.0000000000,0,0,0,0,0,1,0,0,1,1,1,0,1,-1,1
3152,2,1,2,38,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19,12,0,0,0,0,0.5555555556,0.0476190476,0,1,0,0,0,0.4444444444,0,0,0,0,0,1,0,0,1,1,1,1,1,-1,1
3153,6,4,4,62,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,28,27,0,0,2,0,0.7857142857,0.0588235294,0,1,0,0,0,0.0000000000,0,0,0,0,0,0,0,0,-1,0,1,1,0,-1,1
3154,2,1,5,55,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,19,29,0,0,0,0,0.0000000000,0.0000000000,0,1,0,0,0,0.0000000000,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
3155,6,4,4,62,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,28,27,0,0,2,0,0.7857142857,0.0588235294,0,1,0,0,0,0.0000000000,0,0,0,0,0,0,0,0,-1,0,1,1,0,-1,1
3156,6,4,4,62,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,28,27,0,0,2,0,0.7857142857,0.0588235294,0,1,0,0,0,0.0000000000,0,0,0,0,0,0,0,0,-1,0,1,1,0,-1,1
3157,4,1,2,45,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18,20,0,0,0,0,0.0000000000,0.0000000000,0,1,0,0,0,0.0000000000,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
