Symbol,Name,Sector,industry
KTCC,Key Tronic Corporation,Technology,Computer peripheral equipment
KTF,Scudder Municiple Income Trust,n/a,n/a
KTH,Lehman ABS Corporation,Finance,Finance: Consumer Services
KTN,Lehman ABS Corporation,Finance,Finance: Consumer Services
KTOS,"Kratos Defense & Security Solutions, Inc.",Capital Goods,Military/Government/Technical
KTOV,Kitov Pharma Ltd.,Health Care,Major Pharmaceuticals
KTOVW,Kitov Pharma Ltd.,Health Care,Major Pharmaceuticals
KURA,"Kura Oncology, Inc.",Health Care,Major Pharmaceuticals
KVHI,"KVH Industries, Inc.",Technology,Radio And Television Broadcasting And Communications Equipment
KW,Kennedy-Wilson Holdings Inc.,Finance,Real Estate
KWEB,KraneShares Trust KraneShares CSI China Internet ETF,n/a,n/a
KWR,Quaker Chemical Corporation,Basic Industries,Major Chemicals
KXIN,Kaixin Auto Holdings,Consumer Durables,Automotive Aftermarket
KYN,Kayne Anderson MLP/Midstream Investment Company,n/a,n/a
KZIA,Kazia Therapeutics Limited,Health Care,Major Pharmaceuticals
KZR,"Kezar Life Sciences, Inc.",Health Care,Major Pharmaceuticals
L,Loews Corporation,Finance,Property-Casualty Insurers
LAC,Lithium Americas Corp.,Basic Industries,Precious Metals
LACQ,Leisure Acquisition Corp.,Finance,Business Services
LACQU,Leisure Acquisition Corp.,Finance,Business Services
LACQW,Leisure Acquisition Corp.,Finance,Business Services
LAD,"Lithia Motors, Inc.",Consumer Durables,Automotive Aftermarket
LADR,Ladder Capital Corp,Consumer Services,Real Estate Investment Trusts
LAIX,LAIX Inc.,Consumer Services,Other Consumer Services
LAKE,"Lakeland Industries, Inc.",Health Care,Industrial Specialties
LAMR,Lamar Advertising Company,Consumer Services,Real Estate Investment Trusts
LANC,Lancaster Colony Corporation,Consumer Non-Durables,Packaged Foods
LAND,Gladstone Land Corporation,Consumer Services,Real Estate Investment Trusts
LANDP,Gladstone Land Corporation,Consumer Services,Real Estate Investment Trusts
LARK,Landmark Bancorp Inc.,Finance,Major Banks
LASR,"nLIGHT, Inc.",Technology,Semiconductors
LATN,Union Acquisition Corp. II,Finance,Business Services
LATNU,Union Acquisition Corp. II,Finance,Business Services
LATNW,Union Acquisition Corp. II,Finance,Business Services
LAUR,"Laureate Education, Inc.",Consumer Services,Other Consumer Services
LAWS,"Lawson Products, Inc.",Consumer Durables,Industrial Specialties
LAZ,Lazard Ltd.,Finance,Investment Managers
LAZY,"Lazydays Holdings, Inc.",Consumer Durables,Automotive Aftermarket
LB,"L Brands, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores
LBAI,"Lakeland Bancorp, Inc.",Finance,Major Banks
LBC,Luther Burbank Corporation,Finance,Major Banks
LBRDA,Liberty Broadband Corporation,Consumer Services,Television Services
LBRDK,Liberty Broadband Corporation,Consumer Services,Television Services
LBRT,Liberty Oilfield Services Inc.,Energy,Oilfield Services/Equipment
LBTYA,Liberty Global plc,n/a,n/a
LBTYB,Liberty Global plc,Consumer Services,Television Services
LBTYK,Liberty Global plc,n/a,n/a
LC,LendingClub Corporation,Finance,Finance: Consumer Services
LCA,"Landcadia Holdings II, Inc.",Finance,Business Services
LCAHU,"Landcadia Holdings II, Inc.",Finance,Business Services
LCAHW,"Landcadia Holdings II, Inc.",Finance,Business Services
LCI,Lannett Co Inc,Health Care,Major Pharmaceuticals
LCII,LCI Industries ,Capital Goods,Auto Parts:O.E.M.
LCNB,LCNB Corporation,Finance,Major Banks
LCTX,"Lineage Cell Therapeutics, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
LCUT,"Lifetime Brands, Inc.",Capital Goods,Industrial Machinery/Components
LDEM,iShares ESG MSCI EM Leaders ETF,n/a,n/a
LDL,"Lydall, Inc.",Capital Goods,Auto Parts:O.E.M.
LDOS,"Leidos Holdings, Inc.",Technology,EDP Services
LDP,"Cohen & Steers Limited Duration Preferred and Income Fund, Inc",n/a,n/a
LDSF,First Trust Low Duration Strategic Focus ETF,n/a,n/a
LE,"Lands&#39; End, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores
LEA,Lear Corporation,Capital Goods,Auto Parts:O.E.M.
LEAF,Leaf Group Ltd.,Technology,EDP Services
LECO,"Lincoln Electric Holdings, Inc.",Technology,Industrial Machinery/Components
LEDS,SemiLEDS Corporation,Technology,Semiconductors
LEE,"Lee Enterprises, Incorporated",Consumer Services,Newspapers/Magazines
LEG,"Leggett & Platt, Incorporated",Consumer Durables,Home Furnishings
LEGH,Legacy Housing Corporation,Basic Industries,Homebuilding
LEGN,Legend Biotech Corporation,Health Care,Major Pharmaceuticals
LEGR,First Trust Indxx Innovative Transaction & Process ETF,n/a,n/a
LEJU,Leju Holdings Limited,Finance,Real Estate
LEN,Lennar Corporation,Basic Industries,Homebuilding
LEN.B,Lennar Corporation,Basic Industries,Homebuilding
LEO,"BNY Mellon Strategic Municipals, Inc.",n/a,n/a
LEU,Centrus Energy Corp.,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
LEVI,Levi Strauss & Co,Consumer Non-Durables,Apparel
LEVL,"Level One Bancorp, Inc.",Finance,Major Banks
LFAC,LF Capital Acquistion Corp.,Finance,Business Services
LFACU,LF Capital Acquistion Corp.,Finance,Business Services
LFACW,LF Capital Acquistion Corp.,Finance,Business Services
LFC,China Life Insurance Company Limited,Finance,Life Insurance
LFUS,"Littelfuse, Inc.",Consumer Durables,Electrical Products
LFVN,Lifevantage Corporation,Health Care,Major Pharmaceuticals
LGC,Legacy Acquisition Corp.,Technology,Advertising
LGC.U,Legacy Acquisition Corp.,n/a,n/a
LGC.WS,Legacy Acquisition Corp.,n/a,n/a
LGF.A,Lions Gate Entertainment Corporation,n/a,n/a
LGF.B,Lions Gate Entertainment Corporation,n/a,n/a
LGHL,Lion Group Holding Ltd.,n/a,n/a
LGHLW,Lion Group Holding Ltd.,n/a,n/a
LGI,Lazard Global Total Return and Income Fund,n/a,n/a
LGIH,"LGI Homes, Inc.",Capital Goods,Homebuilding
LGL,"LGL Group, Inc. (The)",Capital Goods,Industrial Machinery/Components
LGND,Ligand Pharmaceuticals Incorporated,Health Care,Major Pharmaceuticals
LGVW.U,Longview Acquisition Corp.,n/a,n/a
LH,Laboratory Corporation of America Holdings,Health Care,Medical Specialities
LHC,Leo Holdings Corp.,Consumer Services,Movies/Entertainment
LHC.U,Leo Holdings Corp.,n/a,n/a
LHC.WS,Leo Holdings Corp.,n/a,n/a
LHCG,LHC Group,Health Care,Medical/Nursing Services
LHX,"L3Harris Technologies, Inc.",Capital Goods,Industrial Machinery/Components
LIFE,"aTyr Pharma, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
LII,"Lennox International, Inc.",Capital Goods,Industrial Machinery/Components
LILA,Liberty Latin America Ltd.,Consumer Services,Television Services
LILAK,Liberty Latin America Ltd.,Consumer Services,Television Services
LIN,Linde plc,Basic Industries,Major Chemicals
LINC,Lincoln Educational Services Corporation,Consumer Services,Other Consumer Services
LIND,Lindblad Expeditions Holdings Inc. ,Consumer Services,Transportation Services
LINX,Linx S.A.,Technology,Computer Software: Prepackaged Software
LIQT,"LiqTech International, Inc.",Technology,Industrial Machinery/Components
LITB,"LightInTheBox Holding Co., Ltd.",Consumer Services,Catalog/Specialty Distribution
LITE,Lumentum Holdings Inc.,Capital Goods,Telecommunications Equipment
LIVE,Live Ventures Incorporated,Finance,Finance/Investors Services
LIVK,LIV Capital Acquisition Corp.,Finance,Business Services
LIVKU,LIV Capital Acquisition Corp.,Finance,Business Services
LIVKW,LIV Capital Acquisition Corp.,Finance,Business Services
LIVN,LivaNova PLC,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
LIVX,"LiveXLive Media, Inc.",Consumer Services,Restaurants
LIZI,LIZHI INC.,Technology,"Computer Software: Programming, Data Processing"
LJPC,La Jolla Pharmaceutical Company,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
LK,Luckin Coffee Inc.,Consumer Services,Restaurants
LKCO,Luokung Technology Corp,Technology,EDP Services
LKFN,Lakeland Financial Corporation,Finance,Major Banks
LKOR,FlexShares Trust,n/a,n/a
LKQ,LKQ Corporation,Consumer Services,Motor Vehicles
LL,"Lumber Liquidators Holdings, Inc",Consumer Services,RETAIL: Building Materials
LLEX,"Lilis Energy, Inc.",Energy,Oil & Gas Production
LLEX,"Lilis Energy, Inc.",Energy,Oil & Gas Production
LLIT,Lianluo Smart Limited,Health Care,Medical/Dental Instruments
LLNW,"Limelight Networks, Inc.",Miscellaneous,Business Services
LLY,Eli Lilly and Company,Health Care,Major Pharmaceuticals
LM,"Legg Mason, Inc.",Finance,Investment Managers
LMAT,"LeMaitre Vascular, Inc.",Health Care,Medical/Dental Instruments
LMB,"Limbach Holdings, Inc.",Basic Industries,Engineering & Construction
LMBS,First Trust Low Duration Opportunities ETF,n/a,n/a
LMFA,"LM Funding America, Inc.",Finance,Finance: Consumer Services
LMFAW,"LM Funding America, Inc.",Finance,Finance: Consumer Services
LMHA,"Legg Mason, Inc.",Finance,Investment Managers
LMHB,"Legg Mason, Inc.",Finance,Investment Managers
LMNL,Liminal BioSciences Inc.,Health Care,Major Pharmaceuticals
LMNR,Limoneira Co,Consumer Non-Durables,Farming/Seeds/Milling
LMNX,Luminex Corporation,Health Care,Medical/Dental Instruments
LMPX,"LMP Automotive Holdings, Inc.",Consumer Durables,Automotive Aftermarket
LMRK,Landmark Infrastructure Partners LP,Consumer Services,Real Estate
LMRKN,Landmark Infrastructure Partners LP,Consumer Services,Real Estate
LMRKO,Landmark Infrastructure Partners LP,Consumer Services,Real Estate
LMRKP,Landmark Infrastructure Partners LP,Consumer Services,Real Estate
LMST,"Limestone Bancorp, Inc.",Finance,Major Banks
LMT,Lockheed Martin Corporation,Capital Goods,Military/Government/Technical
LN,LINE Corporation,Technology,"Computer Software: Programming, Data Processing"
LNC,Lincoln National Corporation,Finance,Life Insurance
LND,Brasilagro Cia Brasileira De Propriedades Agricolas,Consumer Non-Durables,Farming/Seeds/Milling
LNDC,Landec Corporation,Consumer Non-Durables,Packaged Foods
LNG,"Cheniere Energy, Inc.",Public Utilities,Oil/Gas Transmission
LNGR,Global X Longevity Thematic ETF,n/a,n/a
LNN,Lindsay Corporation,Capital Goods,Industrial Machinery/Components
LNT,Alliant Energy Corporation,Public Utilities,Power Generation
LNTH,"Lantheus Holdings, Inc.",Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
LOAC,Longevity Acquisition Corporation,Finance,Business Services
LOACR,Longevity Acquisition Corporation,Finance,Business Services
LOACU,Longevity Acquisition Corporation,Finance,Business Services
LOACW,Longevity Acquisition Corporation,Finance,Business Services
LOAK,Live Oak Acquisition Corp.,Finance,Business Services
LOAK.U,Live Oak Acquisition Corp.,n/a,n/a
LOAK.WS,Live Oak Acquisition Corp.,n/a,n/a
LOAN,"Manhattan Bridge Capital, Inc",Consumer Services,Real Estate Investment Trusts
LOB,"Live Oak Bancshares, Inc.",Finance,Major Banks
LOCO,"El Pollo Loco Holdings, Inc.",Consumer Services,Restaurants
LODE,"Comstock Mining, Inc.",Basic Industries,Precious Metals
LOGC,"LogicBio Therapeutics, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
LOGI,Logitech International S.A.,Technology,Computer peripheral equipment
LOGM,"LogMein, Inc.",Technology,Computer Software: Prepackaged Software
LOMA,Loma Negra Compania Industrial Argentina Sociedad Anonima,Capital Goods,Building Materials
LONE,Lonestar Resources US Inc.,Energy,Oil & Gas Production
LOOP,"Loop Industries, Inc.",Basic Industries,Major Chemicals
LOPE,"Grand Canyon Education, Inc.",Consumer Services,Other Consumer Services
LORL,"Loral Space and Communications, Inc.",Technology,Radio And Television Broadcasting And Communications Equipment
LOV,"Spark Networks, Inc.",Consumer Services,Other Consumer Services
LOVE,The Lovesac Company,Consumer Services,Other Specialty Stores
LOW,"Lowe&#39;s Companies, Inc.",Consumer Services,RETAIL: Building Materials
LPCN,Lipocine Inc.,Health Care,Major Pharmaceuticals
LPG,Dorian LPG Ltd.,Transportation,Marine Transportation
LPI,"Laredo Petroleum, Inc.",Energy,Oil & Gas Production
LPL,"LG Display Co., Ltd.",Capital Goods,Industrial Machinery/Components
LPLA,LPL Financial Holdings Inc.,Finance,Investment Bankers/Brokers/Service
LPRO,Open Lending Corporation,Finance,Business Services
LPSN,"LivePerson, Inc.",Technology,Computer Software: Prepackaged Software
LPTH,"LightPath Technologies, Inc.",Technology,Semiconductors
LPTX,"LEAP THERAPEUTICS, INC.",Health Care,Major Pharmaceuticals
LPX,Louisiana-Pacific Corporation,Basic Industries,Forest Products
LQDA,"Liquidia Technologies, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
LQDT,"Liquidity Services, Inc.",Miscellaneous,Business Services
LRCX,Lam Research Corporation,Technology,Industrial Machinery/Components
LRGE,ClearBridge Large Cap Growth ESG ETF,n/a,n/a
LRMR,"Larimar Therapeutics, Inc.",Health Care,Major Pharmaceuticals
LRN,K12 Inc,Consumer Services,Other Consumer Services
LSAC,LifeSci Acquisition Corp.,Finance,Business Services
LSACU,LifeSci Acquisition Corp.,Finance,Business Services
LSACW,LifeSci Acquisition Corp.,Finance,Business Services
LSBK,"Lake Shore Bancorp, Inc.",Finance,Savings Institutions
LSCC,Lattice Semiconductor Corporation,Technology,Semiconductors
LSI,"Life Storage, Inc.",Consumer Services,Real Estate Investment Trusts
LSTR,"Landstar System, Inc.",Transportation,Trucking Freight/Courier Services
LSXMA,Liberty Media Corporation,Consumer Services,Broadcasting
LSXMB,Liberty Media Corporation,Consumer Services,Broadcasting
LSXMK,Liberty Media Corporation,Consumer Services,Broadcasting
LTBR,Lightbridge Corporation,Consumer Services,Professional Services
LTC,"LTC Properties, Inc.",Consumer Services,Real Estate Investment Trusts
LTHM,Livent Corporation,Basic Industries,Major Chemicals
LTRN,Lantern Pharma Inc.,Health Care,Major Pharmaceuticals
LTRPA,"Liberty TripAdvisor Holdings, Inc.",Technology,EDP Services
LTRPB,"Liberty TripAdvisor Holdings, Inc.",Technology,EDP Services
LTRX,"Lantronix, Inc.",Technology,Computer Communications Equipment
LUB,"Luby&#39;s, Inc.",Consumer Services,Restaurants
LULU,lululemon athletica inc.,Consumer Non-Durables,Apparel
LUMO,"Lumos Pharma, Inc.",Health Care,Major Pharmaceuticals
LUNA,Luna Innovations Incorporated,Health Care,Biotechnology: Commercial Physical & Biological Resarch
LUNG,"ProLung, Inc.",n/a,n/a
LUV,Southwest Airlines Company,Transportation,Air Freight/Delivery Services
LVGO,"Livongo Health, Inc.",Technology,"Computer Software: Programming, Data Processing"
LVHD,Legg Mason Low Volatility High Dividend ETF,n/a,n/a
LVS,Las Vegas Sands Corp.,Consumer Services,Hotels/Resorts
LW,"Lamb Weston Holdings, Inc.",Consumer Non-Durables,Packaged Foods
LWAY,"Lifeway Foods, Inc.",Consumer Non-Durables,Packaged Foods
LX,LexinFintech Holdings Ltd.,Finance,Finance: Consumer Services
LXFR,Luxfer Holdings PLC,Basic Industries,Major Chemicals
LXP,Lexington Realty Trust,n/a,n/a
LXP^C,Lexington Realty Trust,n/a,n/a
LXRX,"Lexicon Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
LXU,Lsb Industries Inc.,Basic Industries,Major Chemicals
LYB,LyondellBasell Industries NV,Basic Industries,Major Chemicals
LYFT,"Lyft, Inc.",Miscellaneous,Business Services
LYG,Lloyds Banking Group Plc,Finance,Commercial Banks
LYL,Dragon Victory International Limited,Finance,Finance/Investors Services
LYRA,"Lyra Therapeutics, Inc.",Health Care,Medical/Dental Instruments
LYTS,LSI Industries Inc.,Consumer Durables,Building Products
LYV,"Live Nation Entertainment, Inc.",Consumer Services,Services-Misc. Amusement & Recreation
LZB,La-Z-Boy Incorporated,Consumer Durables,Home Furnishings
M,Macy&#39;s Inc,Consumer Services,Department/Specialty Retail Stores
MA,Mastercard Incorporated,Miscellaneous,Business Services
MAA,"Mid-America Apartment Communities, Inc.",Consumer Services,Real Estate Investment Trusts
MAA^I,"Mid-America Apartment Communities, Inc.",n/a,n/a
MAC,Macerich Company (The),Consumer Services,Real Estate Investment Trusts
MACK,"Merrimack Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
MAG,MAG Silver Corporation,Basic Industries,Precious Metals
MAGS,Magal Security Systems Ltd.,Capital Goods,Telecommunications Equipment
MAIN,Main Street Capital Corporation,n/a,n/a
MAN,ManpowerGroup,Technology,Professional Services
MANH,"Manhattan Associates, Inc.",Technology,Computer Software: Prepackaged Software
MANT,ManTech International Corporation,Consumer Services,Other Consumer Services
MANU,Manchester United Ltd.,Consumer Services,Services-Misc. Amusement & Recreation
MAR,Marriott International,Consumer Services,Hotels/Resorts
MARA,"Marathon Patent Group, Inc.",Miscellaneous,Multi-Sector Companies
MARK,"Remark Holdings, Inc.",Consumer Services,Telecommunications Equipment
MARPS,Marine Petroleum Trust,Energy,Oil & Gas Production
MAS,Masco Corporation,Capital Goods,Industrial Specialties
MASI,Masimo Corporation,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
MAT,"Mattel, Inc.",Consumer Non-Durables,Recreational Products/Toys
MATW,Matthews International Corporation,Capital Goods,Metal Fabrications
MATX,"Matson, Inc.",Consumer Services,Marine Transportation
MAV,Pioneer Municipal High Income Advantage Trust,n/a,n/a
MAXR,Maxar Technologies Inc.,Technology,Radio And Television Broadcasting And Communications Equipment
MAYS,"J. W. Mays, Inc.",Consumer Services,Building operators
MBB,iShares MBS ETF,n/a,n/a
MBCN,Middlefield Banc Corp.,Finance,Major Banks
MBI,"MBIA, Inc.",Finance,Property-Casualty Insurers
MBII,"Marrone Bio Innovations, Inc.",Basic Industries,Agricultural Chemicals
MBIN,Merchants Bancorp,Finance,Major Banks
MBINO,Merchants Bancorp,Finance,Major Banks
MBINP,Merchants Bancorp,Finance,Major Banks
MBIO,"Mustang Bio, Inc.",Health Care,Major Pharmaceuticals
MBNKP,Medallion Bank,n/a,n/a
MBOT,Microbot Medical Inc. ,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
MBRX,"Moleculin Biotech, Inc.",Health Care,Major Pharmaceuticals
MBSD,FlexShares Disciplined Duration MBS Index Fund,n/a,n/a
MBT,Mobile TeleSystems OJSC,Public Utilities,Telecommunications Equipment
MBUU,"Malibu Boats, Inc.",Capital Goods,Marine Transportation
MBWM,Mercantile Bank Corporation,Finance,Major Banks
MC,Moelis & Company,Finance,Investment Managers
MCA,"Blackrock MuniYield California Insured Fund, Inc.",n/a,n/a
MCACU,Mountain Crest Acquisition Corp,Finance,Business Services
MCB,Metropolitan Bank Holding Corp.,Finance,Major Banks
MCBC,Macatawa Bank Corporation,Finance,Major Banks
MCBS,"MetroCity Bankshares, Inc.",Finance,Major Banks
MCC,Medley Capital Corporation,n/a,n/a
MCD,McDonald&#39;s Corporation,Consumer Services,Restaurants
MCEF,First Trust Municipal CEF Income Opportunity ETF,n/a,n/a
MCEP,"Mid-Con Energy Partners, LP",Energy,Oil & Gas Production
MCF,Contango Oil & Gas Company,Energy,Oil & Gas Production
MCFT,"MasterCraft Boat Holdings, Inc.",Capital Goods,Marine Transportation
MCHI,iShares MSCI China ETF,n/a,n/a
MCHP,Microchip Technology Incorporated,Technology,Semiconductors
MCHX,"Marchex, Inc.",Miscellaneous,Business Services
MCI,Barings Corporate Investors,n/a,n/a
MCK,McKesson Corporation,Health Care,Other Pharmaceuticals
MCMJ,Merida Merger Corp. I,Finance,Business Services
MCMJW,Merida Merger Corp. I,Finance,Business Services
MCN,Madison Covered Call & Equity Strategy Fund,n/a,n/a
MCO,Moody&#39;s Corporation,Finance,Finance: Consumer Services
MCR,MFS Charter Income Trust,n/a,n/a
MCRB,"Seres Therapeutics, Inc.",Health Care,Major Pharmaceuticals
MCRI,"Monarch Casino & Resort, Inc.",Consumer Services,Hotels/Resorts
MCS,Marcus Corporation (The),Consumer Services,Movies/Entertainment
MCV,Medley Capital Corporation,n/a,n/a
MCX,Medley Capital Corporation,n/a,n/a
MCY,Mercury General Corporation,Finance,Property-Casualty Insurers
MD,"Mednax, Inc",Health Care,Hospital/Nursing Management
MDB,"MongoDB, Inc.",Technology,Computer Software: Prepackaged Software
MDC,"M.D.C. Holdings, Inc.",Capital Goods,Homebuilding
MDCA,MDC Partners Inc.,Technology,Advertising
MDGL,"Madrigal Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
MDGS,Medigus Ltd.,Health Care,Medical/Dental Instruments
MDGSW,Medigus Ltd.,Health Care,Medical/Dental Instruments
MDIA,Mediaco Holding Inc.,Consumer Services,Broadcasting
MDIV,First Trust Multi-Asset Diversified Income Index Fund,n/a,n/a
MDJH,MDJM LTD,Finance,Real Estate
MDLA,"Medallia, Inc.",Technology,"Computer Software: Programming, Data Processing"
MDLQ,Medley LLC,Finance,Investment Managers
MDLX,Medley LLC,Finance,Investment Managers
MDLY,Medley Management Inc.,Finance,Investment Managers
MDLZ,"Mondelez International, Inc.",Consumer Non-Durables,Packaged Foods
MDP,Meredith Corporation,Consumer Services,Newspapers/Magazines
MDRR,"Medalist Diversified REIT, Inc.",Consumer Services,Real Estate Investment Trusts
MDRRP,"Medalist Diversified REIT, Inc.",Consumer Services,Real Estate Investment Trusts
MDRX,"Allscripts Healthcare Solutions, Inc.",Technology,EDP Services
MDT,Medtronic plc,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
MDU,"MDU Resources Group, Inc.",Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
MDWD,MediWound Ltd.,Consumer Durables,Specialty Chemicals
MEC,"Mayville Engineering Company, Inc.",Capital Goods,Industrial Specialties
MED,MEDIFAST INC,Consumer Non-Durables,Packaged Foods
MEDP,"Medpace Holdings, Inc.",Health Care,Biotechnology: Commercial Physical & Biological Resarch
MEDS,"Trxade Group, Inc.",Health Care,Other Pharmaceuticals
MEET,"The Meet Group, Inc.",Consumer Services,Advertising
MEI,"Methode Electronics, Inc.",Capital Goods,Electrical Products
MEIP,"MEI Pharma, Inc.",Health Care,Major Pharmaceuticals
MELI,"MercadoLibre, Inc.",Miscellaneous,Business Services
MEN,"Blackrock MuniEnhanced Fund, Inc.",n/a,n/a
MEOH,Methanex Corporation,Basic Industries,Major Chemicals
MER^K,"Merrill Lynch & Co., Inc.",n/a,n/a
MERC,Mercer International Inc.,Basic Industries,Paper
MESA,"Mesa Air Group, Inc.",Transportation,Air Freight/Delivery Services
MESO,Mesoblast Limited,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
MET,"MetLife, Inc.",Finance,Life Insurance
MET^A,"MetLife, Inc.",n/a,n/a
MET^E,"MetLife, Inc.",n/a,n/a
MET^F,"MetLife, Inc.",n/a,n/a
METC,"Ramaco Resources, Inc.",Energy,Coal Mining
METX,Meten EdtechX Education Group Ltd.,Finance,Business Services
METXW,Meten EdtechX Education Group Ltd.,Consumer Services,Other Consumer Services
MFA,"MFA Financial, Inc.",Consumer Services,Real Estate Investment Trusts
MFA^B,"MFA Financial, Inc.",n/a,n/a
MFA^C,"MFA Financial, Inc.",n/a,n/a
MFAC,Megalith Financial Acquisition Corp.,Finance,Business Services
MFAC.U,Megalith Financial Acquisition Corp.,n/a,n/a
MFAC.WS,Megalith Financial Acquisition Corp.,n/a,n/a
MFC,Manulife Financial Corp,Finance,Life Insurance
MFD,Macquarie First Trust Global,n/a,n/a
MFG,"Mizuho Financial Group, Inc.",Finance,Major Banks
MFGP,Micro Focus Intl PLC,Technology,Computer Software: Prepackaged Software
MFH,Mercurity Fintech Holding Inc.,Technology,EDP Services
MFIN,Medallion Financial Corp.,Finance,Finance: Consumer Services
MFINL,Medallion Financial Corp.,Finance,Finance: Consumer Services
MFL,Blackrock MuniHoldings Investment Quality Fund,n/a,n/a
MFM,MFS Municipal Income Trust,n/a,n/a
MFNC,Mackinac Financial Corporation,Finance,Major Banks
MFO,"MFA Financial, Inc.",Consumer Services,Real Estate Investment Trusts
MFT,Blackrock MuniYield Investment QualityFund,n/a,n/a
MFV,MFS Special Value Trust,n/a,n/a
MG,Mistras Group Inc,Consumer Services,Military/Government/Technical
MGA,"Magna International, Inc.",Capital Goods,Auto Parts:O.E.M.
MGEE,MGE Energy Inc.,Energy,Electric Utilities: Central
MGEN,"Miragen Therapeutics, Inc.",Health Care,Medical Specialities
MGF,MFS Government Markets Income Trust,n/a,n/a
MGI,"Moneygram International, Inc.",Miscellaneous,Business Services
MGIC,Magic Software Enterprises Ltd.,Technology,Computer Software: Prepackaged Software
MGLN,"Magellan Health, Inc.",Health Care,Hospital/Nursing Management
MGM,MGM Resorts International,Consumer Services,Hotels/Resorts
MGNX,"MacroGenics, Inc.",Health Care,Major Pharmaceuticals
MGP,MGM Growth Properties LLC,Consumer Services,Real Estate Investment Trusts
MGPI,"MGP Ingredients, Inc.",Consumer Non-Durables,Beverages (Production/Distribution)
MGR,"Affiliated Managers Group, Inc.",Finance,Investment Managers
MGRC,McGrath RentCorp,Technology,Diversified Commercial Services
MGTA,"Magenta Therapeutics, Inc.",Health Care,Major Pharmaceuticals
MGTX,MeiraGTx Holdings plc,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
MGU,Macquarie Global Infrastructure Total Return Fund Inc.,n/a,n/a
MGY,Magnolia Oil & Gas Corporation,Energy,Oil & Gas Production
MGYR,"Magyar Bancorp, Inc.",Finance,Savings Institutions
MH^A,"Maiden Holdings, Ltd.",n/a,n/a
MH^C,"Maiden Holdings, Ltd.",n/a,n/a
MH^D,"Maiden Holdings, Ltd.",n/a,n/a
MHD,"Blackrock MuniHoldings Fund, Inc.",n/a,n/a
MHE,BlackRock Massachusetts Tax-Exempt Trust,n/a,n/a
MHF,"Western Asset Municipal High Income Fund, Inc.",n/a,n/a
MHH,"Mastech Digital, Inc",Consumer Services,Professional Services
MHI,Pioneer Municipal High Income Trust,n/a,n/a
MHK,"Mohawk Industries, Inc.",Consumer Durables,Home Furnishings
MHLA,"Maiden Holdings, Ltd.",Finance,Property-Casualty Insurers
MHLD,"Maiden Holdings, Ltd.",Finance,Property-Casualty Insurers
MHN,"Blackrock MuniHoldings New York Quality Fund, Inc.",n/a,n/a
MHNC,"Maiden Holdings, Ltd.",Finance,Property-Casualty Insurers
MHO,"M/I Homes, Inc.",Capital Goods,Homebuilding
MIC,Macquarie Infrastructure Corporation ,Energy,Oil Refining/Marketing
MICT,"MICT, Inc.",Capital Goods,Electrical Products
MIDD,The Middleby Corporation,Technology,Industrial Machinery/Components
MIE,"Cohen & Steers MLP Income and Energy Opportunity Fund, Inc.",n/a,n/a
MIK,"The Michaels Companies, Inc.",Consumer Services,Recreational Products/Toys
MILN,Global X Millennials Thematic ETF,n/a,n/a
MIME,Mimecast Limited,Technology,Computer Software: Prepackaged Software
MIN,MFS Intermediate Income Trust,n/a,n/a
MIND,"Mitcham Industries, Inc.",Technology,Diversified Commercial Services
MINDP,"Mitcham Industries, Inc.",Technology,Diversified Commercial Services
MINI,"Mobile Mini, Inc.",Capital Goods,Metal Fabrications
MIRM,"Mirum Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
MIST,Milestone Pharmaceuticals Inc.,Health Care,Major Pharmaceuticals
MITK,"Mitek Systems, Inc.",Technology,Computer peripheral equipment
MITO,Stealth BioTherapeutics Corp.,Health Care,Major Pharmaceuticals
MITT,"AG Mortgage Investment Trust, Inc.",n/a,n/a
MITT^A,"AG Mortgage Investment Trust, Inc.",n/a,n/a
MITT^B,"AG Mortgage Investment Trust, Inc.",n/a,n/a
MITT^C,"AG Mortgage Investment Trust, Inc.",n/a,n/a
MIXT,MiX Telematics Limited,Technology,Computer Software: Prepackaged Software
