Rating,Name,Symbol,Rating Agency Name,Date,Sector,currentRatio,quickRatio,cashRatio,daysOfSalesOutstanding,netProfitMargin,pretaxProfitMargin,grossProfitMargin,operatingProfitMargin,returnOnAssets,returnOnCapitalEmployed,returnOnEquity,assetTurnover,fixedAssetTurnover,debtEquityRatio,debtRatio,effectiveTaxRate,freeCashFlowOperatingCashFlowRatio,freeCashFlowPerShare,cashPerShare,companyEquityMultiplier,ebitPerRevenue,enterpriseValueMultiple,operatingCashFlowPerShare,operatingCashFlowSalesRatio,payablesTurnover
AA,Union Pacific Corporation,UNP,Egan-Jones Ratings Company,8/24/2015,Transportation,1.288209607,1.296631316,0.433873986,22.69013891,0.218768624,0.350983359,1,0.36913767,0.087399267,0.148966805,0.23050913,0.399505495,0.446383989,1.637426336,0.620842491,0.376698015,0.366830065,3.110136227,3.233664281,2.637426336,0.350983359,7.469833068,8.478411452,0.336679961,0
A,Union Pacific Corporation,UNP,Moody's Investors Service,8/2/2016,Transportation,0.987912088,0.712912088,0.350824176,23.02642796,0.212276215,0.339300938,1,0.364675794,0.075971858,0.129920504,0.212372065,0.357891525,0.395741134,1.795404375,0.642270003,0.374371859,0.534219269,4.829408938,1.606198943,2.795404375,0.339300938,11.13095596,9.04012494,0.377363222,0.516655101
BBB,"Choice Hotels International, Inc.",CHH,Egan-Jones Ratings Company,10/31/2014,Consumer Services,1.756209457,1.533118772,1.073868804,44.1489307,0.162486642,0.229241263,1,0.283082444,0.190276083,0.388570841,-0.287219479,1.171026002,9.804421219,-2.509488084,1.662476246,0.300907009,0.886095567,2.822535943,3.725844448,-1.509488084,0.229241263,17.39868845,3.185362896,0.242609866,0
BBB,"Choice Hotels International, Inc.",CHH,Egan-Jones Ratings Company,11/4/2013,Consumer Services,1.76079799,1.271759456,0.962469456,26.95806941,0.156915752,0.218963638,1,0.270817636,0.204357484,0.41528041,-0.251084746,1.302338872,10.67986205,-2.228654518,1.813898444,0.285633256,0.783013781,2.080552438,2.903668537,-1.228654518,0.218963638,16.61597435,2.65710833,0.212396329,0
BBB,"Choice Hotels International, Inc.",CHH,Egan-Jones Ratings Company,8/10/2015,Consumer Services,1.494851358,1.444441774,0.929933274,37.92803165,0.148892052,0.2139664,1,0.26203601,0.178559574,0.361467915,-0.323388036,1.199255241,9.753828354,-2.811093233,1.55215269,0.304133489,0.826329814,2.325254339,3.71589749,-1.811093233,0.2139664,13.10727845,2.813954307,0.18592405,0
BBB,"American Axle & Manufacturing Holdings, Inc.",AXL,Egan-Jones Ratings Company,12/5/2014,Capital Goods,1.658178114,1.766880093,0.362630966,52.53787879,0.038690476,0.047808442,0.141450216,0.072402597,0.043875798,0.0687014,1.261022928,1.134020619,3.483177834,27.74074074,0.965206186,0.190718732,0.351444724,1.478203435,9.011889036,28.74074074,0.047808442,6.696245989,4.206076618,0.086147186,7.142021157
BB,"American Axle & Manufacturing Holdings, Inc.",AXL,Egan-Jones Ratings Company,1/7/2014,Capital Goods,1.495727777,1.457052916,0.230849948,52.12172232,0.029464035,0.026907368,0.149253266,0.074922832,0.031198415,0.03653838,2.8125,1.058864312,3.030042513,89.14880952,0.98890723,-0.095017381,-0.129596413,-0.376792699,6.701434159,90.14880952,0.026907368,7.088507069,2.907431551,0.069528887,6.12068192
BBB,"American Axle & Manufacturing Holdings, Inc.",AXL,Egan-Jones Ratings Company,11/30/2015,Capital Goods,1.607837529,2.064502288,0.404033181,50.40480644,0.060362276,0.069867541,0.162793677,0.091747585,0.073562931,0.108927501,0.781426202,1.21869048,3.73073982,9.622553897,0.90586068,0.136046938,0.487552966,2.425559947,11.91699605,10.6225539,0.069867541,3.745081761,4.974967062,0.096743614,7.917858008
A,Kimberly-Clark Corporation,KMB,Egan-Jones Ratings Company,7/23/2013,Consumer Durables,1.12004104,0.680745554,0.180232558,43.91665091,0.10126702,0.139230333,0.342284418,0.151664145,0.113219515,0.225307934,0.441103789,1.118029494,2.66129844,2.896004942,0.743326814,0.315449915,0.686513158,5.434895833,3.739583333,3.896004942,0.139230333,10.95949889,7.916666667,0.143721634,5.354888376
A,Kimberly-Clark Corporation,KMB,Egan-Jones Ratings Company,10/28/2015,Consumer Durables,0.854622775,0.495668609,0.097495669,44.78322844,0.054488731,0.07180894,0.356301436,0.086762412,0.068252257,0.157188273,-5.82183908,1.25259399,2.616976351,-86.29885057,1.011723487,0.313108614,0.54206418,3.435953821,2.380428807,-85.29885057,0.07180894,22.83815006,6.338647609,0.124038513,4.581546708
A,Kimberly-Clark Corporation,KMB,Moody's Investors Service,6/15/2012,Consumer Durables,1.164165277,0.686307208,0.141560126,45.55933992,0.076321596,0.10472033,0.295116569,0.117144776,0.082124606,0.156196337,0.303105353,1.076033655,2.589886942,2.690798247,0.729055903,0.302336235,0.576923077,3.3358605,2.784938084,3.690798247,0.10472033,9.180266063,5.782158201,0.109757268,6.153266332
A,Kimberly-Clark Corporation,KMB,Egan-Jones Ratings Company,10/22/2014,Consumer Durables,0.892868615,0.525056216,0.12672663,41.13744677,0.077367674,0.114327723,0.338825796,0.127813831,0.098286745,0.242473118,2.093278464,1.27038516,2.680255469,20.29766804,0.953046503,0.379600887,0.634797891,4.822429907,2.79305741,21.29766804,0.114327723,13.77417085,7.596795728,0.144240519,4.985091743
BB,United States Steel Corporation,X,Egan-Jones Ratings Company,5/6/2015,Basic Industries,1.801905296,0.541047913,0.379377977,0,0.005826241,0.009710402,0.117210259,0.023590564,0.008283255,0.01943968,0.026849171,1.421715121,3.827503279,2.24137931,0.691489362,0.4,0.719168901,7.391639801,13.30219614,3.24137931,0.009710402,5.472892462,10.27803037,0.085223054,8.260288616
B,United States Steel Corporation,X,Egan-Jones Ratings Company,1/30/2014,Basic Industries,1.873035439,0.377503852,0.186132512,0,-0.095959596,-0.128099174,0.080808081,-0.109044995,-0.127216009,-0.225500101,-0.499402628,1.32572472,2.94224924,2.92562724,0.745263638,0.250896057,-0.18115942,-0.518751124,8.472935025,3.92562724,-0.128099174,-5.861250773,2.863506204,0.023760331,9.527662106
CCC,United States Steel Corporation,X,Moody's Investors Service,5/2/2016,Basic Industries,1.823556797,0.602886406,0.351489758,0,-0.141869708,-0.126058407,0.037411439,-0.103853465,-0.17867247,-0.207185459,-0.674055829,1.259412405,2.623894808,2.772577997,0.734929271,-0.125428376,-0.462395543,-1.13625474,8.864155954,3.772577997,-0.126058407,-5.234592366,2.457321998,0.031017799,7.890226629
B,United States Steel Corporation,X,Moody's Investors Service,6/15/2012,Basic Industries,1.582351329,0.298986024,0.111811455,0,-0.00266546,0.001357876,0.078354456,0.013327298,-0.003297455,0.002173213,-0.015142857,1.237105705,3.022343821,3.592285714,0.782243514,2.962962963,-4.047619048,-4.723304646,7.578125543,4.592285714,0.001357876,8.008638383,1.166934089,0.008449004,9.269600405
B,United States Steel Corporation,X,Moody's Investors Service,3/20/2013,Basic Industries,1.797324415,0.394314381,0.190635452,0,-0.006415563,0.00031043,0.087851821,0.012779387,-0.008148781,0.000490717,-0.035662928,1.270158376,3.016229713,3.376473972,0.771505553,21.83333333,0.362995595,2.856409936,8.174046881,4.376473972,0.00031043,7.254812599,7.868993393,0.058723096,10.10894495
BB,United States Steel Corporation,X,Standard & Poor's Ratings Services,4/28/2009,Basic Industries,2.063354932,0.510799136,0.26061915,0,0.094008724,0.133846702,0.122095611,0.136606427,0.131286132,0.225937336,0.431460674,1.396531361,3.365188736,2.252911134,0.685522472,0.283671433,1,6.293485944,12.08451496,3.286414709,0.133846702,0.965856204,6.293485944,0.032894151,13.69652778
BB,United States Steel Corporation,X,Standard & Poor's Ratings Services,9/15/2016,Basic Industries,1.868725869,0.876447876,0.64993565,0,-0.042880811,-0.040541858,0.062177176,-0.016080304,-0.048034934,-0.060916679,-0.193491645,1.120196507,2.57878864,3.028144239,0.751746725,-0.057692308,0.57909216,2.687125414,13.03989839,4.028144239,-0.040541858,19.55031871,4.640237948,0.070850794,6.006866417
AA,Oracle Corporation,ORCL,Egan-Jones Ratings Company,9/30/2015,Technology,4.132038454,3.922961219,1.420181806,53.64333176,0.259980118,0.335740072,0.923376759,0.362868205,0.089609839,0.134230013,0.204220866,0.344679585,10.37059143,1.279000473,0.561211148,0.225650616,1,3.255222525,12.34514078,2.279000473,0.335740072,14.25443011,3.255222525,0.3750327,3.633995037
AA,Oracle Corporation,ORCL,Egan-Jones Ratings Company,1/14/2014,Technology,3.238968303,2.97273151,1.135254817,59.38367402,0.293840775,0.37380312,0.904599247,0.394943518,0.133537867,0.20159559,0.244691812,0.454456559,12.17818539,0.83237771,0.454260989,0.213915671,1,2.982595932,6.755294611,1.83237771,0.37380312,10.41337442,2.982595932,0.382571275,8.465393795
AA,Oracle Corporation,ORCL,Egan-Jones Ratings Company,9/23/2014,Technology,3.345472236,3.12085621,1.234901661,58.04715872,0.286218158,0.358040496,0.922821685,0.38560418,0.121258744,0.180422619,0.23369171,0.423658461,12.50408363,0.927215325,0.481116621,0.200598365,1,3.295273852,8.573100707,1.927215325,0.358040496,12.86847618,3.295273852,0.389836708,6.271762208
A,Oracle Corporation,ORCL,Standard & Poor's Ratings Services,4/24/2012,Technology,2.760287486,2.499718151,1.13888106,67.91364887,0.239935995,0.320335748,0.942254786,0.337796867,0.116230366,0.192288897,0.214878319,0.484422384,12.46832342,0.848727876,0.459087509,0.250985891,1,2.221473851,5.71473851,1.848727876,0.320335748,13.95808859,2.221473851,0.314805457,2.934379458
AA,Stryker Corporation,SYK,Egan-Jones Ratings Company,7/18/2014,Health Care,2.166890681,1.472222222,0.402105735,59.30542636,0.053229974,0.119896641,0.659844961,0.12878553,0.029074691,0.087553778,0.059918557,0.546208999,8.81147541,1.060849331,0.514763168,0.556034483,0.869248036,4.092470277,13.21003963,2.060849331,0.119896641,22.56183805,4.708058124,0.184186047,10.00303951
BBB,Stryker Corporation,SYK,Moody's Investors Service,3/3/2016,Health Care,2.267770482,1.638880959,0.96460177,60.99235874,0.144681279,0.174441987,0.663784436,0.187110396,0.088570198,0.136142498,0.169075314,0.612174555,8.295246038,0.90894137,0.476149443,0.170605187,0.699666296,1.670207116,10.83112055,1.90894137,0.174441987,16.82147476,2.387148168,0.090388096,8.156097561
AA,Stryker Corporation,SYK,Egan-Jones Ratings Company,5/13/2014,Health Care,3.136996613,2.069251035,0.503951825,61.42001995,0.11151757,0.021394524,0.66999224,0.139230684,0.063901417,0.014748586,0.111197082,0.573016579,8.345050879,0.740134851,0.425331894,1.067357513,0.896606575,4.466455362,10.51241416,1.740134851,0.021394524,19.83928599,4.981510829,0.209067731,9.48089172
A,Stryker Corporation,SYK,Moody's Investors Service,6/15/2012,Health Care,3.944748359,2.644967177,0.495076586,62.26134585,0.161911641,0.202961358,0.66161069,0.202961358,0.108424023,0.159402477,0.175061825,0.669649335,9.35472973,0.61460367,0.380652963,0.202253855,0.842398884,3.125485123,8.843467012,1.61460367,0.202961358,10.21145824,3.710219922,0.172625497,8.147826087
A,Stryker Corporation,SYK,Moody's Investors Service,3/20/2013,Health Care,4.343283582,3.046375267,0.743603412,60.29224905,0.149936468,0.196950445,0.678757075,0.201108929,0.098288657,0.150485437,0.150982901,0.655535363,9.13185654,0.53611725,0.349008027,0.238709677,0.873264937,3.80189175,11.25853915,1.53611725,0.196950445,12.13549455,4.353652128,0.191405799,9.65625
BBB,Sempra Energy,SRE,Egan-Jones Ratings Company,12/26/2013,Public Utilities,0.914854658,0.530556191,0.206912337,45.22307474,0.094818604,0.135455148,1,0.051056171,0.026876812,0.043498099,0.090933866,0.283455053,0.414650432,2.383357558,0.704435614,0.255944056,-0.441704036,-3.231322505,4.141669708,3.383357558,0.135455148,16.61398747,7.31558293,0.168987402,0
A,Sempra Energy,SRE,Egan-Jones Ratings Company,11/6/2015,Public Utilities,0.626843018,0.382914137,0.087380746,45.77216303,0.131854169,0.116215424,0.993549018,0.059427231,0.032782503,0.032541464,0.114234906,0.248626974,0.364884625,2.484630367,0.713025516,0.286795627,-0.086402754,-1.011081616,1.945627173,3.484630367,0.116215424,16.02397273,11.70196053,0.283940964,0.058252427
A,Sempra Energy,SRE,Egan-Jones Ratings Company,4/14/2015,Public Utilities,0.825409351,0.37581377,0.112448215,41.08110557,0.105210693,0.138106026,0.992931581,0.047213412,0.029220779,0.043966189,0.102507505,0.27773583,0.426028878,2.508034611,0.714940099,0.196850394,-0.445164276,-3.912302606,2.696316661,3.508034611,0.138106026,18.77899465,8.788446913,0.195831445,0.065108514
BBB,Sempra Energy,SRE,Fitch Ratings,6/15/2012,Public Utilities,0.560172952,0.368724478,0.060533269,43.57014747,0.135213232,0.171482662,1,0.048425668,0.040682336,0.058952489,0.13793454,0.300875405,0.425759376,2.39052653,0.705060559,0.212667054,-0.523299411,-4.075588186,1.405806775,3.39052653,0.171482662,13.26955343,7.788252962,0.186030291,0
BBB,Sempra Energy,SRE,Moody's Investors Service,10/6/2016,Public Utilities,0.524717395,0.307406783,0.058883077,49.8232348,0.134537955,0.179711284,0.992045566,0.054699008,0.028669485,0.043718197,0.105783337,0.213095886,0.309222313,2.689753687,0.728979199,0.212568306,-0.81716257,-7.573426266,1.726501397,3.689753687,0.179711284,17.15133388,9.267955415,0.227732495,0.060178306
BBB,Sempra Energy,SRE,Moody's Investors Service,9/19/2012,Public Utilities,0.8677783,0.403006106,0.111554721,43.35959366,0.089043226,0.097750596,1,0.043536851,0.023534891,0.029248472,0.083544058,0.264308611,0.38295423,2.54979576,0.718293652,0.062566278,-0.46481665,-3.886520238,2.361744708,3.54979576,0.097750596,16.02101109,8.361404948,0.209184202,0
BB,R.R. Donnelley & Sons Company,RRD,Egan-Jones Ratings Company,6/4/2014,Miscellaneous,1.59806165,1.283438776,0.461434917,63.80351707,0.020152095,0.019942177,0.222369589,0.055313302,0.029178525,0.041720731,0.334283001,1.447915228,7.328368646,10.45647357,0.912713105,-0.044019139,0.688255613,2.628916987,5.653655855,11.45647357,0.019942177,6.14487937,3.819681143,0.066295812,7.130183727
B,R.R. Donnelley & Sons Company,RRD,Egan-Jones Ratings Company,8/10/2015,Miscellaneous,1.327044025,0.166688059,0.166688059,0,0.013422998,0.023790065,0.353075474,0.052181792,0.02075749,0.054188588,0.221327084,1.54641243,7.773496306,9.662516479,0.90621351,0.483196415,0.681595092,2.161478599,1.894941634,10.66251648,0.023790065,5.670762435,3.171206226,0.057920546,5.50729789
BB,R.R. Donnelley & Sons Company,RRD,Moody's Investors Service,6/15/2012,Miscellaneous,1.397645951,1.079896422,0.211723164,63.43040241,-0.011554048,-0.022373009,0.322853642,0.006144567,-0.014803724,-0.038553356,-0.117579361,1.281258679,5.721449369,6.942552987,0.874095898,0.48989048,0.734862094,3.588235294,2.320433437,7.942552987,-0.022373009,8.796016908,4.882868937,0.089181039,6.757453212
BB,R.R. Donnelley & Sons Company,RRD,Egan-Jones Ratings Company,12/8/2014,Miscellaneous,1.424956702,1.081780932,0.222996663,63.95065239,0.010117724,0.012677319,0.219814882,0.044461106,0.0153679,0.027902124,0.197709667,1.518908801,7.656483009,11.8651061,0.922270365,0.178789939,0.690604677,2.514357683,2.659445844,12.8651061,0.012677319,6.438928175,3.640806045,0.062283469,6.9819528
BB,R.R. Donnelley & Sons Company,RRD,Fitch Ratings,9/24/2012,Miscellaneous,1.449632407,1.124056673,0.209698622,67.05896164,-0.063725922,-0.063941146,0.327502715,-0.036177227,-0.089691162,-0.125479957,-12.33712121,1.407451774,6.323085488,136.5511364,0.992729976,-0.020807834,0.702413644,2.694013304,2.387472284,137.5511364,-0.063941146,41.28143113,3.835365854,0.067688003,5.679748823
B,R.R. Donnelley & Sons Company,RRD,Moody's Investors Service,9/14/2016,Miscellaneous,1.62265489,1.289085165,0.204693443,71.66930116,-0.071914381,-0.072102905,0.396087417,-0.043592384,-0.115737391,-0.181884694,4.691579943,1.609377553,10.60387513,-41.53642384,1.024669172,0.024738536,-0.374600639,-0.67,9.221428571,-40.53642384,-0.072102905,51.92971246,1.788571429,0.018156242,4.15940871
BB,TransAlta Corporation,TAC,Standard & Poor's Ratings Services,9/30/2015,Public Utilities,1.364595545,0.875760681,0.045774388,91.29025143,0.009704455,0.056021173,0.555359506,0.065284517,0.002009683,0.038700558,0.006545671,0.2070887,0.316046285,1.950907468,0.598976889,0.826771654,-0.145833333,-0.229032392,1.69459976,3.257066349,0.166740185,7.327835405,1.570507829,0.190560212,3.017964072
BB,TransAlta Corporation,TAC,Standard & Poor's Ratings Services,9/30/2016,Public Utilities,1.276910435,0.820870994,0.186470439,107.0483938,0.070504798,0.086357947,0.59824781,0.201084689,0.015369225,0.046579445,0.048134435,0.217988359,0.351260258,1.803759613,0.575936704,0.183574879,0.52688172,1.380003819,2.251856435,3.131871262,0.181894034,6.23806619,2.619190921,0.310387985,2.331719128
B,Murphy Oil Corporation,MUR,Moody's Investors Service,2/18/2016,Energy,0.864917543,0.58469249,0.169101932,62.89820249,-0.748688792,-1.082154773,1,-1.082154773,-0.197570049,-0.334270377,-0.427915846,0.263888082,0.308919051,1.165894314,0.538296955,0.312738593,-1.154641536,-7.836864836,2.618111773,2.165894314,-1.082154773,-3.921510265,6.787270846,0.390154233,0
A,Murphy Oil Corporation,MUR,Egan-Jones Ratings Company,11/13/2014,Energy,1.041698447,0.80304598,0.379082222,58.20694222,0.165375659,0.228679838,1,0.228679838,0.054091172,0.092116471,0.105629903,0.327080611,0.410776738,0.952812257,0.487918003,0.181507982,-0.206920203,-3.527059678,9.251293166,1.952812257,0.228679838,3.036005191,17.04550658,0.556718816,0
A,Murphy Oil Corporation,MUR,Egan-Jones Ratings Company,8/23/2013,Energy,1.088278307,0.659072137,0.232676113,67.70821038,0.208433108,-0.001077904,1,0.208433108,0.064163684,-0.000406707,0.13070129,0.307838255,0.399826942,1.036997905,0.509081478,-100.6110155,0.013231599,0.256187356,5.986540242,2.036997905,-0.001077904,4.725942457,19.36178394,0.675032824,0
BBB,Murphy Oil Corporation,MUR,Moody's Investors Service,6/15/2012,Energy,1.220445618,0.920430538,0.181906583,20.4456996,0.031453766,0.055900245,0.211574548,0.055900245,0.061726799,0.137094865,0.099414734,1.962461323,2.648702085,0.610560334,0.379098082,0.52228232,-0.222814087,-2.471552333,5.408035002,1.610560334,0.055900245,3.615432567,11.09244198,0.077323574,11.2700705
BBB,Murphy Oil Corporation,MUR,Moody's Investors Service,11/27/2012,Energy,1.20518785,0.8554455,0.277880168,23.63155079,0.033915826,0.008033977,0.215773425,0.033915826,0.055406938,0.016295036,0.108574391,1.633660287,2.200039411,0.959581124,0.489686858,2.865175819,-0.202317784,-3.188924981,5.48172357,1.959581124,0.008033977,4.730256657,15.76196078,0.106765741,8.008262499
BBB,Murphy Oil Corporation,MUR,Fitch Ratings,8/12/2016,Energy,1.037772758,0.892844402,0.580922797,69.54757917,-0.147252404,-0.263116893,1,-0.263116893,-0.026803978,-0.056077675,-0.056129351,0.182027436,0.225359143,1.094067967,0.522460581,0.444464273,-0.542869032,-1.894332893,5.717150374,2.094067967,-0.263116893,11.52823154,3.489484171,0.320572917,0
B,Covanta Holding Corporation,CVA,Egan-Jones Ratings Company,5/5/2014,Basic Industries,0.861466822,0.321303842,0.230500582,0,-0.004294479,0.047852761,1,0.135582822,-0.001598904,0.022165388,-0.007717751,0.372316126,0.618361153,3.826901874,0.792827775,0.512820513,0.405063291,0.992248062,2.139534884,4.826901874,0.047852761,9.583082192,2.449612403,0.193865031,0
B,Covanta Holding Corporation,CVA,Egan-Jones Ratings Company,3/24/2015,Basic Industries,1.622107969,0.35218509,0.233933162,0,-0.001189061,0.002378121,1,0.085612366,-0.000475737,0.001048493,-0.002557545,0.400095147,0.633999246,4.375959079,0.813986679,3.75,0.366568915,0.961538462,1.053846154,5.375959079,0.002378121,12.53922652,2.623076923,0.202734839,0
B,Covanta Holding Corporation,CVA,Egan-Jones Ratings Company,7/31/2015,Basic Industries,1.892183288,0.269541779,0.253369272,0,0.041337386,-0.017021277,1,0.060790274,0.015966189,-0.007201646,0.106583072,0.386240902,0.611524164,5.675548589,0.850199577,3,-0.510040161,-0.962121212,0.757575758,6.675548589,-0.017021277,13.25973856,1.886363636,0.151367781,0
BB,Covanta Holding Corporation,CVA,Fitch Ratings,11/1/2012,Basic Industries,1.911111111,1.35,0.683333333,0,0.069343066,0.081508516,1,0.153284672,0.025187804,0.032165146,0.108778626,0.363234644,0.641936743,3.31870229,0.768448962,0.194029851,0.631578947,1.636363636,3.681818182,4.31870229,0.081508516,9.494513274,2.590909091,0.208029197,0
BBB,Enbridge Inc,ENB,Moody's Investors Service,3/10/2014,Energy,0.647837435,0.541666667,0.073639075,55.6736436,0.019108087,0.022844644,0.185643113,0.037365575,0.010926209,0.036272417,0.046606402,0.571810728,0.778589844,2.968138708,0.695837966,0.16356383,-1.528284945,-6.342159056,0.981258452,4.265560166,0.051613099,18.96490531,4.149853781,0.101494623,3.995081967
BBB,Enbridge Inc,ENB,Moody's Investors Service,6/15/2012,Energy,0.915977291,0.782481752,0.120032441,55.64448094,0.030385606,0.049908545,0.219530404,0.096718802,0.019617294,0.064111636,0.108910891,0.645611414,0.921407443,4.131522612,0.744179881,0.391174271,-0.091960842,-0.402291757,0.960309355,5.551779502,0.084549629,13.6896088,4.374598428,0.125835231,4.354926057
BBB,Enbridge Inc,ENB,Moody's Investors Service,6/22/2015,Energy,0.863172298,0.742342911,0.137669719,55.7085359,0.03732632,0.05355862,0.216731755,0.085013682,0.019284352,0.049640129,0.083700703,0.516642189,0.69925692,3.220302633,0.741946553,0.303075397,-3.213584609,-9.84831032,1.573804508,4.340343143,0.083552509,15.41153274,3.064587219,0.067665577,4.519160025
BBB,Enbridge Inc,ENB,Moody's Investors Service,11/28/2016,Energy,0.630883902,0.530989225,0.126549461,52.72222222,0.059866898,0.063975694,0.30541088,0.074681713,0.024281473,0.052164247,0.096745534,0.405590959,0.537614336,2.957355279,0.742245537,0.064224333,-0.009606148,-0.057629389,1.800342111,3.984335547,0.109982639,12.46231102,5.999219389,0.150607639,3.236483754
BBB,Enbridge Inc,ENB,Moody's Investors Service,6/28/2013,Energy,0.933653982,0.82345452,0.253925591,59.59002433,0.028669911,0.035604217,0.222262774,0.064639092,0.015106838,0.043265964,0.069002538,0.526923077,0.740140465,3.249658403,0.711452991,0.19476082,-0.863952679,-3.176500945,2.296342809,4.567636151,0.069708029,17.40114237,3.676707094,0.116545012,3.79631829
BBB,Laboratory Corporation of America Holdings,LH,Moody's Investors Service,1/21/2015,Health Care,1.733790843,1.430605347,0.594079689,49.52599973,0.085035598,0.072509814,0.366474815,0.151440548,0.070010134,0.068911548,0.18124446,0.823303843,7.643483789,1.588831767,0.613725383,0.720578114,0.724627876,6.314858491,6.851415094,2.588831767,0.072509814,10.53996366,8.714622642,0.122929004,13.49096706
BBB,Laboratory Corporation of America Holdings,LH,Moody's Investors Service,6/15/2012,Health Care,1.360421369,1.17268623,0.199774266,46.08682316,0.093769735,0.150479043,0.410425275,0.171120293,0.08468859,0.156203177,0.207589375,0.903154841,9.583780045,1.451208308,0.592037936,0.399280576,0.829710145,7.099,2.353,2.451208308,0.150479043,9.45389049,8.556,0.154376342,12.67494182
BBB,Laboratory Corporation of America Holdings,LH,Moody's Investors Service,8/20/2012,Health Care,1.353232863,1.228293632,0.453864852,46.24122792,0.10281412,0.107327997,0.396674542,0.180466904,0.085813098,0.105557964,0.214580113,0.83464312,8.990805327,1.500551998,0.6000883,0.59043864,0.790468267,6.94984326,5.692789969,2.500551998,0.107327997,8.597591159,8.792058516,0.14835843,14.44364711
BBB,Laboratory Corporation of America Holdings,LH,Moody's Investors Service,10/29/2013,Health Care,1.946581487,1.638031806,0.549136876,49.31141642,0.098789663,0.098514195,0.382762598,0.170600692,0.082372701,0.091842958,0.230321519,0.833819033,8.210771841,1.796090395,0.642357771,0.594547361,0.753023085,6.83481153,4.66075388,2.796090395,0.098514195,8.705660934,9.076496674,0.140953463,11.77372742
B,MGM Resorts International,MGM,Moody's Investors Service,4/26/2016,Consumer Services,1.076318919,1.627545911,0.746357717,19.08626084,-0.048717811,-0.113844968,0.900110315,-0.017000092,-0.017755972,-0.045533911,-0.087446559,0.36446572,0.597852626,3.924909672,0.796950591,0.006302551,-0.4812955,-0.891073971,5.824214872,4.924909672,-0.113844968,30.88656622,1.851407235,0.109365785,5.0430586
B,MGM Resorts International,MGM,Egan-Jones Ratings Company,12/4/2013,Consumer Services,1.227555919,1.692045151,0.814176953,21.20607507,-0.015964463,0.008946791,0.91391845,0.113307868,-0.005997889,0.003672966,-0.037012379,0.375702547,0.697937747,5.170900593,0.837949099,0.356212613,0.571044406,1.528249136,6.491235773,6.170900593,0.008946791,11.74848409,2.676235191,0.133587464,3.501073833
BB,MGM Resorts International,MGM,Moody's Investors Service,6/15/2012,Consumer Services,1.612091951,1.495245202,1.069435752,27.57209868,0.396803822,-0.114992626,0.894383355,0.516879186,0.112173379,-0.034687185,0.511722186,0.282692285,0.527981433,3.56188617,0.780792426,0.446828264,0.553795884,0.765129376,4.125457381,4.56188617,-0.114992626,3.628869151,1.381608998,0.08601085,4.848228593
BB,MGM Resorts International,MGM,Egan-Jones Ratings Company,8/28/2014,Consumer Services,0.888270722,0.809014283,0.502861712,17.1365998,-0.014865427,0.040754478,0.909847506,0.131277534,-0.005612693,0.017638691,-0.036635551,0.377566889,0.698123788,5.527267847,0.846796543,0.690478624,0.153562932,0.353713267,4.652335116,6.527267847,0.040754478,10.10941991,2.303376623,0.112147569,5.533667779
B,MGM Resorts International,MGM,Egan-Jones Ratings Company,6/11/2013,Consumer Services,1.301931638,1.145105784,0.801543462,21.57875628,-0.192961587,-0.189307121,0.907800089,0.008790238,-0.067251612,-0.071193737,-0.404918466,0.348523314,0.645372919,5.020948115,0.833913201,0.067639327,0.53509371,0.995091904,3.401942379,6.020948115,-0.189307121,16.81992448,1.859659133,0.09926498,4.23118425
BB,MGM Resorts International,MGM,Standard & Poor's Ratings Services,8/4/2016,Consumer Services,0.972166471,1.399633124,0.630752487,20.95871836,0.116491345,0.133174048,0.90018078,0.219964034,0.03909517,0.048654669,0.177075261,0.335605792,0.513167501,3.52933854,0.77921721,0.017709186,-0.474911537,-1.282269676,4.694357317,4.52933854,0.133174048,9.454956076,2.700017954,0.162237128,3.768022613
A,Cimarex Energy Co,XEC,Egan-Jones Ratings Company,3/20/2014,Energy,0.686712034,0.007411072,0.006632346,0.097184706,0.282619913,0.44728588,1,0.448255825,0.077854473,0.13602806,0.140392789,0.275474123,13.59976994,0.803271984,0.445452484,0.368144791,1,15.52795235,0.053125879,1.803271984,0.44728588,6.12304384,15.52795235,0.662819918,0
BBB,Cimarex Energy Co,XEC,Standard & Poor's Ratings Services,11/13/2015,Energy,2.628667998,1.900713786,1.900621118,0.009548271,-1.658348128,-2.60383762,1,-2.575212771,-0.45943479,-0.782580719,-0.86105263,0.277043633,6.315487655,0.874156354,0.466426588,0.363113846,1,7.436123538,8.381172574,1.874156354,-2.60383762,-3.158296082,7.436123538,0.476036731,0
BB,Cimarex Energy Co,XEC,Egan-Jones Ratings Company,5/26/2015,Energy,1.200272566,0.523359358,0.522797739,0.065647049,0.209227383,0.332443271,1,0.335756975,0.058130311,0.101384381,0.112696172,0.277833191,11.48729807,0.938681723,0.484185574,0.370637336,1,18.90037232,4.737006734,1.938681723,0.332443271,6.133633836,18.90037232,0.668006366,0
BB,Cimarex Energy Co,XEC,Moody's Investors Service,6/15/2012,Energy,0.742927188,0.081205311,0.003903696,9.892581386,0.301459307,0.478688359,1,0.476865718,0.097618952,0.174862715,0.169274196,0.323821326,14.87027027,0.734030045,0.423308723,0.3702389,1,15.05551413,0.02803085,1.734030045,0.478688359,4.358505068,15.05551413,0.735128896,0
