DATE,TATASTEEL,WIPRO,TITAN,ULTRACEMO,TECHM,RELIANCE,SHREECEM,SUNPHARMA,TATAMOTORS,TCS,SBIN,NESTLEIND,NTPC,M&M,MARUTI,ONGC,POWERGRID,JSWSTEEL,KOTAKBANK,LT,ICICIBANK,INDUSBANK,INFY,IOC,ITC,HEROMOTOCO,HINDALCO,HINDUNILVR,HCLTECH,HDFCBANK,HDFC,DRREDDYS,EICHERMOTOR,GRASIM,CIPLA,COALINDIA,BPCL,BRITANNIA,ADANIPORTS,BAJAJFINSERV,BAJAJFINANCE,BHARTIARTL,AXISBANK,BAJAJ-AUTO,ASIANPAINT,UPL
2013-11-07,261.05,364.0,250.05,2898.9,1066.45,870.05,4535.1,1095.35,284.9,1564.55,1911.35,5212.55,143.85,917.8,1505.55,304.75,133.8,604.0,745.8,964.85,1057.95,510.7,2528.35,222.25,353.4,1697.5,102.8,601.05,840.65,683.25,854.8,2295.85,3767.0,2826.0,400.0,298.45,339.35,678.8,,668.45,1449.35,300.05,1287.75,1876.55,4874.5,
2013-11-09,315.7,475.0,237.95,2804.0,1333.3,887.75,3981.5,561.35,340.45,1993.8,1690.05,5054.1,137.6,827.35,1360.8,289.3,141.3,646.1,715.2,818.4,969.75,419.8,3119.1,229.25,329.95,2090.35,114.45,643.6,1066.55,647.25,811.8,2250.05,3451.85,2564.7,433.75,293.05,312.4,744.8,,590.55,1165.3,335.1,1029.7,1996.5,444.6,
2013-11-10,307.9,488.25,237.8,2792.8,1549.85,863.35,4378.45,625.95,385.3,2122.05,1652.8,5054.75,144.05,872.5,1464.0,276.55,147.05,780.65,705.0,882.95,997.05,428.0,3274.5,205.95,342.2,2078.8,114.25,603.9,1157.45,661.3,810.5,2401.95,3952.45,2734.95,429.2,282.55,338.95,851.85,,640.15,1260.9,334.55,1099.65,2141.1,485.05,
2013-11-11,360.8,481.6,231.8,3014.1,1697.3,863.9,4391.55,596.1,377.1,2094.65,1704.35,5615.15,150.3,869.95,1582.55,270.2,153.25,856.5,712.35,943.65,1037.2,414.45,3362.6,203.1,316.65,2054.3,111.35,575.05,1102.0,654.25,805.35,2470.65,4186.0,2667.7,421.95,289.25,339.1,875.6,,670.15,1411.65,341.0,1077.15,2037.85,546.5,165.55
2013-11-12,418.25,518.6,225.0,2498.35,1685.4,882.6,4322.35,583.35,377.8,2058.05,1796.55,5004.05,139.25,949.9,1753.0,291.8,135.8,941.05,768.95,1080.6,1158.35,445.5,3374.35,206.05,320.85,2162.75,123.45,565.45,1176.4,695.55,818.2,2442.0,4855.35,2719.3,387.1,288.9,350.1,889.25,,703.0,1492.75,328.1,1273.2,1997.55,501.75,183.85
2013-11-13,357.75,482.3,232.85,3112.5,1660.45,844.4,4321.95,608.1,366.2,2049.0,1697.05,5599.35,149.5,895.35,1579.5,268.85,151.5,833.05,718.25,919.8,1014.9,403.25,3332.05,197.6,314.15,2001.6,113.95,582.75,1096.15,633.7,791.4,2470.05,4202.95,2602.0,412.3,285.1,333.2,889.0,,672.45,1401.05,332.5,1030.6,2021.3,522.85,166.55
2013-11-14,375.35,486.3,233.65,3008.0,1672.0,851.65,4307.5,598.75,387.05,2026.2,1723.1,5643.0,152.8,925.15,1612.6,270.1,145.75,864.8,725.65,939.55,1052.1,411.4,3354.25,198.1,314.45,2049.05,115.2,580.25,1084.6,642.2,793.3,2461.6,4201.8,2609.05,403.0,274.45,344.15,898.15,,688.95,1424.95,339.9,1097.1,2034.8,513.15,169.0
2013-11-18,386.8,492.2,236.25,2962.75,1733.85,874.75,4313.95,610.75,392.25,2044.0,1767.6,5674.45,156.05,944.8,1629.35,279.05,141.45,872.6,743.05,978.05,1073.65,419.6,3404.1,203.05,326.1,2055.15,119.0,596.65,1096.3,668.8,814.45,2466.6,4211.0,2618.8,402.2,270.75,352.5,895.05,,694.3,1426.35,345.25,1139.85,2030.05,526.3,170.3
2013-11-19,383.25,488.05,234.1,3064.1,1748.4,878.35,4343.5,606.15,391.35,2029.9,1823.4,5603.9,155.05,947.5,1682.55,277.35,143.65,887.3,735.35,995.85,1085.0,430.7,3442.95,204.8,323.5,2059.85,124.25,592.25,1102.7,660.05,818.4,2451.85,4219.2,2659.7,400.75,267.55,345.5,896.2,,707.85,1437.8,351.6,1135.05,2013.8,531.3,166.7
2013-11-20,385.0,483.05,227.8,3107.55,1686.2,862.5,4335.6,597.15,386.0,2023.6,1795.7,5548.2,154.65,941.95,1649.85,276.7,147.2,895.9,732.95,976.5,1049.15,420.15,3402.2,201.3,320.75,2012.5,120.75,581.5,1086.9,649.55,807.75,2426.2,4232.0,2608.45,392.85,272.5,335.55,895.3,,701.15,1427.85,344.4,1131.45,1974.45,524.3,162.1
2013-11-21,382.6,478.4,223.8,3140.35,1657.9,847.6,4286.7,581.15,383.15,1986.6,1762.95,5490.8,150.2,934.45,1647.0,270.45,148.0,888.6,711.5,948.1,1030.25,402.9,3344.35,198.8,312.95,1996.75,119.5,574.2,1061.9,637.65,781.7,2409.55,4205.8,2578.05,386.65,269.2,331.1,878.7,,686.75,1394.9,338.65,1086.3,1932.85,509.25,162.75
2013-11-22,392.45,477.95,227.55,3139.75,1667.35,843.75,4289.95,574.95,374.15,2000.85,1737.95,5458.45,150.85,936.55,1640.15,278.2,149.45,874.55,716.6,964.15,1020.55,407.35,3347.6,200.6,308.7,1975.65,118.4,571.6,1050.25,642.15,793.35,2433.75,4202.0,2541.4,385.0,267.85,332.85,873.45,,701.0,1378.4,335.9,1082.25,1889.35,508.1,158.05
2013-11-25,397.95,478.85,228.3,3147.9,1673.2,851.7,4364.35,580.85,386.15,2013.25,1806.65,5435.9,150.15,943.15,1678.9,288.35,149.55,887.55,745.65,1002.65,1074.6,420.0,3326.0,205.85,316.2,2026.35,118.15,581.0,1053.0,659.75,818.7,2440.15,4202.65,2557.85,387.1,269.85,347.4,878.95,,714.3,1398.7,336.15,1115.45,1939.35,516.3,159.25
2013-11-26,391.75,474.9,224.5,3054.8,1719.55,841.25,4350.0,572.9,390.25,1993.7,1785.25,5298.65,148.75,945.2,1663.3,287.15,146.9,890.55,745.85,1004.5,1043.75,412.5,3316.2,201.0,310.75,2045.95,118.45,588.7,1059.75,652.95,807.35,2411.4,4325.1,2542.35,386.2,263.05,324.85,888.8,,717.1,1375.85,327.05,1116.1,1938.6,506.7,162.0
2013-11-27,394.75,469.8,227.8,3088.5,1689.45,837.95,4359.35,570.15,399.2,1986.45,1763.7,5437.05,146.6,941.5,1659.95,289.9,147.85,919.65,747.05,1006.55,1042.65,410.05,3293.3,199.65,314.15,2051.9,118.75,583.75,1058.55,653.55,808.1,2428.2,4490.55,2569.15,381.95,265.65,330.2,874.85,,707.7,1389.5,321.9,1120.85,1949.1,504.75,167.75
2013-11-28,400.9,472.6,227.25,3083.05,1692.2,847.95,4355.8,570.8,397.9,1984.6,1763.6,5224.4,147.9,958.85,1666.65,291.95,142.95,915.0,751.9,1022.9,1038.1,417.5,3327.8,200.1,313.5,2059.25,121.4,589.75,1062.15,653.4,814.1,2456.75,4644.75,2627.9,379.95,269.9,333.8,876.65,,718.75,1389.55,323.6,1120.25,1950.5,504.85,168.65
2013-11-29,400.6,470.8,229.05,2818.5,1697.55,853.2,4371.0,572.0,398.7,2004.35,1819.45,5145.05,147.25,945.25,1676.15,299.1,135.85,918.55,756.8,1045.95,1068.65,422.2,3354.55,201.05,320.4,2052.95,122.7,594.75,1086.0,661.3,823.8,2484.8,4687.3,2659.35,391.25,271.95,340.0,876.5,,732.4,1410.55,327.0,1155.95,1974.45,503.65,167.1
2013-12-02,384.9,411.85,271.1,3926.8,990.05,875.45,4425.75,771.7,298.55,1410.05,2296.4,4622.65,147.4,884.5,1558.95,320.05,180.95,810.85,671.35,1495.0,1128.85,438.75,2755.25,317.05,300.05,1702.15,112.6,460.0,678.5,665.2,800.4,1915.05,2671.35,3039.95,393.15,345.1,410.3,476.95,,809.1,1241.95,322.3,1482.95,2076.15,4509.5,
2013-12-03,356.25,438.65,242.2,3311.2,1097.4,847.85,4386.15,827.35,304.7,1560.5,2206.85,4697.95,147.8,916.85,1417.0,324.95,155.6,706.6,668.3,1500.7,1123.1,431.6,2918.1,310.5,298.85,1677.9,99.45,444.45,773.45,644.0,823.8,1817.15,2765.15,3034.55,387.35,319.15,396.75,537.2,,801.65,1262.35,314.55,1384.75,1955.95,4752.4,
2013-12-04,299.5,383.8,249.6,3276.2,980.0,775.35,4113.25,869.75,275.15,1511.75,2081.8,4520.7,140.6,823.35,1408.45,308.8,143.8,679.55,638.35,1359.75,1045.35,400.55,2296.65,290.7,292.9,1455.35,91.6,479.05,776.1,643.7,764.8,1903.8,2756.25,2731.6,405.55,299.9,374.35,534.55,,750.3,1119.5,273.5,1264.3,1721.0,4662.0,
2013-12-06,273.75,344.35,204.55,2805.15,978.8,790.8,4648.85,980.7,293.55,1468.1,2006.05,5154.65,151.15,947.3,1479.65,309.2,139.45,672.9,746.35,1396.6,1081.25,492.6,2421.35,260.15,331.0,1610.35,92.3,593.65,763.65,663.95,820.75,2178.45,3495.8,2780.35,384.05,303.05,362.7,684.2,,623.65,1456.4,277.75,1274.45,1743.15,4496.1,
2013-12-07,262.65,375.6,249.5,2946.7,1121.9,889.95,4535.95,1108.7,292.5,1609.85,1893.4,5399.45,146.1,907.25,1447.95,296.55,135.05,601.8,758.1,995.5,1060.4,502.85,2804.2,223.7,350.6,1715.1,101.8,601.6,862.6,695.75,851.3,2349.45,3783.45,2811.75,405.45,299.95,343.95,677.85,,663.5,1441.15,305.5,1291.55,1869.65,4826.7,
2013-12-08,236.55,454.7,265.75,3081.8,1266.5,845.65,3922.0,541.7,281.3,1814.0,1605.35,5114.25,138.35,861.25,1380.2,278.1,138.1,517.4,650.05,797.8,867.05,372.9,3005.4,200.25,335.65,1906.5,94.05,615.65,933.35,602.2,769.75,2181.15,3280.4,2408.75,415.5,274.35,283.85,735.0,,586.55,1132.35,341.8,1070.45,1807.6,436.9,
2013-12-09,302.75,471.9,231.5,2798.7,1311.35,875.4,3887.3,556.85,333.45,1967.9,1658.4,4986.25,139.45,812.85,1320.9,278.95,141.95,623.95,700.5,814.95,951.2,397.1,3065.85,228.55,336.5,2010.1,111.2,626.3,1074.35,633.95,814.45,2246.7,3600.6,2504.85,438.15,284.95,303.8,746.25,,574.1,1125.9,328.6,1019.95,1978.7,438.5,
2013-12-11,352.45,482.6,231.8,3110.0,1685.55,852.6,4380.6,597.95,360.0,2087.15,1672.95,5661.35,149.15,879.9,1587.1,265.85,154.75,836.85,716.2,928.85,1012.75,414.65,3336.85,198.95,319.9,2035.95,111.25,574.45,1097.4,645.95,794.85,2470.0,4206.35,2648.65,420.85,284.7,339.75,904.35,,675.15,1411.25,337.75,1047.85,2026.15,530.45,167.65
2013-12-12,412.75,510.65,222.4,2439.3,1670.15,870.2,4301.3,574.35,360.45,2028.9,1777.0,5007.75,139.65,941.8,1714.8,283.3,131.0,931.5,765.1,1065.05,1132.6,433.6,3363.85,202.6,316.8,2124.4,121.05,562.75,1180.75,695.2,826.95,2403.4,4948.15,2698.95,380.95,281.0,350.0,880.05,,694.4,1496.5,323.6,1247.7,1951.4,497.8,180.0
2013-12-13,415.15,518.75,219.85,2536.7,1691.45,864.7,4367.25,571.15,370.35,2001.8,1743.6,4920.75,137.3,950.55,1689.6,280.0,134.45,921.55,758.5,1049.95,1085.0,416.75,3373.85,199.25,315.3,2060.95,118.7,560.85,1181.15,689.95,806.8,2400.5,4915.25,2666.05,376.7,283.1,342.05,889.75,,695.1,1481.55,320.85,1239.8,1905.25,494.1,173.1
2013-12-16,408.9,524.1,225.05,2484.45,1745.05,845.05,4299.95,556.15,368.05,2019.15,1732.1,5048.9,137.95,926.6,1701.6,276.65,135.95,913.6,750.8,1058.35,1097.55,415.9,3452.25,197.7,312.8,2043.4,116.65,557.2,1185.7,684.35,798.55,2400.3,4853.35,2634.75,375.9,286.85,339.0,879.75,,676.0,1483.3,313.35,1261.4,1902.15,485.85,178.0
2013-12-17,408.7,517.9,229.7,2481.75,1725.9,839.2,4326.7,568.15,366.85,2045.35,1718.3,5174.25,134.95,931.75,1701.9,274.7,134.95,924.4,740.6,1064.5,1098.3,414.45,3456.35,197.0,315.3,2054.9,116.45,556.85,1170.35,657.6,778.45,2427.25,4777.2,2626.8,387.8,278.45,342.05,887.6,,680.3,1479.85,327.35,1256.1,1863.1,490.65,176.95
2013-12-18,414.9,521.7,235.5,2485.25,1727.7,859.95,4400.95,573.15,368.5,2055.8,1763.4,5236.7,135.45,948.15,1729.95,281.25,136.75,943.4,750.2,1092.7,1095.8,429.35,3457.45,202.6,315.55,2124.0,117.8,558.05,1197.45,666.25,798.25,2468.6,4959.75,2682.6,392.75,283.05,346.15,886.05,,692.55,1495.35,327.75,1282.85,1928.4,497.15,176.95
2013-12-19,410.8,529.15,232.8,2474.1,1794.65,854.05,4341.95,582.9,369.55,2081.5,1731.05,5331.65,135.0,938.9,1780.55,273.7,137.2,960.4,721.95,1060.95,1063.5,422.85,3512.25,199.95,313.65,2083.5,119.0,554.95,1236.05,652.55,776.25,2463.5,4910.15,2640.35,399.5,281.0,338.2,876.45,,699.25,1481.9,323.55,1257.0,1897.0,485.95,174.7
2013-12-20,417.95,548.9,228.65,2478.2,1846.0,895.15,4315.35,578.9,373.7,2120.55,1751.2,5464.2,135.95,969.8,1809.65,284.8,138.35,963.75,733.15,1061.1,1087.7,424.85,3551.35,204.25,315.2,2129.25,119.45,568.7,1237.7,664.6,801.85,2512.7,5073.5,2630.7,401.75,284.4,344.0,893.7,,722.6,1494.75,327.9,1277.85,1931.8,489.6,185.65
2013-12-23,423.15,552.0,229.1,2475.2,1836.55,896.25,4347.4,576.25,375.65,2109.05,1758.45,5504.7,136.8,965.45,1802.4,288.8,140.75,986.95,732.55,1069.0,1098.05,430.75,3468.45,208.05,319.2,2162.9,123.55,565.2,1240.65,664.45,789.8,2513.4,4966.0,2694.3,405.15,283.6,347.1,884.55,,717.0,1555.25,328.25,1291.25,1946.7,486.7,188.85
2013-12-24,418.4,540.1,228.2,2467.2,1832.2,898.05,4386.15,567.3,372.65,2110.7,1759.25,5399.25,137.8,963.5,1788.8,285.75,139.1,988.65,728.8,1076.0,1098.85,423.65,3486.4,211.7,319.05,2130.7,122.0,565.1,1237.75,657.3,779.9,2539.55,4975.5,2711.55,399.65,283.2,348.0,906.1,,702.45,1531.8,325.65,1282.95,1990.35,487.4,187.45
2013-12-26,425.35,548.6,229.95,2490.7,1826.4,887.55,4401.5,569.9,370.25,2100.3,1753.45,5363.45,137.15,960.85,1793.6,292.3,146.55,998.75,725.9,1072.7,1099.65,419.8,3520.65,213.25,320.25,2098.0,121.1,563.6,1244.9,669.05,779.3,2513.45,4976.8,2722.15,398.05,282.1,354.45,907.7,,712.2,1518.55,329.55,1297.05,1949.5,489.85,189.65
2013-12-27,425.05,555.1,229.45,2494.75,1861.25,878.85,4399.1,575.95,371.9,2160.65,1770.1,5339.25,137.25,967.15,1775.05,292.05,146.65,1007.4,740.05,1077.95,1110.25,422.05,3561.3,213.05,322.45,2087.2,122.45,568.75,1246.05,669.65,788.4,2519.65,4992.6,2716.15,405.15,283.1,351.65,915.65,,726.1,1524.9,329.2,1294.5,1934.75,485.1,193.6
2013-12-30,425.55,551.55,228.95,2561.45,1847.1,887.1,4350.65,569.5,374.8,2156.05,1764.6,5349.55,136.05,948.4,1777.2,289.55,146.75,1022.3,731.8,1064.0,1096.7,417.55,3502.35,211.9,322.4,2068.25,121.75,573.35,1246.7,669.5,795.65,2525.6,4974.8,2700.1,400.05,289.75,348.35,918.55,,729.6,1555.95,329.65,1286.25,1900.7,487.85,196.55
2013-12-31,424.2,559.2,229.5,2577.2,1837.85,895.2,4342.2,567.45,376.4,2172.05,1766.5,5289.25,137.0,944.2,1763.9,288.9,144.65,1017.2,728.25,1070.25,1098.75,420.7,3485.65,214.15,321.85,2075.3,122.6,570.65,1262.55,665.85,794.65,2534.6,4975.85,2714.6,400.8,290.0,347.9,920.6,,742.7,1581.25,330.25,1299.55,1910.85,490.0,197.95
2014-01-01,425.9,552.7,230.8,2646.6,1828.1,888.8,4344.55,572.35,374.95,2153.3,1765.05,5311.8,138.2,948.0,1764.0,288.1,147.65,1015.4,722.55,1068.55,1097.7,423.35,3468.0,208.55,322.4,2085.85,121.8,572.35,1258.5,665.15,793.5,2537.45,5001.95,2714.55,401.75,292.2,349.2,918.45,,760.1,1570.3,337.75,1292.2,1917.4,499.75,198.45
2014-01-04,401.15,561.05,265.15,2030.8,1819.55,942.6,5694.45,572.1,403.15,2176.7,1893.65,4847.85,121.95,1000.15,1930.85,323.8,105.1,1022.9,763.7,1279.05,1223.95,499.25,3313.95,273.95,351.95,2250.0,138.2,601.75,1418.45,738.1,888.8,2601.0,6049.45,2849.45,381.5,290.5,446.9,841.2,,781.5,1777.45,315.35,1468.5,2065.2,536.65,192.75
2014-01-07,540.65,538.2,355.8,1946.4,2108.9,1008.0,7154.6,679.25,450.8,2390.75,2680.2,4933.85,154.6,1194.3,2583.8,423.1,96.25,1269.5,884.35,1726.35,1438.05,575.45,3221.05,342.7,325.2,2643.4,175.25,628.85,1497.55,823.3,984.1,2614.95,8049.4,3411.6,437.25,384.45,589.6,1016.2,,952.6,2009.65,335.5,1920.05,2334.7,583.85,335.0
2014-01-08,548.75,536.0,326.65,1498.4,2127.25,976.3,7359.4,768.8,440.0,2516.4,2437.2,5203.1,140.75,1174.15,2586.0,386.35,99.0,1169.4,925.3,1468.7,1475.65,548.6,3341.3,329.65,349.55,2596.55,184.3,693.55,1515.25,815.45,1039.65,2758.8,8408.0,3217.55,442.5,359.0,577.35,1149.5,,950.35,2198.3,380.05,387.0,2057.9,624.5,332.7
2014-01-09,524.1,565.85,371.9,1888.05,2371.85,1014.1,7904.85,842.35,520.0,2537.15,2504.35,6062.0,139.7,1403.35,2912.8,439.55,105.3,1320.95,1047.95,1577.35,1598.3,606.9,3599.65,380.65,350.55,2755.45,176.15,740.4,1637.4,841.2,1058.7,2975.8,10051.8,3474.7,529.15,365.25,704.85,1262.6,,1067.5,2437.15,375.8,405.4,2260.55,629.8,327.7
2014-01-10,448.8,615.75,404.85,1978.2,2520.8,927.2,8345.85,860.8,502.75,2775.6,2423.35,6010.95,139.05,1389.65,2970.95,402.85,114.75,1176.4,1011.65,1446.85,1428.85,601.85,3847.3,362.7,364.1,2874.95,155.25,736.15,1740.15,868.0,1050.35,3200.4,11801.65,3493.85,624.3,344.6,652.85,1398.9,,1125.95,2770.05,403.2,379.95,2336.1,631.7,338.7
2014-01-12,461.15,592.6,390.2,1931.45,2653.05,961.6,9031.2,835.65,536.0,2692.95,319.6,6156.3,140.15,1295.1,3389.15,364.45,113.9,1172.35,1201.75,1622.0,1758.15,772.95,4349.85,360.3,364.6,3257.9,167.4,808.65,1671.15,950.0,1137.55,3628.45,14520.85,3505.8,643.05,353.8,744.35,1686.85,,1149.75,3087.15,377.8,489.15,2636.3,797.05,343.35
2014-01-13,385.95,561.45,221.1,2467.0,1884.5,880.4,4455.45,602.35,376.15,2368.75,1641.25,5426.9,132.75,888.25,1782.75,292.9,136.05,1019.3,716.9,980.55,1054.9,413.1,3665.0,207.35,325.45,2037.0,110.0,545.7,1343.35,672.85,818.65,2626.55,5055.0,2602.25,402.25,290.25,331.5,898.65,,719.55,1565.9,331.0,1184.9,1895.8,494.05,206.1
2014-01-14,374.35,553.6,221.0,2481.35,1893.25,881.5,4525.55,603.55,371.8,2326.75,1627.5,5379.45,131.25,891.05,1773.35,290.25,136.05,1009.85,711.3,972.0,1036.45,418.85,3686.75,206.1,324.45,2037.2,109.4,538.4,1321.0,672.3,824.35,2649.0,5012.55,2565.25,411.15,288.9,328.2,905.05,,721.55,1553.05,327.95,1177.05,1870.55,487.4,207.7
2014-01-15,375.0,560.7,218.05,2549.1,1884.05,885.45,4527.3,603.5,377.3,2353.6,1640.7,5237.15,132.25,904.9,1800.1,291.8,137.9,990.35,729.15,999.1,1058.35,424.95,3712.05,209.55,328.85,2073.5,110.85,545.2,1330.35,680.55,846.5,2650.2,4937.35,2581.9,418.05,295.2,327.3,907.15,,723.8,1554.9,331.5,1178.3,1894.0,493.5,210.2
2014-01-16,381.1,571.55,218.2,2648.75,1866.25,886.15,4493.8,592.75,369.75,2350.3,1636.2,5130.35,133.15,892.65,1789.85,286.95,135.95,1023.45,731.45,1004.0,1058.9,428.7,3725.05,212.25,325.5,2076.65,112.95,552.1,1390.7,673.05,857.6,2644.5,4953.05,2605.95,412.65,302.65,330.35,910.9,,714.0,1584.05,315.55,1176.15,1907.75,495.6,215.85
2014-01-17,377.65,552.7,217.05,2646.65,1775.25,884.75,4490.15,594.0,369.7,2213.05,1621.55,5238.05,131.6,899.55,1775.2,287.5,139.55,1000.2,727.1,1002.85,1034.55,423.35,3729.75,225.1,324.85,2075.75,111.3,558.9,1379.65,665.0,840.05,2651.85,4945.75,2622.0,417.6,272.0,340.1,896.75,,692.0,1573.75,310.9,1152.95,1933.45,491.55,216.75
2014-01-20,374.55,573.05,216.5,2574.0,1828.7,869.75,4419.05,589.4,374.9,2338.2,1641.85,5200.9,131.85,906.75,1778.2,287.15,136.0,987.0,728.15,998.95,1044.0,433.6,3749.3,224.75,330.2,2086.0,112.1,555.1,1430.6,670.05,834.8,2653.4,5059.15,2595.55,419.85,269.45,342.55,887.85,,684.25,1569.5,308.55,1163.2,1931.5,490.0,216.35
2014-01-21,383.6,571.55,217.8,2601.3,1828.65,863.05,4493.0,580.35,384.8,2280.3,1659.5,5177.25,130.75,903.6,1801.9,287.0,136.5,990.75,706.3,1011.5,1078.05,433.8,3758.35,225.1,329.05,2068.05,113.0,559.8,1440.15,676.1,838.15,2651.55,5085.75,2603.3,417.4,263.0,337.3,879.7,,681.3,1596.85,304.9,1188.55,1942.4,479.25,212.75
2014-01-22,393.25,577.95,217.35,2641.55,1842.15,872.45,4441.3,597.45,386.1,2274.05,1646.85,5144.8,132.65,916.45,1807.85,289.8,136.85,994.55,710.3,1004.8,1087.95,434.25,3765.9,228.75,327.35,2059.9,115.2,566.45,1444.75,677.1,841.05,2670.6,5041.45,2585.65,422.7,261.8,343.95,874.0,,703.1,1573.5,309.75,1188.85,1949.7,472.6,214.2
2014-01-23,389.25,578.5,225.35,2599.85,1830.65,865.8,4444.95,609.35,383.6,2252.45,1658.3,5083.55,131.1,890.1,1793.8,285.1,136.15,994.25,705.3,1032.95,1079.45,429.7,3792.5,227.95,328.95,2053.6,114.3,567.1,1411.7,679.5,856.15,2669.2,5044.85,2591.0,419.55,259.1,347.3,872.65,,686.75,1574.35,314.65,1216.0,1939.05,473.0,206.7
2014-01-24,376.0,572.85,218.7,2589.15,1793.55,867.65,4389.9,603.6,370.4,2248.7,1621.2,5081.2,131.5,884.8,1774.25,283.2,136.75,970.05,684.75,1006.35,1058.2,414.75,3758.15,227.85,324.25,2036.65,114.0,565.8,1411.85,673.4,844.7,2660.95,4921.8,2594.05,414.4,257.9,343.15,865.2,,686.55,1550.55,313.15,1204.6,1931.7,478.1,204.45
2014-01-27,353.55,570.55,215.85,2686.55,1760.25,843.15,4310.5,597.8,348.25,2229.6,1594.5,5050.1,129.45,866.85,1702.3,277.0,137.85,914.7,658.1,980.15,1009.8,395.3,3732.2,223.6,324.2,2016.75,111.1,575.25,1424.5,649.2,833.0,2633.1,4840.15,2592.4,415.0,249.0,337.65,851.05,,677.2,1491.75,306.9,1161.1,1912.8,476.4,193.95
2014-01-28,366.65,567.6,217.0,2694.9,1738.75,844.85,4313.25,581.9,356.25,2212.35,1596.3,4959.35,128.5,875.1,1566.0,275.25,134.05,930.6,659.8,983.5,1018.65,389.85,3675.1,223.7,326.65,2013.15,113.8,569.7,1412.45,644.45,831.15,2651.85,4808.15,2592.9,409.25,249.15,342.2,865.6,,679.0,1535.75,306.0,1121.75,1944.7,476.8,184.85
2014-01-29,358.0,571.5,214.65,2670.75,1749.55,836.6,4402.5,591.45,351.75,2209.8,1573.65,5033.2,127.8,861.95,1673.85,277.0,134.45,933.05,664.0,993.15,1001.4,380.3,3717.8,235.6,325.0,2071.5,111.75,569.6,1422.3,645.45,825.15,2655.25,4725.2,2605.5,414.5,250.7,354.9,868.4,,681.25,1512.2,301.9,1140.25,1912.95,482.9,194.25
2014-01-30,346.55,571.2,222.8,2713.15,1718.3,825.0,4369.9,593.6,361.75,2217.6,1516.6,4945.8,128.2,867.9,1635.9,272.2,132.75,896.2,650.05,980.45,974.55,378.45,3704.25,236.9,324.6,1998.1,108.1,570.4,1434.2,631.8,829.15,2619.8,4688.9,2589.5,413.45,246.15,352.5,869.8,,677.9,1498.4,308.65,1108.8,1920.85,477.5,187.5
2014-01-31,356.05,575.05,221.55,2643.5,1786.95,831.15,4436.7,588.7,349.55,2241.05,1523.85,5047.15,126.45,890.2,1636.25,275.55,132.4,917.35,657.05,985.9,987.7,383.8,3701.1,245.35,325.1,1969.2,109.55,570.1,1462.2,628.5,808.45,2609.55,4646.1,2565.1,410.6,247.45,362.7,882.55,,680.15,1531.15,315.0,1122.95,1901.5,471.7,189.1
2014-02-01,419.2,552.95,226.35,2561.9,1816.1,875.0,4374.15,573.85,372.35,2167.0,1742.6,5280.15,134.9,936.1,1768.4,281.7,144.9,1009.1,707.4,1036.05,1075.6,413.05,3480.55,205.8,314.95,2080.55,120.65,562.4,1251.05,657.0,791.1,2528.5,4982.85,2643.25,392.3,283.15,339.45,909.2,,728.35,1569.2,328.7,1272.3,1900.05,485.55,196.95
2014-02-04,403.45,565.9,265.35,2027.15,1831.8,958.2,5747.2,575.25,414.1,2172.25,1934.9,4865.55,122.9,1002.0,1933.2,330.0,105.8,1031.45,769.55,1300.45,1243.05,508.2,3322.05,276.9,344.35,2249.95,136.0,594.6,1425.7,731.9,899.0,2626.8,6135.85,2825.0,389.25,286.9,448.95,839.45,,788.4,1751.5,325.85,1467.15,2053.6,522.8,192.75
2014-02-05,390.05,528.5,258.05,1973.75,1837.6,928.1,5700.4,629.9,414.75,2208.45,2048.2,4733.75,114.45,1057.85,1883.4,329.3,99.0,1090.6,802.7,1263.55,1252.4,476.55,3219.7,267.7,340.25,2198.65,131.65,562.15,1424.75,717.1,910.95,2737.35,6248.4,2629.6,402.1,295.3,462.6,855.85,,815.2,1877.8,325.6,1530.15,1906.7,511.45,279.95
2014-02-06,492.9,499.1,315.15,1690.2,1895.9,1082.2,6861.85,599.2,420.75,2129.85,2644.7,4799.65,159.25,1239.25,2324.3,399.55,98.8,1226.35,886.6,1646.0,1464.2,552.4,2993.15,363.3,336.65,2385.35,150.05,601.0,1382.8,819.4,896.35,2413.95,6881.8,3160.45,387.2,373.35,555.55,891.3,,879.0,2083.75,361.6,1900.85,1974.4,509.85,305.5
2014-02-07,543.5,540.85,359.5,1959.65,2100.7,1018.25,7209.45,693.4,455.8,2401.6,2702.25,4989.4,159.75,1219.75,2641.95,426.6,98.4,1290.5,893.15,1753.95,1452.0,584.1,3215.3,342.95,329.35,2679.8,178.25,631.15,1480.3,839.9,1007.8,2662.9,8176.9,3434.75,444.3,393.55,601.8,1030.25,,958.7,2099.9,338.15,1926.85,2349.8,584.05,337.15
2014-02-09,519.2,561.0,385.35,1907.0,2406.65,1023.8,7927.3,863.55,516.25,2537.9,2522.0,6094.05,140.2,1395.6,2915.05,444.55,107.65,1319.85,1058.25,1579.35,1591.1,613.65,3613.75,384.7,354.7,2792.9,174.85,732.7,1648.0,859.2,1066.25,2995.15,10224.75,3615.65,557.05,363.4,703.65,1257.15,,1101.95,2429.25,391.6,409.25,2258.6,624.25,324.55
