ID,Gender,Own_car,Own_property,Work_phone,Phone,Email,Unemployed,Num_children,Num_family,Account_length,Total_income,Age,Years_employed,Income_type,Education_type,Family_status,Housing_type,Occupation_type,Target
5033598,1,1,0,0,0,0,0,0,2,29,270000.0,31.871975468353217,5.881024251011314,Commercial associate,Secondary / secondary special,Married,House / apartment,Drivers,0
5033600,0,1,1,0,0,0,0,0,2,44,90000.0,46.15563632381226,8.553221489832097,Working,Secondary / secondary special,Married,House / apartment,Private service staff,0
5033601,0,0,1,0,0,0,1,0,2,57,180000.0,56.42552550702615,0.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,Other,0
5033603,0,0,1,0,0,0,0,0,2,24,157500.0,40.52649951744389,7.636022642490948,Commercial associate,Secondary / secondary special,Married,House / apartment,Sales staff,0
5033605,0,0,1,0,0,0,0,0,2,47,54000.0,50.240593578239114,9.881106388221523,Commercial associate,Secondary / secondary special,Married,House / apartment,Medicine staff,0
5033606,1,0,1,0,0,0,0,0,1,26,157500.0,48.151570531906884,4.301251907978945,Working,Secondary / secondary special,Widow,House / apartment,Laborers,0
5033607,0,0,0,0,0,0,0,0,2,51,67500.0,51.99011615570477,0.4681820981950348,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,Laborers,0
5033610,0,0,1,0,0,0,0,0,2,45,135000.0,51.10851009945447,19.220107189059323,Working,Secondary / secondary special,Married,House / apartment,Core staff,0
5033611,0,0,1,0,0,0,0,1,3,20,225000.0,39.9296357899204,15.797723430323689,Commercial associate,Secondary / secondary special,Married,House / apartment,High skill tech staff,0
5033613,1,1,1,0,1,0,0,0,2,25,117000.0,59.58780810009788,2.2149667686537025,State servant,Secondary / secondary special,Married,House / apartment,Laborers,0
5033614,0,0,0,0,0,0,0,0,1,18,202500.0,43.22333791932757,6.215048905863912,Working,Secondary / secondary special,Widow,House / apartment,Laborers,0
5033617,0,1,1,0,1,0,1,0,2,47,121500.0,65.24432397653614,0.0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
5033618,1,1,1,1,0,0,0,0,2,51,315000.0,51.09208265741254,5.051438427893797,Working,Secondary / secondary special,Married,House / apartment,Laborers,0
5033619,1,1,0,0,0,0,0,0,2,1,126000.0,23.808839332772063,0.4709200052020233,Working,Secondary / secondary special,Married,House / apartment,Laborers,0
5033620,1,0,0,0,0,0,0,0,2,12,135000.0,63.190893721294756,0.7200695428379775,State servant,Higher education,Married,Office apartment,Other,0
5033623,0,1,1,0,1,0,0,1,3,5,193500.0,39.17944927000554,19.30224439926898,Commercial associate,Higher education,Married,House / apartment,Sales staff,0
5033624,1,0,0,1,0,0,0,0,1,38,90000.0,31.814479421206457,2.7214795649465766,Working,Higher education,Single / not married,With parents,Laborers,0
5033625,0,0,0,1,0,0,0,1,3,19,157500.0,32.761795245624484,5.798887040801659,Working,Lower secondary,Civil marriage,House / apartment,Other,0
5033626,0,0,0,0,0,0,0,0,2,14,112500.0,37.249224830078646,3.6386784122877267,Working,Secondary / secondary special,Married,House / apartment,Core staff,0
5033628,0,0,1,0,0,0,0,0,2,21,166500.0,64.61186745792179,36.638671567520205,State servant,Higher education,Married,House / apartment,Other,0
5033629,0,0,0,0,0,0,0,1,3,37,202500.0,34.24026502939827,2.486019562345565,Working,Higher education,Civil marriage,With parents,High skill tech staff,0
5033631,1,1,1,1,1,0,0,2,4,40,450000.0,32.96440036414163,3.5729686441200026,Working,Higher education,Married,House / apartment,Other,0
5033632,0,0,1,0,1,0,1,0,1,30,193500.0,59.59328391411186,0.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,Other,0
5033634,1,0,0,0,0,0,0,0,1,2,180000.0,60.35168415504767,0.9856465225158627,Commercial associate,Secondary / secondary special,Separated,House / apartment,Other,0
5033635,0,0,1,0,1,0,0,0,1,25,112500.0,39.83107113766881,14.902427839038447,Working,Secondary / secondary special,Single / not married,House / apartment,Laborers,1
5033637,1,1,1,0,0,0,0,1,3,8,135000.0,45.5752000383307,17.38570949437702,Working,Secondary / secondary special,Married,House / apartment,Drivers,0
5033638,0,1,1,0,0,0,0,1,3,3,135000.0,32.90416640998789,8.134321717762855,State servant,Secondary / secondary special,Married,Municipal apartment,Other,0
5033640,0,0,1,0,0,0,0,1,3,24,180000.0,43.05358768489428,8.572386838881018,Working,Secondary / secondary special,Married,House / apartment,Managers,0
5033641,0,0,1,1,0,0,0,1,2,39,405000.0,36.25262667953483,5.404628431795314,Commercial associate,Higher education,Widow,House / apartment,Accountants,0
5033642,1,0,1,0,0,0,1,0,2,22,112500.0,56.77871551092767,0.0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
5033643,0,1,1,0,1,0,0,1,3,9,216000.0,27.75690123684949,3.7208156224973816,Working,Higher education,Married,House / apartment,Sales staff,0
5033644,1,1,1,0,1,0,0,1,3,38,180000.0,27.118968904221166,9.15282312436258,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,0
5033647,0,0,1,0,0,0,0,0,1,9,270000.0,62.98828860277761,1.4045462945851044,Working,Higher education,Single / not married,House / apartment,Accountants,0
5033648,0,0,0,0,0,0,0,0,2,37,157500.0,47.62589238656509,4.153404929601566,Working,Secondary / secondary special,Civil marriage,House / apartment,Core staff,0
5033649,0,0,0,0,0,0,0,0,2,16,135000.0,48.48833309376647,10.551893604933708,Working,Secondary / secondary special,Married,House / apartment,Other,0
5033651,1,1,1,0,0,0,0,2,4,53,225000.0,37.61884227602209,1.5523932729624839,Working,Secondary / secondary special,Married,House / apartment,Other,0
5033653,0,0,1,1,1,0,0,0,2,43,135000.0,26.69185541113096,1.7385709494377024,State servant,Higher education,Married,House / apartment,Secretaries,0
5033655,0,0,0,0,0,0,1,0,1,1,135000.0,62.07930347645742,0.0,Pensioner,Secondary / secondary special,Widow,Municipal apartment,Other,0
5033656,0,0,0,0,0,0,0,0,2,35,90000.0,38.68115019473363,0.8158962880825753,Working,Secondary / secondary special,Married,House / apartment,Cooking staff,0
5033657,1,1,1,0,1,0,0,0,2,50,148500.0,51.5547889415936,0.7200695428379775,Working,Secondary / secondary special,Civil marriage,House / apartment,Laborers,1
5033659,1,0,1,0,0,0,0,0,2,18,225000.0,52.30223755450146,10.048118715647822,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,0
5033661,0,1,1,0,0,0,1,0,2,51,135000.0,57.11821597979424,0.0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
5033664,0,0,1,1,1,0,0,1,3,34,112500.0,43.56557629520113,5.552475410172693,Working,Secondary / secondary special,Married,House / apartment,Sales staff,0
5033665,1,1,1,0,0,0,0,1,3,30,427500.0,41.18907301313511,4.739317029097107,Working,Secondary / secondary special,Married,House / apartment,Managers,0
5033666,0,0,1,0,0,0,0,2,4,28,135000.0,35.17389131878136,1.0486183836765983,Commercial associate,Secondary / secondary special,Married,House / apartment,Private service staff,0
5033669,0,0,0,0,0,0,0,1,2,26,135000.0,25.284571209538868,0.572222564460598,Working,Secondary / secondary special,Single / not married,House / apartment,Sales staff,0
5033670,0,0,1,0,0,0,0,1,3,13,103500.0,43.59295536527102,1.133493500893242,Working,Secondary / secondary special,Married,House / apartment,Sales staff,0
5033671,0,0,1,0,0,0,0,0,2,9,51750.0,46.99891168196472,6.883098215569108,Working,Secondary / secondary special,Married,House / apartment,Cleaning staff,0
5033672,1,0,1,0,0,0,0,1,3,1,225000.0,33.05475129537225,12.468428509825664,Working,Secondary / secondary special,Married,House / apartment,Laborers,0
5033674,0,0,1,0,0,0,0,0,2,55,126000.0,29.52285125635708,1.067783732725518,Working,Secondary / secondary special,Civil marriage,House / apartment,Sales staff,0
5033677,1,1,1,0,0,0,0,0,2,45,900000.0,52.66364127942394,3.5729686441200026,Working,Higher education,Married,House / apartment,Drivers,0
5033678,0,0,1,0,0,0,1,0,1,46,225000.0,52.26390685640362,0.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,Other,1
5033679,0,1,1,0,0,0,0,0,2,46,517500.0,44.556698631730974,19.636269054121577,State servant,Higher education,Married,House / apartment,Other,0
5033683,0,0,1,0,0,0,1,0,2,42,103500.0,67.98496889053163,0.0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
5033685,0,0,1,0,1,0,0,0,2,30,67500.0,54.30364757661006,1.796066996584461,Working,Secondary / secondary special,Married,House / apartment,Other,0
5033686,0,0,1,1,0,1,0,0,2,17,337500.0,29.758311258958088,1.5523932729624839,State servant,Higher education,Married,House / apartment,Core staff,0
5033689,1,1,0,1,1,0,0,0,2,52,144000.0,50.489743115875065,4.216376790762301,Working,Secondary / secondary special,Married,House / apartment,Drivers,0
5033690,0,1,1,0,0,0,0,0,2,1,292500.0,56.32422294776758,14.067366201906951,Working,Secondary / secondary special,Married,House / apartment,Sales staff,0
5033691,1,1,0,0,0,0,1,0,2,12,157500.0,63.06768790598027,0.0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
5033692,0,1,1,0,0,0,0,0,1,38,180000.0,52.707447791535756,3.9672272531263473,Working,Secondary / secondary special,Single / not married,House / apartment,Laborers,0
5033694,0,0,1,1,1,0,0,0,2,6,90000.0,36.734498312764806,0.9664811734669432,Working,Secondary / secondary special,Civil marriage,House / apartment,Accountants,0
5033695,1,0,1,0,1,0,0,2,3,50,180000.0,44.89619910059755,9.965981505438167,Working,Secondary / secondary special,Separated,House / apartment,Security staff,0
5033696,0,1,1,0,0,0,0,0,2,52,396000.0,51.828579642292446,9.719569874809203,Commercial associate,Higher education,Married,House / apartment,Managers,0
5033700,1,1,1,1,1,0,0,0,2,47,157500.0,35.710521092151104,1.067783732725518,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,0
5033702,1,1,1,0,1,0,0,0,1,19,225000.0,48.04205425162734,3.635940505280738,Working,Secondary / secondary special,Separated,House / apartment,Other,0
5033703,1,0,1,0,0,0,1,0,2,29,65250.0,63.76311628575535,0.0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,1
5033704,1,0,1,0,1,0,1,0,2,37,108000.0,63.88084628705586,0.0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
5033706,1,1,0,0,0,0,0,0,2,13,180000.0,47.49994866424362,1.46751815574584,Working,Secondary / secondary special,Married,House / apartment,Drivers,1
5033707,0,0,1,0,0,0,0,0,2,54,135000.0,45.635433992484444,6.234214254912832,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,0
5033709,0,0,1,0,0,0,1,0,1,9,139500.0,60.74046695004004,0.0,Pensioner,Secondary / secondary special,Separated,House / apartment,Other,0
5033710,1,1,1,0,0,0,0,0,2,34,135000.0,36.46618342607993,2.0671197902763234,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,0
5033711,0,0,1,0,0,0,0,0,2,3,225000.0,30.05400521571285,0.5530572154116785,State servant,Higher education,Married,House / apartment,Core staff,0
5033712,1,0,0,1,1,0,0,2,4,13,90000.0,40.430672772199294,2.551729330513289,Working,Secondary / secondary special,Married,Municipal apartment,Other,0
5033713,1,0,1,1,1,0,0,1,3,42,135000.0,37.73383437031561,8.301334045189154,Working,Secondary / secondary special,Married,House / apartment,Security staff,0
5033716,0,0,1,0,0,0,0,0,2,33,103500.0,35.012354805369036,6.319089372129476,Working,Higher education,Married,House / apartment,Other,0
5033717,0,0,1,0,0,0,0,0,1,16,189000.0,50.64306590826642,6.067201927486533,Working,Secondary / secondary special,Single / not married,House / apartment,Sales staff,0
5033720,0,0,1,0,1,0,1,0,2,50,72000.0,66.27377701116382,0.0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
5033721,1,0,1,0,0,0,0,1,2,26,247500.0,35.611956439899515,0.6351944256213338,Working,Higher education,Single / not married,House / apartment,Other,0
5033722,1,1,0,0,0,0,0,1,3,50,225000.0,31.672108256843057,3.468928177854439,Working,Higher education,Married,House / apartment,Laborers,0
5033723,1,1,1,0,1,0,0,1,3,30,252000.0,44.920840263660445,5.7194877375989925,Working,Higher education,Married,House / apartment,High skill tech staff,1
5033724,1,0,1,0,0,0,1,0,2,15,135000.0,66.26282538313586,0.0,Pensioner,Lower secondary,Married,House / apartment,Other,0
5033727,0,1,1,1,1,0,0,1,3,27,202500.0,37.416237157504945,5.7194877375989925,Working,Secondary / secondary special,Married,House / apartment,Core staff,0
5033729,1,1,1,1,1,0,0,0,2,47,90000.0,32.906904316994876,14.883262489989527,Working,Secondary / secondary special,Married,House / apartment,Laborers,0
5033730,0,1,1,0,0,0,0,1,3,15,121500.0,37.90632251175589,7.469010315064649,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,0
5033731,0,0,1,0,0,0,1,0,1,14,135000.0,62.42975557335195,0.0,Pensioner,Secondary / secondary special,Separated,House / apartment,Other,0
5033733,1,0,1,0,0,0,0,1,3,24,180000.0,49.493144965331254,9.900271737270444,Working,Secondary / secondary special,Married,House / apartment,Drivers,0
5033734,0,1,1,0,0,0,0,1,3,41,157500.0,34.500366195062185,16.572551113301436,Working,Secondary / secondary special,Married,House / apartment,Cooking staff,0
5033737,1,0,1,1,0,0,0,0,1,8,202500.0,32.28539942640848,11.986556876595687,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Laborers,0
5033739,1,1,1,0,0,0,0,1,3,27,810000.0,43.776395134739246,6.132911695654257,Working,Secondary / secondary special,Married,House / apartment,Laborers,1
5033741,1,1,1,1,1,0,0,0,2,12,117000.0,52.441870811857875,21.38579163158723,Working,Secondary / secondary special,Married,House / apartment,Other,0
5033743,0,0,1,0,0,0,1,0,1,26,90000.0,67.32239539484041,0.0,Pensioner,Lower secondary,Single / not married,House / apartment,Other,0
5033744,0,0,1,0,1,0,0,0,2,16,112500.0,48.37607890647994,18.04828299006824,Working,Secondary / secondary special,Married,House / apartment,Accountants,0
5033745,0,0,0,0,0,0,0,0,1,0,112500.0,42.28423581593051,10.653196164192282,Working,Higher education,Single / not married,House / apartment,Managers,0
5033746,0,1,1,0,0,0,0,1,3,7,261000.0,27.209319835451787,1.984982580066668,Commercial associate,Secondary / secondary special,Civil marriage,With parents,Other,0
5033751,0,0,1,0,0,0,1,0,1,5,180000.0,60.63642648377448,0.0,Pensioner,Secondary / secondary special,Widow,House / apartment,Other,0
5033753,0,1,1,0,1,0,0,0,2,47,171000.0,58.13397947938698,14.300088297500976,State servant,Secondary / secondary special,Married,House / apartment,High skill tech staff,0
5033755,0,1,0,0,0,0,1,0,1,4,90000.0,66.25187375510791,0.0,Pensioner,Lower secondary,Single / not married,House / apartment,Other,0
5033756,1,1,1,0,0,0,0,0,2,9,108000.0,57.05524411863351,1.46751815574584,Working,Higher education,Married,House / apartment,Laborers,0
5033758,1,1,1,0,0,0,0,1,2,55,72000.0,42.90300279950991,0.6543597746702533,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Other,1
5033759,1,0,1,0,0,0,1,0,2,37,157500.0,64.78983141337605,0.0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
5033764,0,0,1,0,0,0,0,0,2,12,112500.0,54.0544980389741,15.636186916911367,Working,Secondary / secondary special,Married,House / apartment,Medicine staff,1
5033766,0,0,1,1,0,0,0,2,4,53,76500.0,31.913044073458046,4.468264235405244,Working,Secondary / secondary special,Married,House / apartment,Cleaning staff,1
5033768,0,0,1,0,0,0,0,0,2,2,261000.0,51.20981265871305,12.553303627042308,Working,Secondary / secondary special,Married,House / apartment,Medicine staff,0
5033772,1,1,1,0,0,0,0,0,2,36,225000.0,53.25502919293346,2.6338665407229445,Commercial associate,Secondary / secondary special,Married,House / apartment,Core staff,1
5033774,0,0,1,0,1,0,0,1,3,28,112500.0,37.11506738673621,6.048036578437613,Working,Secondary / secondary special,Married,House / apartment,Other,1
5033775,0,1,0,0,0,0,0,0,2,43,315000.0,43.494390713019435,13.30075223995017,Working,Higher education,Married,House / apartment,Other,0
5033776,0,0,1,0,1,0,0,2,4,41,103500.0,35.99526342087791,10.234296392123042,Working,Secondary / secondary special,Married,House / apartment,Laborers,0
5033777,1,1,1,0,0,0,0,0,2,13,405000.0,59.55221530900703,14.902427839038447,Commercial associate,Secondary / secondary special,Married,House / apartment,Drivers,0
5033778,1,0,1,0,0,0,0,0,2,28,225000.0,55.574036427852725,8.985810796936281,Working,Secondary / secondary special,Married,House / apartment,Medicine staff,1
5033780,0,0,1,0,0,0,1,0,1,34,121500.0,58.49812111131645,0.0,Pensioner,Secondary / secondary special,Widow,House / apartment,Other,0
5033781,0,0,1,0,0,0,1,0,2,15,112500.0,58.37765320300896,0.0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
5033783,1,0,1,1,0,0,0,2,4,3,90000.0,29.09573776326687,9.571722896431822,Working,Secondary / secondary special,Married,House / apartment,Sales staff,0
5033784,0,0,1,0,0,1,0,0,2,26,112500.0,50.821029863720675,6.067201927486533,Commercial associate,Secondary / secondary special,Married,House / apartment,Sales staff,0
5033785,1,0,1,0,0,0,0,0,2,22,225000.0,43.647713505410785,6.817388447401384,Commercial associate,Secondary / secondary special,Married,House / apartment,Drivers,1
5033787,0,0,1,0,1,0,1,0,2,48,117000.0,61.19495951320013,0.0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
5033788,0,0,1,1,1,0,0,1,2,47,315000.0,43.08918047598513,13.048864795307226,Working,Higher education,Separated,House / apartment,Private service staff,0
5033791,0,0,1,0,0,0,0,0,2,42,90000.0,27.932127285296755,8.153487066811776,Commercial associate,Incomplete higher,Married,House / apartment,Laborers,0
5033792,1,0,0,0,1,0,1,1,3,21,117000.0,39.44502624968343,0.0,Pensioner,Secondary / secondary special,Married,With parents,Other,0
5033794,0,1,1,0,0,0,1,0,2,3,180000.0,57.25784923715066,0.0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
5033796,0,0,1,0,0,0,1,0,2,5,382500.0,61.01973346475287,0.0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
5033797,0,1,1,0,0,0,0,0,2,60,148500.0,46.8373751685524,6.234214254912832,Commercial associate,Secondary / secondary special,Married,Office apartment,Core staff,0
5033800,0,0,0,0,0,0,0,2,4,20,225000.0,30.14435614694347,4.966563310677153,Working,Higher education,Married,House / apartment,Accountants,0
5033801,0,0,1,0,0,0,0,0,2,47,360000.0,45.068687242037825,8.881770330670719,Commercial associate,Higher education,Married,House / apartment,Managers,0
5033803,1,0,1,0,0,0,0,0,2,36,112500.0,53.33169058912914,15.321327611107689,Working,Higher education,Married,House / apartment,Core staff,0
5033805,0,0,0,0,0,0,0,0,1,39,180000.0,44.537533282682055,6.737989144198717,Commercial associate,Secondary / secondary special,Separated,House / apartment,Other,0
5033807,0,0,1,0,1,1,0,0,2,50,234000.0,31.472241045332893,6.987138681834671,Commercial associate,Higher education,Married,House / apartment,Other,1
5033809,0,0,0,0,1,0,0,0,2,24,135000.0,33.55305037064416,0.7392348918868971,State servant,Higher education,Married,House / apartment,Other,1
5033811,0,1,1,1,0,0,0,1,3,5,157500.0,34.9740241072712,1.46751815574584,Commercial associate,Secondary / secondary special,Married,With parents,Other,0
5033813,0,0,1,1,0,0,0,3,5,60,180000.0,31.83364477025538,3.9672272531263473,State servant,Higher education,Married,House / apartment,Other,0
5033814,0,0,1,0,0,0,0,0,2,19,135000.0,36.01169086291984,3.236206082260416,Working,Secondary / secondary special,Married,House / apartment,Laborers,0
5033815,0,0,1,1,1,0,0,1,3,53,99000.0,40.515547889415934,8.900935679719638,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,0
5033817,0,1,0,0,1,0,0,1,3,31,292500.0,43.83389118188601,7.30199798763835,State servant,Higher education,Married,House / apartment,Core staff,0
5033818,0,0,1,1,1,0,0,0,1,22,135000.0,37.27934180715552,11.573132918540422,Working,Higher education,Single / not married,Office apartment,Managers,0
5033821,0,1,1,0,0,0,1,0,1,47,202500.0,64.99517443890018,0.0,Pensioner,Higher education,Widow,House / apartment,Other,0
5033823,0,0,1,0,0,0,0,0,2,6,202500.0,54.14484897020473,8.635358700041753,Working,Secondary / secondary special,Married,House / apartment,Other,0
5033824,1,0,1,1,0,0,0,0,2,7,234000.0,41.36977487559635,3.79747701869306,Working,Secondary / secondary special,Married,Rented apartment,Laborers,0
5033826,0,0,1,0,0,0,1,0,2,4,207000.0,63.88084628705586,0.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,Other,0
5033828,0,0,1,0,0,0,1,0,2,19,112500.0,57.5809222639753,0.0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
5033829,0,1,1,0,1,0,0,2,4,29,135000.0,37.79133041746237,6.048036578437613,Working,Secondary / secondary special,Married,House / apartment,Laborers,1
5033830,0,1,1,0,0,0,0,2,4,32,108000.0,39.086360431767936,5.215712848313107,Working,Secondary / secondary special,Married,House / apartment,Laborers,1
5033831,1,1,1,1,1,0,0,0,2,19,135000.0,52.901839189031946,1.8152323456333805,Working,Higher education,Civil marriage,House / apartment,Laborers,0
5033832,1,0,1,0,1,0,1,0,2,27,157500.0,60.808914625214754,0.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,Other,0
5033833,1,1,1,1,0,1,0,1,3,56,112500.0,34.418228984852526,1.2347960601518169,Working,Secondary / secondary special,Married,House / apartment,Drivers,0
5033834,0,0,1,0,0,0,1,0,1,55,157500.0,54.331026646679945,0.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,Other,1
5033837,0,0,1,0,0,0,0,0,2,39,234000.0,44.8113239833809,13.881188525431734,Commercial associate,Higher education,Married,House / apartment,Other,0
5033838,0,0,1,1,1,0,0,1,3,8,90000.0,49.31244310287001,1.2156307111028974,Working,Secondary / secondary special,Civil marriage,House / apartment,Security staff,0
5033839,0,0,0,0,0,0,0,0,2,16,81000.0,34.34430549566384,2.0479544412274038,Working,Secondary / secondary special,Married,House / apartment,Sales staff,0
5033840,0,0,1,1,1,0,0,0,1,4,157500.0,36.56748598533851,1.3196711773684606,Working,Secondary / secondary special,Separated,House / apartment,Waiters/barmen staff,0
5033847,0,0,0,0,0,0,0,2,4,23,225000.0,39.633941833165636,13.653942243851688,Commercial associate,Secondary / secondary special,Married,House / apartment,High skill tech staff,0
5033853,0,0,1,0,0,0,0,0,2,24,90000.0,48.814144027598104,0.30116977076873586,Working,Secondary / secondary special,Married,House / apartment,High skill tech staff,0
5033854,0,0,1,0,0,0,0,0,2,13,202500.0,51.631450337789275,5.404628431795314,Working,Secondary / secondary special,Civil marriage,House / apartment,Laborers,0
5033855,0,0,1,1,1,0,0,0,2,30,90000.0,56.055908061082704,31.986967562646733,Working,Secondary / secondary special,Married,House / apartment,Accountants,1
5033856,0,0,0,0,0,0,0,0,2,32,157500.0,37.88715716270697,0.900771405299219,Working,Lower secondary,Married,House / apartment,Laborers,0
5033857,1,1,0,0,1,0,0,1,3,34,270000.0,35.395661786347425,0.6543597746702533,Commercial associate,Higher education,Married,Municipal apartment,Managers,0
5033859,0,1,1,0,1,0,1,0,1,7,178650.0,47.341150057838284,0.0,Pensioner,Higher education,Widow,House / apartment,Other,0
5033861,1,1,1,0,1,0,0,2,4,39,180000.0,34.86998364100563,4.739317029097107,Working,Secondary / secondary special,Married,House / apartment,Laborers,0
5033862,1,0,1,1,0,0,0,2,4,18,171000.0,39.65584508922154,6.067201927486533,Working,Higher education,Married,With parents,Laborers,0
5033863,1,1,1,0,0,0,0,0,2,8,180000.0,57.830071801611254,10.738071281408926,Working,Incomplete higher,Married,House / apartment,Other,0
5033865,1,1,1,0,1,0,0,2,4,41,247500.0,34.237527122391285,9.15282312436258,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,0
5033866,0,0,1,0,0,0,0,0,2,8,157500.0,47.122117497279206,1.133493500893242,Working,Secondary / secondary special,Married,House / apartment,Laborers,0
5033868,0,0,0,0,0,0,0,0,2,28,63000.0,40.43888649322026,5.486765642004969,Commercial associate,Higher education,Married,House / apartment,Core staff,0
5033870,1,0,0,0,1,0,0,0,2,4,360000.0,38.21570600354559,2.6530318897718637,Working,Secondary / secondary special,Married,Rented apartment,Drivers,0
5033871,0,0,1,0,1,0,0,0,1,19,157500.0,32.879525246924985,5.234878197362026,Commercial associate,Secondary / secondary special,Separated,House / apartment,Sales staff,0
5033873,1,1,1,0,0,0,0,1,3,45,157500.0,36.26631621456977,1.7385709494377024,Commercial associate,Secondary / secondary special,Married,House / apartment,Managers,0
5033874,0,0,0,0,1,0,0,0,2,29,112500.0,27.86367961012204,6.403964489346119,Commercial associate,Incomplete higher,Married,House / apartment,Other,0
5033878,0,0,1,1,1,0,0,0,2,40,202500.0,48.496546814787436,1.9658172310177484,Commercial associate,Higher education,Married,House / apartment,Managers,0
5033880,0,0,1,0,0,0,0,0,2,11,202500.0,58.16957227047783,33.30116292600122,State servant,Higher education,Married,House / apartment,Core staff,0
5033881,1,1,0,0,0,0,0,1,3,11,202500.0,29.51463753533611,10.319171509339686,Commercial associate,Incomplete higher,Married,House / apartment,Laborers,0
5033883,0,0,0,1,0,0,0,2,4,11,180000.0,36.67700226561805,2.151994907492967,Working,Secondary / secondary special,Married,House / apartment,Sales staff,0
5033884,1,1,1,1,1,0,0,0,2,21,90000.0,54.930628281210424,2.551729330513289,Working,Secondary / secondary special,Married,House / apartment,Core staff,0
5033886,1,0,1,0,0,0,0,0,2,9,135000.0,24.476888642477256,1.5523932729624839,Working,Secondary / secondary special,Civil marriage,House / apartment,Low-skill Laborers,1
5033887,1,1,1,0,1,0,0,1,3,48,135000.0,30.297678939334826,4.572304701670808,Working,Secondary / secondary special,Married,House / apartment,Laborers,0
5033888,1,1,1,1,1,0,0,0,2,22,135000.0,25.44610772295119,2.9678911955755423,Commercial associate,Higher education,Civil marriage,House / apartment,Sales staff,0
5033889,0,0,1,0,0,0,1,0,1,13,337500.0,56.619916904522334,0.0,Pensioner,Secondary / secondary special,Separated,House / apartment,Other,0
5033892,0,0,1,0,1,0,0,0,2,8,162000.0,52.723875233577694,4.068529812384922,Working,Higher education,Married,House / apartment,Managers,0
5033893,0,0,1,1,0,0,0,0,2,60,274500.0,54.232461994428355,1.067783732725518,Working,Higher education,Civil marriage,House / apartment,Other,0
5033895,0,0,0,0,0,0,0,2,4,38,135000.0,30.92739755094218,4.572304701670808,Working,Secondary / secondary special,Married,With parents,Core staff,0
5033896,1,0,1,1,0,0,0,0,2,48,225000.0,51.90250313148114,10.319171509339686,Working,Secondary / secondary special,Married,House / apartment,Laborers,1
5033897,1,0,1,1,1,0,0,0,2,33,126000.0,28.266151940149353,1.4045462945851044,Working,Secondary / secondary special,Married,House / apartment,Laborers,0
5033899,1,1,1,0,0,0,0,0,2,43,247500.0,59.56864275104896,7.406038453903913,Working,Secondary / secondary special,Married,House / apartment,Drivers,0
5033900,0,0,1,0,1,0,1,0,1,29,165600.0,58.54466553043526,0.0,Pensioner,Secondary / secondary special,Widow,House / apartment,Other,1
5033902,1,0,1,0,0,0,1,0,2,13,99000.0,61.87669835794027,0.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,Other,1
5033905,0,0,1,0,0,0,0,0,2,8,270000.0,60.00670787216712,5.215712848313107,Working,Secondary / secondary special,Married,House / apartment,Medicine staff,0
5033906,1,1,1,0,0,0,1,0,2,32,90000.0,50.2433314852461,0.0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
5033907,0,0,1,0,0,0,0,1,3,6,135000.0,27.50227588519956,1.5523932729624839,Working,Secondary / secondary special,Civil marriage,House / apartment,Laborers,0
5033909,0,0,1,1,1,0,0,2,4,6,148500.0,33.16974338966577,2.4038823521359096,Working,Secondary / secondary special,Married,House / apartment,Sales staff,1
5033910,0,0,1,0,0,0,1,0,1,9,225000.0,55.489161310636085,0.0,Pensioner,Secondary / secondary special,Separated,House / apartment,Other,0
