age,ed,employ,address,income,debtinc,creddebt,othdebt,default
32.0,1.0,10,11,42.0,9.1,1.540266,2.281734,0
39.0,1.0,23,1,75.0,18.9,3.132675,11.042325,0
24.0,1.0,3,3,21.0,28.9,2.682498,3.386502,1
43.0,4.0,18,14,446.0,6.5,16.03147,12.95853,1
56.0,1.0,11,20,59.0,15.0,4.6728,4.1772,0
32.0,3.0,5,9,23.0,4.5,0.326025,0.708975,0
42.0,1.0,7,12,,10.2,1.62945,0.92055,0
46.0,3.0,3,13,43.0,13.2,3.042336,2.633664,1
31.0,,2,2,22.0,16.4,1.739056,1.868944,1
43.0,1.0,25,16,242.0,2.6,1.63592,4.65608,0
28.0,2.0,6,9,22.0,11.5,0.65021,1.87979,0
39.0,3.0,11,17,39.0,12.9,2.560779,2.470221,0
39.0,1.0,0,8,39.0,7.9,1.066026,2.014974,0
37.0,4.0,1,14,33.0,16.1,2.693691,2.619309,1
30.0,1.0,0,11,17.0,12.0,0.30396,1.73604,0
37.0,5.0,9,16,177.0,5.9,0.887655,9.555345,0
22.0,1.0,4,3,14.0,17.5,0.2254,2.2246,0
50.0,1.0,1,26,26.0,14.3,1.851564,1.866436,0
30.0,1.0,10,2,19.0,4.4,0.336072,0.499928,0
39.0,1.0,8,0,21.0,4.0,0.27636,0.56364,0
21.0,2.0,0,2,21.0,12.5,0.48825,2.13675,1
31.0,3.0,9,2,28.0,2.6,0.121576,0.606424,0
31.0,2.0,9,1,30.0,5.8,0.60204,1.13796,0
48.0,1.0,0,23,30.0,22.3,2.66262,4.02738,0
28.0,1.0,4,1,16.0,23.8,1.08528,2.72272,0
47.0,3.0,16,26,221.0,17.6,15.791776,23.104224,1
27.0,2.0,6,1,34.0,4.4,0.237864,1.258136,0
29.0,2.0,6,10,65.0,18.4,1.98536,9.97464,0
21.0,2.0,2,0,20.0,4.5,0.2907,0.6093,1
29.0,3.0,7,5,20.0,19.8,1.00584,2.95416,1
24.0,4.0,0,3,29.0,6.6,0.589512,1.324488,1
44.0,1.0,12,3,,9.7,0.357833,2.649167,0
22.0,1.0,1,0,,4.4,0.270072,0.521928,0
38.0,2.0,13,0,59.0,2.4,0.407808,1.008192,0
52.0,2.0,12,16,76.0,7.7,0.99484,4.85716,0
25.0,1.0,3,2,18.0,16.3,0.35208,2.58192,1
25.0,1.0,5,5,22.0,10.9,0.402864,1.995136,0
51.0,2.0,27,21,166.0,11.5,0.82087,18.26913,0
38.0,1.0,21,16,58.0,16.5,4.58403,4.98597,0
44.0,1.0,9,20,33.0,5.2,0.545688,1.170312,0
24.0,2.0,2,3,26.0,9.7,0.887744,1.634256,1
34.0,1.0,5,3,33.0,7.3,0.778107,1.630893,0
25.0,2.0,6,2,26.0,4.5,0.0702,1.0998,0
45.0,3.0,5,17,94.0,10.5,3.61242,6.25758,1
34.0,2.0,4,10,25.0,5.8,0.56985,0.88015,0
27.0,4.0,2,8,23.0,5.7,0.319884,0.991116,1
33.0,2.0,10,13,57.0,20.9,6.111369,5.801631,1
35.0,2.0,0,16,22.0,15.0,1.9701,1.3299,1
50.0,2.0,15,31,60.0,1.1,0.46794,0.19206,0
33.0,1.0,13,13,42.0,3.6,0.228312,1.283688,0
41.0,3.0,13,13,,25.2,2.316132,20.615868,1
28.0,1.0,0,2,28.0,33.3,2.28438,7.03962,1
38.0,3.0,12,14,63.0,16.0,5.71536,4.36464,1
25.0,1.0,3,2,16.0,17.8,1.01104,1.83696,1
47.0,2.0,4,9,33.0,7.1,1.19493,1.14807,1
30.0,,12,9,98.0,7.2,2.935296,4.120704,0
44.0,2.0,12,5,86.0,13.0,1.47576,9.70424,0
25.0,1.0,0,2,18.0,18.9,0.513702,2.888298,1
41.0,2.0,6,0,36.0,19.5,4.51386,2.50614,1
22.0,3.0,0,1,18.0,7.7,0.47817,0.90783,0
35.0,2.0,3,11,40.0,17.2,1.80256,5.07744,1
42.0,5.0,6,23,190.0,7.8,3.15666,11.66334,0
38.0,1.0,3,19,23.0,14.7,0.831726,2.549274,0
23.0,2.0,1,3,18.0,18.7,0.885258,2.480742,1
28.0,3.0,2,5,30.0,19.9,1.52235,4.44765,0
52.0,1.0,19,25,,4.7,0.397385,3.785615,0
25.0,1.0,9,2,20.0,3.5,0.105,0.595,0
28.0,2.0,1,4,16.0,14.7,0.573888,1.778112,0
43.0,1.0,19,11,79.0,7.5,0.7821,5.1429,0
24.0,2.0,3,1,24.0,19.1,2.172816,2.411184,0
34.0,3.0,13,7,52.0,9.2,1.497392,3.286608,0
29.0,2.0,6,9,25.0,4.2,0.58485,0.46515,0
31.0,1.0,6,9,21.0,8.3,0.728574,1.014426,0
42.0,2.0,14,1,48.0,8.6,1.201248,2.926752,1
49.0,2.0,11,1,51.0,15.0,0.54315,7.10685,0
39.0,1.0,22,9,73.0,14.3,3.726723,6.712277,0
45.0,3.0,0,19,22.0,4.2,0.030492,0.893508,0
41.0,1.0,7,22,32.0,2.9,0.072384,0.855616,0
29.0,2.0,9,0,46.0,1.6,0.241408,0.494592,0
35.0,3.0,7,5,38.0,15.1,1.382858,4.355142,0
27.0,2.0,5,6,25.0,6.8,0.7055,0.9945,0
28.0,1.0,4,7,19.0,4.1,0.286672,0.492328,0
48.0,1.0,17,22,66.0,3.2,1.46784,0.64416,0
24.0,1.0,2,5,18.0,6.0,0.52812,0.55188,0
31.0,1.0,6,12,33.0,4.2,0.14553,1.24047,0
43.0,1.0,10,9,69.0,6.4,0.410688,4.005312,0
42.0,1.0,3,10,24.0,10.6,0.666528,1.877472,0
51.0,2.0,31,14,249.0,7.8,4.27284,15.14916,0
22.0,1.0,4,3,19.0,23.1,1.88727,2.50173,1
37.0,,6,10,31.0,11.7,1.701063,1.925937,1
22.0,3.0,1,3,,13.8,1.97685,1.47315,1
49.0,2.0,2,13,20.0,16.9,0.37856,3.00144,1
29.0,1.0,9,8,30.0,8.2,0.15498,2.30502,0
42.0,1.0,2,16,30.0,9.7,1.47246,1.43754,0
34.0,1.0,15,0,67.0,13.2,3.741012,5.102988,0
34.0,2.0,9,7,27.0,1.7,0.295137,0.163863,0
32.0,2.0,5,5,43.0,15.0,1.806,4.644,1
42.0,2.0,18,23,66.0,9.6,1.641024,4.694976,0
24.0,1.0,3,0,14.0,16.1,0.838488,1.415512,1
34.0,1.0,16,9,48.0,7.6,1.473792,2.174208,0
26.0,1.0,10,2,32.0,4.7,0.126336,1.377664,0
30.0,2.0,12,9,68.0,20.1,2.856612,10.811388,0
32.0,1.0,4,3,16.0,28.5,0.89376,3.66624,1
38.0,3.0,13,18,25.0,5.7,0.343425,1.081575,0
43.0,2.0,10,24,37.0,8.5,0.676175,2.468825,0
31.0,2.0,9,8,53.0,13.5,1.194885,5.960115,0
,4.0,10,18,123.0,17.3,3.021618,18.257382,0
37.0,2.0,4,11,20.0,21.7,0.1736,4.1664,1
41.0,3.0,12,11,,26.5,4.99101,17.79899,1
32.0,1.0,0,4,20.0,3.0,0.2634,0.3366,1
22.0,2.0,0,1,35.0,9.0,0.7812,2.3688,1
32.0,2.0,12,3,63.0,18.2,5.549544,5.916456,0
,2.0,17,23,41.0,9.5,0.455715,3.439285,0
40.0,1.0,21,21,46.0,6.2,0.966828,1.885172,0
31.0,1.0,8,1,22.0,6.7,0.369974,1.104026,0
34.0,3.0,7,0,27.0,2.2,0.125334,0.468666,0
52.0,4.0,13,17,234.0,7.7,7.38738,10.63062,0
28.0,1.0,2,2,17.0,2.5,0.199325,0.225675,1
38.0,3.0,15,18,63.0,13.4,5.090526,3.351474,0
33.0,2.0,10,4,26.0,3.1,0.030628,0.775372,0
39.0,2.0,9,12,32.0,6.6,1.429824,0.682176,0
47.0,3.0,23,11,115.0,4.0,0.6532,3.9468,0
36.0,2.0,11,8,49.0,1.3,0.272636,0.364364,0
29.0,3.0,7,2,84.0,13.6,6.91152,4.51248,1
48.0,4.0,14,10,59.0,16.5,4.935645,4.799355,1
38.0,3.0,12,18,64.0,5.8,0.894592,2.817408,0
46.0,2.0,9,26,15.0,4.3,0.014835,0.630165,0
27.0,3.0,5,4,42.0,19.9,2.707992,5.650008,1
54.0,1.0,18,34,114.0,8.5,3.2946,6.3954,0
27.0,4.0,0,0,,12.7,1.419225,1.755775,1
23.0,1.0,1,0,17.0,1.6,0.011696,0.260304,0
41.0,1.0,23,2,91.0,13.7,0.573482,11.893518,0
24.0,1.0,3,5,15.0,11.3,0.072885,1.622115,1
28.0,1.0,9,0,22.0,27.7,5.283498,0.810502,1
26.0,1.0,0,0,14.0,10.5,0.25578,1.21422,0
24.0,1.0,8,0,17.0,5.6,0.569296,0.382704,1
49.0,2.0,22,4,79.0,7.3,0.28835,5.47865,0
28.0,2.0,3,1,36.0,8.6,0.383904,2.712096,0
38.0,1.0,6,17,18.0,13.0,0.13104,2.20896,0
33.0,2.0,2,9,37.0,4.5,0.834165,0.830835,0
26.0,1.0,8,4,25.0,4.7,0.210325,0.964675,0
36.0,1.0,9,1,40.0,9.8,1.97568,1.94432,0
37.0,3.0,16,14,50.0,36.6,7.32,10.98,1
25.0,4.0,0,1,18.0,33.4,2.801592,3.210408,1
29.0,1.0,9,2,33.0,4.8,0.693792,0.890208,0
27.0,2.0,8,4,38.0,6.9,0.364458,2.257542,0
45.0,1.0,17,0,62.0,15.0,2.4366,6.8634,0
37.0,1.0,9,8,57.0,5.5,1.357455,1.777545,0
29.0,2.0,3,6,26.0,6.1,0.537654,1.048346,1
51.0,1.0,10,1,44.0,13.2,4.960032,0.847968,1
22.0,3.0,0,0,23.0,8.4,0.372876,1.559124,1
30.0,4.0,7,10,30.0,15.7,0.26376,4.44624,0
31.0,1.0,7,2,20.0,12.3,0.1107,2.3493,0
28.0,1.0,2,0,18.0,14.8,1.939392,0.724608,1
35.0,1.0,10,16,,5.7,0.217854,2.005146,0
25.0,4.0,1,1,34.0,8.5,0.13294,2.75706,1
32.0,2.0,5,0,28.0,14.8,2.594144,1.549856,1
33.0,1.0,2,10,24.0,9.6,1.041408,1.262592,0
28.0,2.0,3,4,41.0,25.1,5.896743,4.394257,1
46.0,3.0,4,17,73.0,5.4,2.223288,1.718712,0
41.0,1.0,24,12,83.0,14.0,6.58854,5.03146,0
42.0,2.0,11,5,73.0,6.8,2.869192,2.094808,0
41.0,4.0,9,13,47.0,5.0,0.4371,1.9129,0
26.0,1.0,3,5,29.0,25.7,2.526567,4.926433,1
47.0,1.0,27,8,113.0,9.2,2.380684,8.015316,0
29.0,1.0,1,3,18.0,25.6,1.98144,2.62656,1
34.0,1.0,3,14,36.0,4.7,0.624348,1.067652,0
36.0,1.0,7,2,43.0,6.2,1.03974,1.62626,0
38.0,2.0,7,4,64.0,3.0,0.65088,1.26912,0
41.0,2.0,4,14,26.0,19.2,1.47264,3.51936,1
46.0,1.0,9,23,31.0,13.8,1.617084,2.660916,0
40.0,3.0,3,15,55.0,16.5,1.751475,7.323525,1
44.0,2.0,17,0,129.0,2.5,0.551475,2.673525,0
35.0,3.0,10,15,39.0,10.4,1.60212,2.45388,0
36.0,1.0,20,15,,5.4,1.05624,2.18376,0
28.0,1.0,0,3,30.0,4.8,0.12096,1.31904,1
29.0,2.0,6,7,18.0,5.1,0.44982,0.46818,1
23.0,2.0,3,3,22.0,11.4,1.274064,1.233936,1
41.0,2.0,7,17,63.0,15.4,4.637556,5.064444,0
25.0,1.0,1,1,,6.9,0.190095,1.120905,0
45.0,2.0,2,19,29.0,5.4,0.443178,1.122822,0
48.0,2.0,30,14,148.0,7.2,3.974688,6.681312,0
38.0,1.0,18,7,45.0,7.0,0.5355,2.6145,0
29.0,1.0,6,4,,5.4,1.169964,1.314036,0
42.0,4.0,15,8,186.0,3.6,2.403864,4.292136,0
31.0,1.0,11,12,47.0,10.9,2.863757,2.259243,0
40.0,1.0,3,13,23.0,6.9,0.409446,1.177554,0
26.0,1.0,2,6,21.0,19.8,1.022868,3.135132,0
25.0,1.0,6,6,22.0,20.2,2.261996,2.182004,0
53.0,4.0,7,11,61.0,7.9,1.874591,2.944409,0
50.0,3.0,18,27,102.0,14.1,5.781564,8.600436,0
47.0,1.0,31,9,136.0,23.1,14.231448,17.184552,1
23.0,1.0,1,0,21.0,8.4,1.210104,0.553896,1
37.0,3.0,12,8,83.0,4.1,0.319882,3.083118,0
41.0,1.0,24,15,100.0,11.5,5.06,6.44,0
28.0,2.0,0,7,29.0,13.3,2.148349,1.708651,1
31.0,1.0,7,11,41.0,30.7,2.995706,9.591294,1
41.0,2.0,6,1,19.0,6.3,0.124488,1.072512,0
36.0,1.0,7,17,40.0,9.9,1.69488,2.26512,0
41.0,1.0,1,16,19.0,4.4,0.241604,0.594396,0
53.0,2.0,16,31,44.0,5.6,1.333024,1.130976,0
31.0,2.0,6,5,25.0,11.5,2.331625,0.543375,0
28.0,2.0,5,6,25.0,2.9,0.338575,0.386425,0
48.0,1.0,28,25,70.0,12.0,4.3344,4.0656,0
23.0,2.0,0,1,42.0,3.9,1.018836,0.619164,1
31.0,1.0,11,6,34.0,6.8,0.298248,2.013752,0
27.0,1.0,6,6,43.0,4.9,0.882833,1.224167,0
43.0,1.0,11,17,37.0,1.3,0.179894,0.301106,0
29.0,2.0,5,7,28.0,18.7,2.125816,3.110184,0
53.0,1.0,6,7,27.0,6.4,0.594432,1.133568,1
38.0,1.0,4,9,19.0,13.6,1.245488,1.338512,0
30.0,1.0,12,10,38.0,8.5,0.17119,3.05881,0
28.0,3.0,2,0,20.0,9.4,0.23312,1.64688,1
36.0,1.0,11,2,33.0,32.5,1.26555,9.45945,0
48.0,1.0,15,5,60.0,2.1,0.3213,0.9387,0
31.0,1.0,12,9,24.0,6.6,0.441936,1.142064,0
35.0,1.0,16,10,57.0,10.5,1.143135,4.841865,0
50.0,1.0,4,4,23.0,12.5,0.140875,2.734125,0
42.0,2.0,12,9,55.0,15.0,2.53275,5.71725,0
40.0,1.0,2,3,28.0,7.1,0.184884,1.803116,0
37.0,2.0,0,13,31.0,0.9,0.118017,0.160983,1
31.0,3.0,6,8,54.0,2.8,0.402192,1.109808,0
38.0,1.0,11,13,35.0,8.0,1.2656,1.5344,0
35.0,1.0,15,1,77.0,10.6,5.501188,2.660812,0
44.0,1.0,24,10,101.0,5.6,2.992024,2.663976,0
44.0,2.0,21,14,113.0,13.2,3.192024,11.723976,0
33.0,1.0,0,12,23.0,0.9,0.077418,0.129582,0
35.0,1.0,7,14,29.0,4.9,0.264306,1.156694,0
36.0,3.0,10,4,43.0,13.0,0.96148,4.62852,0
23.0,2.0,3,4,24.0,6.3,0.55188,0.96012,0
27.0,1.0,0,7,18.0,12.8,0.582912,1.721088,0
34.0,1.0,6,1,,1.2,0.04248,0.19752,0
35.0,1.0,0,5,34.0,11.1,1.369962,2.404038,1
24.0,2.0,4,4,20.0,3.7,0.32412,0.41588,0
48.0,2.0,30,8,101.0,6.4,1.87456,4.58944,0
26.0,2.0,8,1,40.0,11.8,0.44368,4.27632,0
40.0,1.0,6,9,36.0,2.1,0.390852,0.365148,1
34.0,1.0,9,8,48.0,9.3,0.419616,4.044384,0
35.0,1.0,17,4,42.0,3.0,0.09324,1.16676,0
30.0,1.0,7,2,33.0,25.4,1.165098,7.216902,1
20.0,1.0,4,0,14.0,9.7,0.200984,1.157016,1
36.0,4.0,1,17,30.0,11.5,0.3243,3.1257,0
21.0,1.0,1,1,16.0,6.3,0.14112,0.86688,0
34.0,1.0,18,10,53.0,10.5,0.840315,4.724685,0
35.0,1.0,7,5,39.0,16.1,1.701609,4.577391,1
35.0,3.0,1,4,20.0,7.9,0.8532,0.7268,0
34.0,1.0,10,1,33.0,10.3,2.501664,0.897336,1
33.0,1.0,12,12,68.0,10.8,1.365984,5.978016,0
30.0,1.0,4,2,18.0,10.7,0.227268,1.698732,0
24.0,2.0,0,5,16.0,7.3,0.024528,1.143472,0
47.0,1.0,31,8,253.0,7.2,9.308376,8.907624,0
,1.0,0,26,,28.9,2.754459,5.048541,1
22.0,3.0,0,2,20.0,4.7,0.21902,0.72098,0
48.0,2.0,6,1,66.0,12.1,2.31594,5.67006,0
36.0,2.0,6,15,27.0,4.6,0.262062,0.979938,1
29.0,2.0,6,4,21.0,11.5,0.369495,2.045505,0
33.0,1.0,15,3,32.0,7.6,0.491264,1.940736,0
45.0,1.0,19,22,77.0,8.4,2.302608,4.165392,0
37.0,1.0,12,14,,14.7,2.994684,3.473316,0
