Age,Salary,Savings,Investment_Return,Years_to_Retirement,Expected_Retirement_Expenses
57,140017,9396.517306098678,0.09355099236581382,4,160612.26535964428
57,104038,40137.159794252984,0.03408763770644757,38,68509.50318513399
61,82393,28554.61164633974,0.03711656309505895,27,91620.81248395692
36,96081,39485.32776995553,0.0210423654205667,9,76566.56874708418
27,132650,12922.15152047787,0.021135203951661373,16,83869.73828517726
25,59430,3922.7894825651874,0.086351330156681,12,59525.9313440566
57,105532,29428.725308291832,0.07856980854743646,31,77963.66003702364
64,57788,12968.65895661683,0.048403284516156664,24,43118.092932879204
34,125505,32364.74262909974,0.07586489257820582,14,98349.26975852517
53,78543,38974.19777905407,0.05161647410479761,25,50126.9956163701
37,43919,21381.415325922175,0.0962317436798262,34,31018.948227625868
36,99346,47094.169116112855,0.0973642145140828,3,59913.960865269044
55,126122,50793.01273568165,0.05142350206474747,24,109378.76377254243
26,69974,14672.051204177042,0.08833775250726945,9,45521.811467667074
59,137309,32330.62865655291,0.0818471233357973,26,138626.00792760833
47,46371,13787.36050348061,0.044799994973743144,20,34378.240339564756
41,75084,31816.13210611545,0.03856318631208848,10,87558.79261844233
50,59629,4825.224870604306,0.056658772031426705,19,66948.51797409255
32,81184,19559.953272655443,0.08250790724915251,3,62809.18177025941
53,91916,8013.048319534963,0.09681342277829964,24,98343.61903813395
50,103972,29278.090366049513,0.0810863255093258,5,112492.18753668554
34,92187,41899.486618198265,0.0884165588014696,3,109881.17628051908
50,42984,17284.649398855337,0.06824514449364133,27,41208.93239674495
58,63039,9615.28117177505,0.08683262646737008,16,40923.62276772109
31,115431,56468.369892017196,0.08275366864027342,15,114057.64090332064
28,113691,39826.83034693342,0.05015884335410241,35,110847.34354357189
35,88606,4846.080529762833,0.06415922416965769,12,87100.61475774886
53,40616,6699.0433422886945,0.08438024975917559,26,31854.616586040393
60,132665,22197.638470244077,0.02368453873519651,34,148028.63529280943
49,135373,10987.473442176073,0.0846463425884664,23,159155.7766939338
45,80072,38588.4530299191,0.034231049923921876,31,58502.805803511925
60,54574,14473.83700078391,0.061174689369715124,20,35630.889526889536
34,33430,15147.686895563906,0.08466203516447501,12,23959.983695293453
61,149123,29078.53413407799,0.04030568625253559,23,162891.7179973383
33,42676,4538.810533306099,0.03966459514449224,4,42931.491861343085
48,40816,10753.02619786941,0.05222115187698015,23,40066.14499494828
59,62733,6353.628704489967,0.09157142380621076,1,52763.21324689171
59,115680,31084.02302299882,0.02003542251497663,25,109513.88384666572
60,32050,14875.486096136909,0.0921106477313548,2,25150.419429026086
42,139996,39807.2555529001,0.032304561971328624,30,124081.26139091812
63,63933,20933.254667812518,0.09920691008539857,3,68781.53915569268
56,54951,6620.897437566483,0.09638775944307745,21,65322.724213065056
48,62413,4349.002228120941,0.059574015167302666,25,72367.45871280618
47,64801,6471.260040746154,0.06101761982501025,20,75189.86817742785
56,85619,27341.503740333865,0.05852394722206834,22,72034.19637232495
61,62913,5835.5119584162885,0.0708354916527618,21,55443.58665139424
36,142573,31251.54543392117,0.027257736178794484,33,145906.5332199089
37,149076,44356.27775208303,0.02260943586732532,38,171931.61031970393
47,70600,15877.499412470239,0.02461623427327191,15,48374.87682615431
49,87775,10854.055553127577,0.055549227939321155,15,68687.89775845926
59,120816,20926.06677388093,0.042043835137558674,25,82583.54806588916
54,120093,56172.64686257287,0.06976316498967951,21,116154.56423305252
41,142590,50504.24070413628,0.09939538314998232,24,111759.27548771638
44,65400,17868.687892349062,0.050905853846117274,5,52036.47213259338
49,34494,1922.0643368435574,0.06590730032836108,6,22164.105063947012
46,110688,54966.21413222031,0.05324831167258684,23,89643.73589361523
37,119431,42058.19044823096,0.08778173341774875,4,133463.89222528724
43,104691,20165.068984073838,0.09217891227697905,27,77454.97544979803
60,127419,56786.94002471904,0.09018844897642081,18,129599.4550542122
36,138730,23069.998407387764,0.09794977909434062,21,135647.00417599856
43,73001,21521.239433614024,0.022201534811233225,28,81621.74393733228
36,97364,32736.87722790581,0.08718529297164249,35,66146.4502410574
33,75028,11215.074185043653,0.08014177384312747,22,89024.77172686074
31,137434,67380.9732266065,0.038295552752029186,23,130504.19120394696
52,127659,49363.99373641778,0.0965056074710022,3,152844.1408886652
38,67573,20340.550889356786,0.03185423425839564,10,77500.07074255987
55,30806,4043.828736124744,0.07436399417071267,25,22578.0366508298
43,86638,6431.675302052744,0.037991217345273,8,54902.258528401944
40,136506,26485.839374149215,0.05451045190192598,11,102841.36208257778
29,59757,23241.547034479747,0.07753279175556552,5,54769.57258395499
59,64636,11065.624008672363,0.06506597136264373,37,45436.38166897537
36,110097,32236.43454355213,0.054200146506248936,38,77120.28929531819
49,78280,29556.667247517158,0.04610707447455898,29,68695.09372043483
45,54262,5348.858829865902,0.08717277245670323,5,33640.31199095504
60,110435,39578.148884390415,0.0315051480251851,9,74337.42623667077
47,92211,8422.72789198392,0.05440823012238401,2,78334.79398088774
40,84842,41089.69191169239,0.09230060574201138,1,54118.84065421337
63,86979,23464.96486751327,0.08766796403679741,30,72893.01483326728
63,144524,17025.541205798043,0.052075340997843736,11,127817.56894795984
38,111470,22747.97675889674,0.08104866908810467,28,97063.61368243804
55,68197,16097.042716665026,0.08585286645670874,12,76483.270650191
29,71844,28104.169771102235,0.09111099392029039,39,65955.484212442
59,94754,36436.769841656365,0.06356046152393824,26,83458.21244498671
47,131868,42906.31675102043,0.036356870884376946,13,111616.44406278494
53,64157,6266.138526526855,0.04042472612031453,8,69967.95784912855
35,107129,12663.31384396715,0.043655573923328334,28,121809.31135793889
42,70042,6457.215006135235,0.06750419846476924,30,77882.8854165027
36,91665,28391.194431023974,0.022624769930288675,9,92043.38825064836
33,145512,64710.976005543336,0.07088339750239746,39,99299.86942763622
34,146953,36034.37900481896,0.04914833907425856,31,112583.9235760558
41,112856,13811.506684078933,0.04361934419917138,21,70832.69586893595
62,57376,17277.00640148621,0.09035972565825011,34,66469.77727597966
31,139049,57745.45030133204,0.05680019164646391,31,138559.42485299485
37,85554,32833.09516980474,0.027604243642615423,25,89644.99812272102
64,44199,19741.60935488532,0.08613974144209977,12,34782.09559067696
33,148533,26001.58449479974,0.02381130059492053,1,164484.27277465232
51,111412,15294.554717016801,0.07813993793345574,22,84200.9526267174
26,80948,36096.12320681263,0.08191249774165321,37,48648.63531044314
29,103781,35898.070069187204,0.04820820847430865,1,85707.43273521608
53,102750,19514.076401224287,0.08598302850222295,1,96837.44530112688
61,96262,36970.058619894895,0.061252752468516275,21,85405.85222248627
62,147424,61446.80572113519,0.05706349226182375,15,164708.82794592736
43,76600,25028.299944558832,0.023632262517495405,17,50804.42694254543
32,106898,38434.946010074425,0.04320233549191247,22,99660.3708941184
25,92483,20241.472784157,0.09448079767082398,38,83954.92152569217
46,48297,14122.67309055004,0.051345917062680005,35,37132.46211598137
41,60448,17280.368098424777,0.06373604164454147,16,66090.02696943308
31,56172,24245.043235528974,0.06256173431874014,8,59076.60881892917
49,72874,31188.890794587696,0.06723448718581547,17,75768.2282505719
28,37657,15993.161795390723,0.02490647645146261,17,42391.068092518006
60,114386,6287.138003061886,0.04897410038389827,26,118237.463596016
30,55425,21465.85131450966,0.07785026191060433,13,40964.88215597323
55,56685,22186.75702804904,0.03604482008583863,17,58007.89338591765
43,142855,50752.16303253708,0.03628627020370884,38,112087.13124408369
63,54578,21302.835624279865,0.02080724853512198,17,40677.244839998544
51,58831,25231.83151648529,0.054998554128656785,14,37875.52462432678
34,37906,9917.861329152029,0.09061875045387377,6,39665.48841999542
50,91413,25222.912274528742,0.024152075486984722,35,93844.63856083086
43,84028,8917.162748367644,0.03528949675968021,14,62239.513265999245
63,37287,8330.62974803414,0.0448067630674204,8,39137.45723795616
27,63660,21613.482308932886,0.07853797892513703,15,73253.85037064135
37,105758,42427.983786602555,0.07125084742420693,27,70309.75589183666
52,90504,13371.431479850395,0.0532755123665484,13,66935.127792334
44,89720,10050.46173065497,0.08072551514067006,31,94220.03906730836
52,132979,46325.74822241192,0.06877048093255216,35,101689.57376177865
32,64701,3289.7836547753595,0.09168326397257753,6,63070.43028007846
63,113300,14759.326210909214,0.08544213993109545,5,73497.54397904332
25,140177,8842.66249711348,0.040225088487136046,22,122139.23214797804
27,47674,5963.936498875903,0.04171508621073602,23,49745.66667125523
37,113560,14943.77784275317,0.030028518063390852,25,114912.31402319505
52,141543,31769.76762978977,0.04695717805739652,34,154146.45020757342
49,53874,12447.437181913583,0.09996351349752755,26,60687.51352117147
57,73642,32654.196587305607,0.052460093489204884,5,78348.46763981848
62,127820,35732.00055321993,0.03763907477512851,26,128197.4071814721
30,95160,35735.63887304932,0.08099863075804424,20,58907.22739272811
56,47602,4610.815930274686,0.0633976802770125,6,43840.49015258181
45,133320,20190.97269528885,0.03196811596215621,6,83007.5164113889
40,118801,43519.7226792685,0.050455174492869265,18,128880.15884472035
45,55931,4125.57024083436,0.05315757724314747,4,44321.66602654193
35,124377,33453.55084660108,0.08030637604553749,17,116598.16695879879
61,59192,18924.63151698417,0.021653709511352356,14,45439.755978492285
60,76542,24567.344349179253,0.04152157174386484,14,81861.67563069385
59,72520,4374.389362921284,0.06140770410524177,13,82085.49793924244
43,94772,18475.66889956377,0.04150773939622747,7,79531.2878769363
44,88762,29861.382425791253,0.07027472379351991,15,99214.03049569346
42,80106,9376.397788787082,0.05854939834196933,19,60900.18632837817
38,111121,40329.92701603773,0.048936820388766455,35,102319.83385984517
39,55559,21427.236404415522,0.09593669014964099,17,61962.555768245125
55,135595,66697.30057034528,0.0705727599349166,35,107869.72839119287
25,63742,9206.186796261763,0.0303953097814353,19,74732.73723636441
27,99669,41991.426832026315,0.06480733579547164,20,67089.96483782923
40,110199,31311.22311593644,0.08245854825607209,36,67327.7366450764
47,51754,11285.3824403805,0.0766791757994238,35,59127.972622399
35,33972,3569.4224399329255,0.03376713834362075,32,21782.47949182531
36,100831,38414.344613485206,0.09779359992320827,24,120506.50770994891
34,142217,22205.18207983799,0.055905091659728484,17,166513.0845120495
56,71873,15606.496093279638,0.032722000299220906,7,49032.662320224284
40,124661,9741.509446263783,0.034415660330251834,1,115006.10221407657
32,136532,56062.102487801756,0.02785879937512644,35,97067.72283227049
62,39903,15760.281842418219,0.08428144867479476,32,34192.60552165252
36,33020,12551.79761859872,0.029762439545747893,36,21028.954660895804
48,71755,13256.7060929054,0.030010020571339755,13,52693.625278406565
52,115956,14850.024971212502,0.08803772918086702,6,94847.79622753846
32,116988,39413.13658672946,0.047568326755804774,14,100982.69625527128
52,75648,20672.697581428572,0.022468632344645797,37,89756.1821645918
60,133537,17388.334852870306,0.02415162396147287,15,144850.17283662106
50,39516,14172.811404062886,0.03137363573631165,4,41193.29481565852
32,142863,70861.0329431791,0.037071467838055164,16,131751.80000878958
52,145005,56008.00934424038,0.07321169553907243,28,160085.32516585966
52,32396,12407.469542380186,0.03258610240014626,16,26033.22155034145
61,114082,54490.21076592249,0.02950995129416576,4,116972.77715004326
60,49129,6942.977361164317,0.08117753131810233,26,58771.567755812524
51,31591,9619.38002382495,0.07368442270879315,28,24918.265117303115
41,41303,20273.206721970022,0.0548259377164189,32,41485.1677459875
33,60561,7532.719494509134,0.06394478171840831,2,67016.13149275946
57,101719,37138.96807823175,0.04495872162611348,31,116924.4189425082
44,148618,46608.769523323455,0.05860003361882886,3,153189.43239728163
37,122108,38331.605045040385,0.06053381191861966,8,94043.2777875718
52,129616,47173.97422548893,0.05097898169424768,24,103144.43241465633
53,116231,54434.18705324364,0.09252577685377303,15,71186.23609908028
37,37314,15006.268126625771,0.021284949198480493,31,39423.41962250082
59,147071,11068.74678948644,0.0825737010472997,9,92014.05396188234
30,49623,21522.865138631587,0.029950626499305945,39,55517.786275471226
42,97675,14797.137230223168,0.08380378884297596,2,65559.10531128033
29,142992,31402.669609792487,0.0692729532541377,8,100541.37973400405
49,126826,32693.176618641788,0.0874622472749122,7,112357.16771386158
26,95082,25330.576963621515,0.027801146051271798,39,99144.6873810446
34,113624,27932.3219582458,0.06471845072798192,16,77650.79193812399
54,135228,63801.78507160031,0.06008703042097577,35,116842.75880345546
29,63130,23213.44097922344,0.0764954546370687,30,56167.44057210595
57,81756,27308.69429887642,0.06274324415149407,10,59466.97495215441
25,127624,9243.66752919656,0.06325876537064834,38,85423.21335929337
42,56292,25711.990134157655,0.054367675486085176,18,62025.48395802457
56,141785,65111.299768259705,0.04470675392058727,5,127816.25529096823
35,116206,46609.74766203131,0.05858114890017538,29,70726.31154526469
45,99274,5277.717730726953,0.02947938870147205,39,107393.49942369598
50,32469,2460.374612507709,0.09692106711864679,34,38588.63644080369
49,83947,12705.43436044981,0.07715286109012787,23,80887.61179586388
46,52534,5731.839413368039,0.09619736933502775,5,47397.48984424474
51,93620,21483.56309538842,0.03813819058639706,30,105514.37585896158
37,78874,36690.636987627346,0.09034728161412225,6,92401.68556174981
57,79708,20917.54689003845,0.08470319876508309,4,83910.37709565199
58,104553,5858.228160612995,0.0741721929966139,29,90675.86409750539
59,98344,17430.0539431702,0.07000233488681647,23,93951.25277751072
25,79138,5545.018336468744,0.0453239732214296,6,80765.17375007666
45,84302,5591.703622703558,0.08531286279720246,32,60407.790349556315
30,77638,13514.75207958462,0.0601212369183787,18,67414.67624353188
52,108249,18838.092022345725,0.02567132607130283,15,118845.79325062882
41,135865,54917.58013811012,0.0450290528684104,32,134891.55568424458
29,32719,15988.97675195534,0.09482376788362622,9,27703.91152506279
55,52890,11479.414438128904,0.0880544208483877,37,52785.1466544219
29,107236,26058.251003694055,0.09855245584612314,10,71948.21914860139
62,66509,28609.19527807615,0.07023947060832784,20,55927.32274863561
27,72534,12378.838057623585,0.039800805851232954,6,78037.6712235674
47,132302,15925.431468783238,0.033025203974149105,3,96885.45213345168
61,122241,53039.18789451854,0.03495315524867693,11,86983.87238719576
61,48787,3460.230849793164,0.02158365266778035,17,57104.75397680576
34,78845,25929.341063135318,0.05125456887887514,32,57236.627162835815
34,87932,26634.319778553065,0.0353142144399634,4,66525.05552747914
43,122124,25116.53492881361,0.0529324368365362,4,144322.42615365202
41,121659,23338.48887623262,0.09479955454710123,17,126625.74596992365
45,63062,25056.801367809432,0.0544432167605752,19,64307.97393931784
38,105713,9396.942194893485,0.09023875975878679,5,117527.04408985161
33,117263,18357.867308251443,0.06844038132927012,32,78506.85725539993
25,125756,47737.22022446387,0.039770524372911356,22,128720.53949241321
37,90461,26843.78274601423,0.04846838074073691,6,81615.1051730651
28,105418,11342.417435237126,0.026713562865714354,35,115695.24131848407
25,96672,43208.61634674389,0.04667700748768084,22,87477.045736081
64,64832,14720.204854784844,0.07420327564028273,1,63026.092487977265
56,61966,26183.161285346192,0.025768887434354813,20,54941.86116268418
58,102545,41476.46402977999,0.03643211267824235,22,90946.68408962042
52,42987,14228.329500366077,0.050515283313064915,11,45599.83526816637
55,67311,18343.358742871802,0.09856396296127701,13,65772.25979638156
32,61575,30220.879348428007,0.08278894583671043,3,60340.90898345966
63,93852,10814.967887845765,0.07867893971936832,9,81667.14700353381
50,31007,11668.556639879838,0.02929527652203568,12,28485.06729176263
58,100981,13737.032701077138,0.08247967148919931,23,105770.58939061537
27,106242,21484.08697652371,0.08282150492128122,14,116394.96907697307
36,77517,14644.08022052699,0.06808821564994626,33,78907.410126
25,140022,66673.74288381817,0.09922894255986976,18,161647.52882649013
29,59257,28758.031262239918,0.04602031247396415,9,64720.16669480321
54,117272,15521.764229332717,0.09530179585934814,23,109897.73421512512
54,72207,4326.341768820848,0.09317848919652029,10,72412.33097243178
41,43281,16187.25058409664,0.020918452779950227,19,50023.52912005577
47,91246,21725.259277675796,0.056009322117984886,5,88645.56441900125
39,31435,2828.461896947414,0.09816833864412587,23,34417.68384584758
61,128875,46097.21466030861,0.028249708992646064,30,130587.27219009574
45,130686,38591.247479825004,0.06382277555066555,25,121689.81316892887
38,121357,59614.510985414694,0.09831660056328834,28,90423.4547286126
26,56660,8631.259915977578,0.06443963392846881,34,48478.21167184868
35,35084,8132.121915868279,0.03518522423777248,25,41421.77355987964
63,112197,33002.25517660032,0.06657465840740719,10,111597.78162422153
62,43507,17675.371128937986,0.036355245915963744,14,40837.28988744505
58,102595,30468.39589378749,0.061576341031558735,30,118987.0109976411
62,113807,37078.89787324714,0.02592337743298784,25,108333.68775871735
58,75539,11464.264958523641,0.06843861353715237,14,69167.24841523932
42,145953,62922.298104319314,0.06134319513025266,35,154066.01834504274
54,37491,9105.954526411548,0.07921290950091706,34,38525.72803285472
39,142831,16201.582051352823,0.0704560376927028,10,102252.1422965909
51,80192,27977.750758008293,0.06396850148246054,35,70792.29189278875
58,110395,16254.637510726412,0.07518230793984969,11,97535.00538604087
62,93888,8816.377032606317,0.03151535308577847,11,77639.2459723003
57,103609,45369.77071678621,0.06762877290068833,21,94323.15623538767
48,39077,10045.64236423664,0.03376884822582221,21,33131.99866859017
39,147440,57085.475769939374,0.09404177662815047,22,106098.89938057873
54,50953,9210.488570665946,0.025466728387648338,7,43178.5857756641
41,106919,43209.87693486788,0.05442997997526346,17,68788.06737454588
29,144682,14521.901206998073,0.07566379821243559,2,136792.71011875643
53,97889,20575.094914331952,0.0566417769334607,12,108871.43408477791
28,53821,26379.16929731898,0.027367620258632187,18,55714.0057002279
34,67567,27519.726424626682,0.06427032129013659,11,55150.646462601675
41,145374,39798.33762610537,0.07133055270618836,16,94819.13366375735
34,54860,11131.086440448256,0.07630338487924061,18,39569.94962489901
41,51195,22651.79422319281,0.049860785157020714,35,47472.82678897987
44,107475,31724.630808423743,0.06509279768230097,26,77837.07602195487
48,120874,47296.93952445992,0.05605491799511306,16,111975.72351207549
29,117266,45657.33605797988,0.07376448310018027,6,86654.81474277802
58,51427,2986.6515852838234,0.06668455738598549,12,57050.76470132759
30,130732,13964.034289419775,0.062060497564730796,13,109600.85651242739
26,57083,19798.280404859983,0.03996194934705989,4,42659.85982847363
37,117046,14364.92859429475,0.020161481419858712,39,127275.31805591853
35,87372,14413.934029162274,0.03392653402491434,2,70395.9156197891
47,74064,35253.507047927866,0.029365283313933493,26,49392.73446725493
40,37813,11422.627281168745,0.05592677960087575,27,35629.13645906754
55,61598,23889.446277465602,0.06898065206094757,27,58452.715118982735
35,142718,42971.152784911355,0.03704680069478465,15,146830.7624269761
40,123106,36763.283477648976,0.09512456767737497,8,91607.0721267309
32,57082,5272.57070020779,0.020534570337911024,7,49448.01334683812
28,59241,12123.578037010144,0.08178408121322743,12,45581.2547352036
64,126214,22351.73005106873,0.07001638156243538,13,81858.89691006327
28,74569,16839.750572948687,0.049884384083814556,17,83962.32988004881
49,41745,17084.34516184106,0.024039115552992634,17,43303.001993019476
27,56029,12179.00695282131,0.07019892574274235,36,43751.80425505028
56,43025,10896.665041349415,0.05084908102925184,21,41287.81381099032
27,131660,30126.655242083547,0.09490137115305754,8,94895.03420747077
51,44288,4075.9835182788515,0.06335920599118128,5,50228.87970365466
53,119186,29615.63181397506,0.09517212090348066,26,79728.73646395959
56,36540,5043.403276670961,0.03763869547786433,16,22008.125578113024
43,127768,17124.167924448484,0.07805807282912826,36,115145.15004524389
45,111958,10335.542381113217,0.06937992166789805,28,106346.2949148818
29,98878,20814.010661535238,0.07915265838650495,29,93674.95976412512
42,71846,28082.219572561215,0.03717342911780294,12,45457.478363218834
52,131148,22872.048676484053,0.0731995612990219,37,103400.53031384313
46,105932,20186.094277421304,0.05984323144454952,30,95287.88570207758
45,47482,16106.065143020909,0.0794259979925053,23,34659.36773517159
30,53411,7377.574138485967,0.046163571532145425,16,60011.292701812315
25,80975,36732.77578722056,0.09120456203722022,14,52817.20482848377
29,90545,25722.542917515402,0.02674410516890803,10,80805.13456271707
36,142302,35777.75712605139,0.08457514550329505,7,144415.13268974193
50,108797,32749.973539594594,0.08890557006520727,37,82364.84066479877
58,82307,10264.95380545606,0.0853801849093457,29,80211.82940403283
38,33093,10790.399959643819,0.06101811154094208,3,36323.90566419696
50,107258,22888.35646445081,0.0550707984024609,15,76603.89796484676
51,52042,23613.217200416315,0.09970098292199014,36,59865.5964238497
33,82930,10447.885711901232,0.03833375609713297,19,77301.9654682136
50,147584,41053.883550794766,0.06375007727008357,13,115047.51367366062
46,74413,23748.959790156532,0.07365404203058605,21,63884.67410761255
54,143387,9323.398529204731,0.07606941086891456,37,112890.75458428728
41,123623,26413.525822777745,0.036321973259086295,27,127958.0501546618
50,127883,48555.36627366097,0.0723195273871841,29,137829.7906437104
60,63756,26724.594764212536,0.08546956531850698,20,70116.45383080113
25,83268,15897.767843000463,0.024001486145688977,25,99210.5703639033
32,69214,28333.92563961488,0.09292170346602532,6,74389.17061251927
59,111871,54312.26797734494,0.022360324411616474,36,107489.06242320016
39,58602,25526.636880842696,0.04847768259907155,2,47088.59275581319
46,83331,8578.076029787127,0.021265055698636966,22,77227.61000190927
38,78901,30209.508319346558,0.02617161348316655,32,49284.791940801464
50,129986,25197.795796727496,0.09289346281440633,16,136081.69936069875
52,93416,46221.04063011335,0.04838886645969183,18,81045.22992019427
47,62196,16694.124292475553,0.05398172243400423,5,38064.81887785388
38,35626,3744.123528321035,0.03722755051060421,36,22711.723378949937
48,37424,14083.904777219683,0.06776766161493758,30,31154.72696523925
26,42857,8372.330918157084,0.06758425717422317,19,40716.41762434384
50,140459,70044.8203894899,0.04977603134601754,23,123396.37347952006
38,145621,71485.65558285499,0.04664278974443187,34,141474.09113304052
31,49982,17256.800719917097,0.09079714465444703,13,44392.840585745726
27,106961,11596.9150628461,0.050662739171376106,29,106642.50300991819
47,31980,11483.616617541344,0.059480079372352654,36,23392.590928903326
42,78290,7192.0105532299895,0.04266438099399445,22,52274.695874763434
62,56431,3567.2219880381954,0.08294156026857019,36,54053.018696088366
59,114976,48328.01164074271,0.05179585255192733,9,102422.19713956134
39,137288,19822.85320671876,0.06108888372354597,39,84585.96389311264
49,112711,24859.78689047631,0.040268573604772914,19,93357.29627748334
61,144187,70371.3053098225,0.09901276738730015,38,95693.3578771141
52,56385,11365.988263847237,0.04331965927389783,6,51807.332975025434
34,68158,12501.567730718692,0.08165940247244413,15,57080.04905417738
63,53019,24558.061469399963,0.05419965202854074,20,51316.620704862544
41,48639,4855.962134340962,0.036497392406731194,9,52693.611791259376
63,115530,45266.05012824453,0.0839775011171889,32,90090.43382652446
46,129911,64257.81362324284,0.046688543122323456,4,152939.18787250973
50,51563,23491.23679160795,0.08921546779182489,18,47509.15305227826
49,69341,23801.337317960028,0.09322057479342585,5,67328.34136587345
41,145672,27871.03885768156,0.08878590683130208,20,146896.14357152375
37,35776,5883.180439385957,0.022800633184544453,23,35777.39232731108
44,66444,27817.763784635714,0.08298986760040845,11,60236.964030531664
49,98916,44108.60899820065,0.05290715731993151,37,84796.58917194001
28,38711,11088.599904800343,0.08989783361457801,22,24475.772169162286
34,104318,16685.974274333163,0.0710363410147791,4,63973.170726077085
27,112970,11390.137414394625,0.08669145073151668,29,92045.32568781986
42,142301,12697.626453371833,0.059954541589346835,34,113868.76703883905
60,115553,43168.85032333603,0.06280204036791463,13,96211.40293626704
46,60707,14512.216425153329,0.03155101057069338,9,41464.15102279161
58,69110,31611.73941010463,0.08271898869514845,31,72074.88550608075
32,91788,35141.22720799869,0.053551168933357735,7,102268.22982208885
64,112879,15359.128121201287,0.06000640946172661,4,131304.1015958314
43,68827,22451.356282172652,0.08280781712765661,19,61628.89215860717
61,137188,33745.155025088614,0.06790763200635512,30,140003.01811897158
30,35655,11044.577617749705,0.036087898195413394,31,39695.805183663615
50,74859,28605.952426799126,0.06721861273207141,35,63703.11257120836
58,83625,34519.4087470239,0.05261062863837246,21,65699.78698262454
30,82098,35276.016160502666,0.05756204336350901,31,95400.72755187588
61,45251,7434.227672166411,0.022264901952213423,19,41151.52776767318
57,30526,1953.7256613847674,0.03680234796130253,31,27423.103285243884
46,98760,37793.73662019285,0.042483046510482264,32,69828.2242179665
45,77837,7616.714479256828,0.07703680062870447,2,51753.27712160782
30,41536,7963.025014682701,0.020919397863849224,10,45908.250384069084
30,58541,3027.606481948033,0.052702180898330564,2,56695.7821603161
28,109083,38915.49846696716,0.09392214963405864,2,86774.95385915611
54,81027,10145.34247206539,0.028950449323929907,24,57937.68629188867
35,64531,22255.263130915577,0.06131395105748888,17,60226.67699197589
54,38712,19212.15308811062,0.08292179059126777,32,36790.010115526245
55,134101,11090.406449198657,0.09540250460160934,16,97115.42935233812
48,95455,8083.616733872007,0.07974213116269745,16,106035.56139898839
33,104744,21280.94759182519,0.07764524389155249,39,68142.11206117707
27,35109,15443.533857982666,0.086119047215661,31,28566.64327626474
55,79268,11651.479737708083,0.05569609767820349,24,79920.42702607655
64,130737,27738.47176990523,0.08446756260942664,1,99944.80440277849
61,84615,6839.213241783846,0.02063715237963609,11,92789.24196385038
60,112503,44260.91687962448,0.09396488443014439,21,117444.21005761511
48,59759,13967.94043163292,0.05546452076137402,4,64146.12970041117
55,115708,45318.418582251805,0.06427041502925981,7,77693.74743193385
30,90112,41147.259531400276,0.04039057991319059,26,61666.189678760624
26,132471,20499.015086844673,0.07940246662723371,12,102252.27750765764
44,56589,23389.83028240838,0.026130864518019905,31,51543.88122081887
52,60015,4596.683915870867,0.08981086420374683,17,62944.310905868784
35,59009,26818.488488107698,0.08624934632050743,33,65023.11079974609
28,113309,38847.52000990034,0.03728480929958131,11,115869.91818947528
39,92046,40813.38287251742,0.084745951862821,28,106511.77713442149
30,136661,6844.636092310918,0.08290861864491852,32,142571.05606057358
54,56143,7078.87333984842,0.07057732782031592,1,44002.678788060046
62,36154,8148.812401857828,0.04988161415197501,28,27442.649252386047
26,51804,11437.095782890767,0.041719900334549434,7,52721.7322172386
39,71688,10898.631460959286,0.038542687223148006,2,51308.70319693264
35,94288,20906.04196378935,0.04548871702108857,24,61817.93644900723
32,81195,8767.59202688731,0.09228467547460244,4,74645.3017943692
50,50581,11924.091805732187,0.0262112620791025,19,55284.2713445936
29,82648,33973.24126835969,0.0863097021002367,26,54616.10473226957
30,60087,15957.99729676098,0.04791120600334589,11,64601.624383748385
50,79930,4643.9361992259655,0.06172795168090865,11,86879.37018469154
28,62981,15093.38523221616,0.08355885069187925,3,56013.05927948141
43,99298,6179.19113650489,0.0907501237618377,12,62993.27949805279
44,76167,36926.48783848711,0.04758251360581176,3,53678.99111996667
57,105304,11304.83528437961,0.05694747850200883,27,107879.28988779127
44,73408,27047.893096675125,0.05316128518534338,2,75394.91723153737
36,69499,33898.09174910468,0.021060082680312845,16,79160.27596132655
25,82269,34694.28303370074,0.04367543110869253,2,78123.60395453939
50,68559,25002.913261474827,0.05673513869860494,30,46240.606213853316
38,144126,61650.96436921839,0.05288748871043518,20,96975.02680248577
62,104319,51305.06604701494,0.07775433820125435,38,107728.08383226387
61,141925,46779.19299771823,0.05078428937768826,28,100805.18315726332
35,125317,37799.76309684382,0.05915011591765362,25,99881.57139327246
60,126347,42036.550244216894,0.05436868737058907,32,112742.86526313782
37,78787,22824.920790627184,0.07925009191154964,10,48442.890245755334
27,65488,21990.22191551705,0.08903779191895701,33,49069.59626488877
57,104441,26363.93651928793,0.06255112632060113,13,88224.8391612653
30,104663,15521.463482552008,0.0831545755356153,37,80358.34560147267
34,52431,5458.657049955149,0.04374293456158805,16,35748.61958367116
29,91681,7403.554389739925,0.0633095688125815,22,95055.53508420789
47,93483,15751.147235670183,0.04761839629359779,20,101699.08934884124
34,79153,5600.518319539853,0.053136074045746426,27,59719.94003922255
26,36368,11100.490115848695,0.07859310918501348,16,38719.252907905226
37,57424,10205.554133845384,0.09053299858661702,34,47738.41672930862
64,142360,59939.34887567146,0.029719631287021233,32,128695.0735115855
26,75004,6255.963096929422,0.07077114051899044,26,83524.50277277162
44,113869,17291.938239126797,0.06657150460622388,25,119559.28547589503
25,118652,44922.924630042995,0.029473203134074553,2,128508.43478542025
