datetime,usd_brl
1999-04-19,1.6721
1999-04-20,1.7101
1999-04-22,1.7014
1999-04-23,1.6851
1999-04-26,1.6978
1999-04-27,1.7069
1999-04-28,1.6963
1999-04-29,1.6676
1999-04-30,1.6607
1999-05-03,1.6735
1999-05-04,1.6734
1999-05-05,1.6847
1999-05-06,1.6729
1999-05-07,1.6712
1999-05-10,1.6518
1999-05-11,1.6468
1999-05-12,1.6614
1999-05-13,1.651
1999-05-14,1.657
1999-05-17,1.667
1999-05-18,1.6659
1999-05-19,1.6636
1999-05-20,1.6834
1999-05-21,1.6963
1999-05-24,1.6985
1999-05-25,1.748
1999-05-26,1.7186
1999-05-27,1.7137
1999-05-28,1.7311
1999-05-31,1.724
1999-06-01,1.7336
1999-06-02,1.7542
1999-06-04,1.7365
1999-06-07,1.7412
1999-06-08,1.7479
1999-06-09,1.7491
1999-06-10,1.7597
1999-06-11,1.773
1999-06-14,1.7783
1999-06-15,1.7892
1999-06-16,1.7675
1999-06-17,1.7605
1999-06-18,1.7485
1999-06-21,1.7636
1999-06-22,1.7688
1999-06-23,1.7848
1999-06-24,1.8003
1999-06-25,1.7904
1999-06-28,1.79
1999-06-29,1.7672
1999-06-30,1.7695
1999-07-01,1.7575
1999-07-02,1.7706
1999-07-05,1.7663
1999-07-06,1.7754
1999-07-07,1.7815
1999-07-08,1.7911
1999-07-09,1.8044
1999-07-12,1.819
1999-07-13,1.8392
1999-07-14,1.8109
1999-07-15,1.8281
1999-07-16,1.8107
1999-07-19,1.7929
1999-07-20,1.7982
1999-07-21,1.8171
1999-07-22,1.8171
1999-07-23,1.8147
1999-07-26,1.8203
1999-07-27,1.8173
1999-07-28,1.7915
1999-07-29,1.7939
1999-07-30,1.7892
1999-08-02,1.8115
1999-08-03,1.8278
1999-08-04,1.8217
1999-08-05,1.8476
1999-08-06,1.8493
1999-08-09,1.8454
1999-08-10,1.8729
1999-08-11,1.863
1999-08-12,1.8511
1999-08-13,1.8711
1999-08-16,1.8768
1999-08-17,1.882
1999-08-18,1.8927
1999-08-19,1.9171
1999-08-20,1.9497
1999-08-23,1.8706
1999-08-24,1.9026
1999-08-25,1.9311
1999-08-26,1.9087
1999-08-27,1.9243
1999-08-30,1.9436
1999-08-31,1.9159
1999-09-01,1.9217
1999-09-02,1.9244
1999-09-03,1.904
1999-09-06,1.9059
1999-09-08,1.8983
1999-09-09,1.8735
1999-09-10,1.8621
1999-09-13,1.8822
1999-09-14,1.8923
1999-09-15,1.8779
1999-09-16,1.8794
1999-09-17,1.8861
1999-09-20,1.8745
1999-09-21,1.8791
1999-09-22,1.8906
1999-09-23,1.8914
1999-09-24,1.9144
1999-09-27,1.9174
1999-09-28,1.9393
1999-09-29,1.9224
1999-09-30,1.9223
1999-10-01,1.9565
1999-10-04,1.9388
1999-10-05,1.9525
1999-10-06,1.96
1999-10-07,1.9339
1999-10-08,1.943
1999-10-11,1.955
1999-10-13,1.9587
1999-10-14,1.9648
1999-10-15,1.9794
1999-10-18,1.9829
1999-10-19,1.9933
1999-10-20,2.0025
1999-10-21,1.9936
1999-10-22,1.9834
1999-10-25,1.9777
1999-10-26,1.9869
1999-10-27,1.9954
1999-10-28,1.9789
1999-10-29,1.953
1999-11-01,1.9431
1999-11-03,1.9414
1999-11-04,1.9295
1999-11-05,1.9155
1999-11-08,1.9266
1999-11-09,1.9241
1999-11-10,1.9348
1999-11-11,1.9288
1999-11-12,1.9331
1999-11-16,1.9331
1999-11-17,1.9327
1999-11-18,1.929
1999-11-19,1.9313
1999-11-22,1.9322
1999-11-23,1.9328
1999-11-24,1.9295
1999-11-25,1.93
1999-11-26,1.9263
1999-11-29,1.9213
1999-11-30,1.9227
1999-12-01,1.9221
1999-12-02,1.895
1999-12-03,1.8774
1999-12-06,1.8669
1999-12-07,1.8594
1999-12-08,1.8627
1999-12-09,1.8668
1999-12-10,1.8667
1999-12-13,1.8564
1999-12-14,1.8463
1999-12-15,1.8501
1999-12-16,1.8407
1999-12-17,1.8178
1999-12-20,1.8048
1999-12-21,1.8234
1999-12-22,1.8204
1999-12-23,1.8286
1999-12-24,1.829
1999-12-27,1.8267
1999-12-28,1.8289
1999-12-29,1.817
1999-12-30,1.789
1999-12-31,1.789
2000-01-03,1.8011
2000-01-04,1.8337
2000-01-05,1.8544
2000-01-06,1.8461
2000-01-07,1.8281
2000-01-10,1.8161
2000-01-11,1.8219
2000-01-12,1.8314
2000-01-13,1.8193
2000-01-14,1.7997
2000-01-17,1.7957
2000-01-18,1.7924
2000-01-19,1.7984
2000-01-20,1.7801
2000-01-21,1.7784
2000-01-24,1.7652
2000-01-25,1.7741
2000-01-26,1.7769
2000-01-27,1.7753
2000-01-28,1.7875
2000-01-31,1.8024
2000-02-01,1.7932
2000-02-02,1.79
2000-02-03,1.7779
2000-02-04,1.7785
2000-02-07,1.7659
2000-02-08,1.7654
2000-02-09,1.7632
2000-02-10,1.7695
2000-02-11,1.7647
2000-02-14,1.7699
2000-02-15,1.7764
2000-02-16,1.7732
2000-02-17,1.774
2000-02-18,1.7705
2000-02-21,1.7784
2000-02-22,1.7825
2000-02-23,1.7886
2000-02-24,1.7779
2000-02-25,1.7741
2000-02-28,1.7788
2000-02-29,1.7685
2000-03-01,1.7678
2000-03-02,1.76
2000-03-03,1.7511
2000-03-08,1.7498
2000-03-09,1.7343
2000-03-10,1.7386
2000-03-13,1.7502
2000-03-14,1.7372
2000-03-15,1.7431
2000-03-16,1.7357
2000-03-17,1.7407
2000-03-20,1.7388
2000-03-21,1.7381
2000-03-22,1.7305
2000-03-23,1.7242
2000-03-24,1.7234
2000-03-27,1.7362
2000-03-28,1.7456
2000-03-29,1.7379
2000-03-30,1.7522
2000-03-31,1.7473
2000-04-03,1.7407
2000-04-04,1.7425
2000-04-05,1.7532
2000-04-06,1.7423
2000-04-07,1.7439
2000-04-10,1.7387
2000-04-11,1.7448
2000-04-12,1.7471
2000-04-13,1.7633
2000-04-14,1.7833
2000-04-17,1.7873
2000-04-18,1.7696
2000-04-19,1.7662
2000-04-20,1.7784
2000-04-24,1.7916
2000-04-25,1.7888
2000-04-26,1.7985
2000-04-27,1.8083
2000-04-28,1.8067
2000-05-02,1.8008
2000-05-03,1.8162
2000-05-04,1.8144
2000-05-05,1.8118
2000-05-08,1.8058
2000-05-09,1.8079
2000-05-10,1.8169
2000-05-11,1.8162
2000-05-12,1.8266
2000-05-15,1.8382
2000-05-16,1.8198
2000-05-17,1.8292
2000-05-18,1.8305
2000-05-19,1.8454
2000-05-22,1.8468
2000-05-23,1.8537
2000-05-24,1.8537
2000-05-25,1.8392
2000-05-26,1.8455
2000-05-29,1.8388
2000-05-30,1.8305
2000-05-31,1.8266
2000-06-01,1.8202
2000-06-02,1.8104
2000-06-05,1.7933
2000-06-06,1.7899
2000-06-07,1.8036
2000-06-08,1.7948
2000-06-09,1.7999
2000-06-12,1.804
2000-06-13,1.81
2000-06-14,1.8107
2000-06-15,1.8079
2000-06-16,1.8073
2000-06-19,1.803
2000-06-20,1.7991
2000-06-21,1.8121
2000-06-23,1.8203
2000-06-26,1.8282
2000-06-27,1.8235
2000-06-28,1.8195
2000-06-29,1.8172
2000-06-30,1.8
2000-07-03,1.808
2000-07-04,1.8121
2000-07-05,1.8047
2000-07-06,1.797
2000-07-07,1.7972
2000-07-10,1.8006
2000-07-11,1.7972
2000-07-12,1.8034
2000-07-13,1.8104
2000-07-14,1.8106
2000-07-17,1.7979
2000-07-18,1.797
2000-07-19,1.8044
2000-07-20,1.8015
2000-07-21,1.7921
2000-07-24,1.7956
2000-07-25,1.7898
2000-07-26,1.7925
2000-07-27,1.7847
2000-07-28,1.7828
2000-07-31,1.7748
2000-08-01,1.788
2000-08-02,1.7916
2000-08-03,1.8079
2000-08-04,1.7919
2000-08-07,1.7961
2000-08-08,1.7992
2000-08-09,1.795
2000-08-10,1.7962
2000-08-11,1.7959
2000-08-14,1.8021
2000-08-15,1.8056
2000-08-16,1.807
2000-08-17,1.8096
2000-08-18,1.8174
2000-08-21,1.8199
2000-08-22,1.8169
2000-08-23,1.8186
2000-08-24,1.8204
2000-08-25,1.8213
2000-08-28,1.8277
2000-08-29,1.8349
2000-08-30,1.8259
2000-08-31,1.8234
2000-09-01,1.8218
2000-09-04,1.8255
2000-09-05,1.8294
2000-09-06,1.8207
2000-09-08,1.8224
2000-09-11,1.8199
2000-09-12,1.8279
2000-09-13,1.832
2000-09-14,1.8317
2000-09-15,1.8438
2000-09-18,1.8558
2000-09-19,1.8538
2000-09-20,1.8546
2000-09-21,1.8517
2000-09-22,1.8594
2000-09-25,1.842
2000-09-26,1.8506
2000-09-27,1.8492
2000-09-28,1.8479
2000-09-29,1.8437
2000-10-02,1.8483
2000-10-03,1.8498
2000-10-04,1.8529
2000-10-05,1.8501
2000-10-06,1.852
2000-10-09,1.8574
2000-10-10,1.8541
2000-10-11,1.8603
2000-10-13,1.8764
2000-10-16,1.8704
2000-10-17,1.8667
2000-10-18,1.8795
2000-10-19,1.8714
2000-10-20,1.8796
2000-10-23,1.8918
2000-10-24,1.8981
2000-10-25,1.9282
2000-10-26,1.934
2000-10-27,1.924
2000-10-30,1.9184
2000-10-31,1.909
2000-11-01,1.9099
2000-11-03,1.9286
2000-11-06,1.9462
2000-11-07,1.9573
2000-11-08,1.9503
2000-11-09,1.9683
2000-11-10,1.9566
2000-11-13,1.9579
2000-11-14,1.9441
2000-11-16,1.9486
2000-11-17,1.9609
2000-11-20,1.9365
2000-11-21,1.91
2000-11-22,1.9322
2000-11-23,1.9413
2000-11-24,1.956
2000-11-27,1.9571
2000-11-28,1.9778
2000-11-29,1.961
2000-11-30,1.9596
2000-12-01,1.9795
2000-12-04,1.9847
2000-12-05,1.9648
2000-12-06,1.9657
2000-12-07,1.9698
2000-12-08,1.9695
2000-12-11,1.9648
2000-12-12,1.9676
2000-12-13,1.9623
2000-12-14,1.9635
2000-12-15,1.9678
2000-12-18,1.9539
2000-12-19,1.9556
2000-12-20,1.9559
2000-12-21,1.9578
2000-12-22,1.9524
2000-12-26,1.9578
2000-12-27,1.9608
2000-12-28,1.9554
2000-12-29,1.9554
2001-01-02,1.9384
2001-01-03,1.9422
2001-01-04,1.9357
2001-01-05,1.9484
2001-01-08,1.9524
2001-01-09,1.9441
2001-01-10,1.9429
2001-01-11,1.9463
2001-01-12,1.9508
2001-01-15,1.9475
2001-01-16,1.9516
2001-01-17,1.9501
2001-01-18,1.9527
2001-01-19,1.9553
2001-01-22,1.9571
2001-01-23,1.9586
2001-01-24,1.9595
2001-01-25,1.9738
2001-01-26,1.974
2001-01-29,1.9753
2001-01-30,1.9714
2001-01-31,1.9711
2001-02-01,1.9739
2001-02-02,1.9934
2001-02-05,1.9945
2001-02-06,1.998
2001-02-07,2.0045
2001-02-08,1.9959
2001-02-09,1.9884
2001-02-12,1.9813
2001-02-13,1.9803
2001-02-14,1.9894
2001-02-15,1.9812
2001-02-16,1.994
2001-02-19,2.0027
2001-02-20,2.0063
2001-02-21,2.024
2001-02-22,2.0368
2001-02-23,2.0436
2001-02-28,2.0452
2001-03-01,2.0428
2001-03-02,2.0355
2001-03-05,2.0232
2001-03-06,2.0208
2001-03-07,2.0391
2001-03-08,2.0385
2001-03-09,2.0599
2001-03-12,2.0552
2001-03-13,2.0622
2001-03-14,2.0763
2001-03-15,2.0864
2001-03-16,2.1217
2001-03-19,2.1277
2001-03-20,2.0929
2001-03-21,2.1
2001-03-22,2.1419
2001-03-23,2.1586
2001-03-26,2.1373
2001-03-27,2.1236
2001-03-28,2.117
2001-03-29,2.1369
2001-03-30,2.1616
2001-04-02,2.1584
2001-04-03,2.1732
2001-04-04,2.1632
2001-04-05,2.1589
2001-04-06,2.1521
2001-04-09,2.1642
2001-04-10,2.1422
2001-04-11,2.1384
2001-04-12,2.1573
2001-04-16,2.1825
2001-04-17,2.1888
2001-04-18,2.175
2001-04-19,2.1882
2001-04-20,2.2364
2001-04-23,2.2586
2001-04-24,2.2538
2001-04-25,2.3011
2001-04-26,2.2541
2001-04-27,2.218
2001-04-30,2.1847
2001-05-02,2.2239
2001-05-03,2.2353
2001-05-04,2.2187
2001-05-07,2.1957
2001-05-08,2.2319
2001-05-09,2.2586
2001-05-10,2.2695
2001-05-11,2.2863
2001-05-14,2.3062
2001-05-15,2.3384
2001-05-16,2.3219
2001-05-17,2.3036
2001-05-18,2.2941
2001-05-21,2.3278
2001-05-22,2.3062
2001-05-23,2.3427
2001-05-24,2.3494
2001-05-25,2.3403
2001-05-28,2.3265
2001-05-29,2.3425
2001-05-30,2.3596
2001-05-31,2.36
2001-06-01,2.3833
2001-06-04,2.3629
2001-06-05,2.3895
2001-06-06,2.3821
2001-06-07,2.388
2001-06-08,2.3619
2001-06-11,2.3722
2001-06-12,2.3906
2001-06-13,2.4078
2001-06-15,2.4079
2001-06-18,2.4586
2001-06-19,2.4675
2001-06-20,2.4748
2001-06-21,2.4054
2001-06-22,2.3296
2001-06-25,2.2997
2001-06-26,2.3139
2001-06-27,2.3236
2001-06-28,2.2923
2001-06-29,2.3049
2001-07-02,2.3249
2001-07-03,2.3395
2001-07-04,2.3907
2001-07-05,2.4113
2001-07-06,2.4943
2001-07-09,2.4548
2001-07-10,2.4802
2001-07-11,2.53
2001-07-12,2.5423
2001-07-13,2.5538
2001-07-16,2.5979
2001-07-17,2.5304
2001-07-18,2.4696
2001-07-19,2.5032
2001-07-20,2.4573
2001-07-23,2.4108
2001-07-24,2.4247
2001-07-25,2.4914
2001-07-26,2.4836
2001-07-27,2.4971
2001-07-30,2.4334
2001-07-31,2.4313
2001-08-01,2.4935
2001-08-02,2.4877
2001-08-03,2.4884
2001-08-06,2.469
2001-08-07,2.4463
2001-08-08,2.4704
2001-08-09,2.4668
2001-08-10,2.4842
2001-08-13,2.491
2001-08-14,2.514
2001-08-15,2.5005
2001-08-16,2.4877
2001-08-17,2.5235
2001-08-20,2.5306
2001-08-21,2.5353
2001-08-22,2.5231
2001-08-23,2.5282
2001-08-24,2.55
2001-08-27,2.5585
2001-08-28,2.5564
2001-08-29,2.5474
2001-08-30,2.5403
2001-08-31,2.5517
2001-09-03,2.559
2001-09-04,2.5642
2001-09-05,2.5669
2001-09-06,2.5927
2001-09-10,2.6013
2001-09-11,2.6369
2001-09-12,2.6741
2001-09-13,2.6978
2001-09-14,2.6986
2001-09-17,2.6679
2001-09-18,2.6793
2001-09-19,2.7065
2001-09-20,2.7322
2001-09-21,2.8007
2001-09-24,2.7675
2001-09-25,2.7133
2001-09-26,2.7264
2001-09-27,2.705
2001-09-28,2.6713
2001-10-01,2.6866
2001-10-02,2.7038
2001-10-03,2.7287
2001-10-04,2.7326
2001-10-05,2.754
2001-10-08,2.7828
2001-10-09,2.7797
2001-10-10,2.7784
2001-10-11,2.7799
2001-10-15,2.779
2001-10-16,2.7526
2001-10-17,2.7211
2001-10-18,2.7425
2001-10-19,2.7573
2001-10-22,2.7176
2001-10-23,2.7168
2001-10-24,2.7438
2001-10-25,2.7428
2001-10-26,2.729
2001-10-29,2.7246
2001-10-30,2.7231
2001-10-31,2.7071
2001-11-01,2.682
2001-11-05,2.6208
2001-11-06,2.6003
2001-11-07,2.6055
2001-11-08,2.5571
2001-11-09,2.5347
2001-11-12,2.5502
2001-11-13,2.527
2001-11-14,2.5299
2001-11-16,2.5392
2001-11-19,2.5154
2001-11-20,2.535
2001-11-21,2.5411
2001-11-22,2.5383
2001-11-23,2.5134
2001-11-26,2.4894
2001-11-27,2.4604
2001-11-28,2.4857
2001-11-29,2.5072
2001-11-30,2.5287
2001-12-03,2.4672
2001-12-04,2.4289
2001-12-05,2.4306
2001-12-06,2.4435
2001-12-07,2.4005
2001-12-10,2.3579
2001-12-11,2.3417
2001-12-12,2.3551
2001-12-13,2.3847
2001-12-14,2.384
2001-12-17,2.358
2001-12-18,2.343
2001-12-19,2.293
2001-12-20,2.3202
2001-12-21,2.3311
2001-12-24,2.3378
2001-12-26,2.3145
2001-12-27,2.3215
2001-12-28,2.3204
2001-12-31,2.3204
2002-01-02,2.3066
2002-01-03,2.2932
2002-01-04,2.3101
2002-01-07,2.3428
2002-01-08,2.3454
2002-01-09,2.3794
2002-01-10,2.3896
2002-01-11,2.4168
2002-01-14,2.4072
2002-01-15,2.3705
2002-01-16,2.3867
2002-01-17,2.3641
2002-01-18,2.3752
2002-01-21,2.3742
2002-01-22,2.3667
2002-01-23,2.3804
2002-01-24,2.3981
2002-01-25,2.4046
2002-01-28,2.4228
2002-01-29,2.4234
2002-01-30,2.4384
2002-01-31,2.4183
2002-02-01,2.4161
2002-02-04,2.4228
2002-02-05,2.4214
2002-02-06,2.4206
2002-02-07,2.4518
2002-02-08,2.4691
2002-02-13,2.4232
2002-02-14,2.4249
2002-02-15,2.438
2002-02-18,2.4284
2002-02-19,2.4249
2002-02-20,2.4284
2002-02-21,2.4241
2002-02-22,2.4273
2002-02-25,2.4062
2002-02-26,2.3947
2002-02-27,2.3827
2002-02-28,2.3482
2002-03-01,2.3596
2002-03-04,2.3432
2002-03-05,2.3251
2002-03-06,2.352
2002-03-07,2.3663
2002-03-08,2.3582
2002-03-11,2.3487
2002-03-12,2.3496
2002-03-13,2.3368
2002-03-14,2.3441
2002-03-15,2.3542
2002-03-18,2.3406
2002-03-19,2.3432
2002-03-20,2.338
2002-03-21,2.3475
2002-03-22,2.3508
2002-03-25,2.3641
2002-03-26,2.3502
2002-03-27,2.3371
2002-03-28,2.3236
2002-04-01,2.322
2002-04-02,2.3022
2002-04-03,2.2977
2002-04-04,2.3118
2002-04-05,2.2924
2002-04-08,2.2907
2002-04-09,2.2842
2002-04-10,2.2728
2002-04-11,2.2709
2002-04-12,2.2988
2002-04-15,2.318
2002-04-16,2.3172
2002-04-17,2.3165
2002-04-18,2.3327
2002-04-19,2.3269
2002-04-22,2.3347
2002-04-23,2.3487
2002-04-24,2.3568
2002-04-25,2.3666
2002-04-26,2.3558
2002-04-29,2.3689
2002-04-30,2.3625
2002-05-02,2.377
2002-05-03,2.4149
2002-05-06,2.4327
2002-05-07,2.4174
2002-05-08,2.4341
2002-05-09,2.4519
2002-05-10,2.4838
2002-05-13,2.4952
2002-05-14,2.5154
2002-05-15,2.5117
2002-05-16,2.4799
2002-05-17,2.4763
2002-05-20,2.4737
2002-05-21,2.4787
2002-05-22,2.5016
2002-05-23,2.5296
2002-05-24,2.524
2002-05-27,2.5228
2002-05-28,2.5248
2002-05-29,2.5201
2002-05-31,2.522
2002-06-03,2.5413
2002-06-04,2.5697
2002-06-05,2.6086
2002-06-06,2.6418
2002-06-07,2.6708
2002-06-10,2.6367
2002-06-11,2.6664
2002-06-12,2.7486
2002-06-13,2.6922
2002-06-14,2.7181
2002-06-17,2.6823
2002-06-18,2.67
2002-06-19,2.703
2002-06-20,2.7505
2002-06-21,2.791
2002-06-24,2.8269
2002-06-25,2.7995
2002-06-26,2.8584
2002-06-27,2.8593
2002-06-28,2.8444
2002-07-01,2.8595
2002-07-02,2.9141
2002-07-03,2.8617
2002-07-04,2.8481
2002-07-05,2.8746
2002-07-08,2.8711
2002-07-09,2.8551
2002-07-10,2.8541
2002-07-11,2.8232
2002-07-12,2.8147
2002-07-15,2.8455
2002-07-16,2.8671
2002-07-17,2.8783
2002-07-18,2.8772
2002-07-19,2.8671
2002-07-22,2.8816
2002-07-23,2.9132
2002-07-24,2.9479
2002-07-25,2.9822
2002-07-26,3.0177
2002-07-29,3.1449
2002-07-30,3.2692
2002-07-31,3.4285
2002-08-01,3.3275
2002-08-02,3.0302
2002-08-05,3.0732
2002-08-06,3.207
2002-08-07,3.0598
2002-08-08,2.8883
2002-08-09,2.9964
2002-08-12,3.0979
2002-08-13,3.2094
2002-08-14,3.1965
2002-08-15,3.1912
2002-08-16,3.162
2002-08-19,3.1142
2002-08-20,3.0923
2002-08-21,3.0794
2002-08-22,3.1417
2002-08-23,3.1136
2002-08-26,3.0788
2002-08-27,3.0949
2002-08-28,3.1219
2002-08-29,3.1239
2002-08-30,3.0223
2002-09-02,3.0286
2002-09-03,3.0988
2002-09-04,3.1325
2002-09-05,3.1512
2002-09-06,3.1783
2002-09-09,3.1312
2002-09-10,3.1306
2002-09-11,3.1153
2002-09-12,3.1239
2002-09-13,3.1506
2002-09-16,3.1884
2002-09-17,3.2248
2002-09-18,3.324
2002-09-19,3.3843
2002-09-20,3.4277
2002-09-23,3.5448
2002-09-24,3.6216
2002-09-25,3.7257
2002-09-26,3.7516
2002-09-27,3.8541
2002-09-30,3.8949
2002-10-01,3.7467
2002-10-02,3.5936
2002-10-03,3.6952
2002-10-04,3.6593
2002-10-07,3.6965
2002-10-08,3.7017
2002-10-09,3.852
2002-10-10,3.9228
2002-10-11,3.9235
2002-10-14,3.8613
2002-10-15,3.8567
2002-10-16,3.8744
2002-10-17,3.9245
2002-10-18,3.8759
2002-10-21,3.9125
2002-10-22,3.9552
2002-10-23,3.8704
2002-10-24,3.8617
2002-10-25,3.8015
2002-10-28,3.7406
2002-10-29,3.8211
2002-10-30,3.7443
2002-10-31,3.645
2002-11-01,3.6113
2002-11-04,3.5418
2002-11-05,3.5625
2002-11-06,3.5976
2002-11-07,3.6218
2002-11-08,3.5271
2002-11-11,3.5035
2002-11-12,3.5527
2002-11-13,3.6342
2002-11-14,3.6797
2002-11-18,3.5889
2002-11-19,3.5547
2002-11-20,3.5146
2002-11-21,3.5103
2002-11-22,3.5616
2002-11-25,3.5492
2002-11-26,3.5872
2002-11-27,3.5898
2002-11-28,3.603
2002-11-29,3.6365
2002-12-02,3.616
2002-12-03,3.6625
2002-12-04,3.7049
2002-12-05,3.7514
2002-12-06,3.7526
2002-12-09,3.798
2002-12-10,3.7685
2002-12-11,3.7954
2002-12-12,3.7535
2002-12-13,3.7342
2002-12-16,3.6318
2002-12-17,3.5827
2002-12-18,3.5316
2002-12-19,3.5047
2002-12-20,3.4278
2002-12-23,3.4947
2002-12-24,3.501
2002-12-26,3.5251
2002-12-27,3.5413
2002-12-30,3.5333
2002-12-31,3.5333
2003-01-02,3.5224
2003-01-03,3.4698
2003-01-06,3.3664
2003-01-07,3.3423
2003-01-08,3.3124
2003-01-09,3.3297
2003-01-10,3.2918
2003-01-13,3.2956
2003-01-14,3.2758
2003-01-15,3.2983
2003-01-16,3.2937
2003-01-17,3.3632
2003-01-20,3.4103
2003-01-21,3.4402
2003-01-22,3.5189
2003-01-23,3.4901
2003-01-24,3.5923
2003-01-27,3.6623
2003-01-28,3.6312
2003-01-29,3.6417
2003-01-30,3.5696
2003-01-31,3.5258
2003-02-03,3.493
2003-02-04,3.5406
2003-02-05,3.5845
2003-02-06,3.6045
2003-02-07,3.5802
2003-02-10,3.6042
2003-02-11,3.5737
2003-02-12,3.6003
2003-02-13,3.6359
2003-02-14,3.658
2003-02-17,3.6232
2003-02-18,3.5889
2003-02-19,3.5935
2003-02-20,3.6067
2003-02-21,3.6097
2003-02-24,3.587
2003-02-25,3.6013
2003-02-26,3.5817
2003-02-27,3.585
2003-02-28,3.5632
2003-03-05,3.5637
2003-03-06,3.526
2003-03-07,3.501
2003-03-10,3.5281
2003-03-11,3.5061
2003-03-12,3.4763
2003-03-13,3.4293
2003-03-14,3.3958
2003-03-17,3.4442
2003-03-18,3.4308
2003-03-19,3.4576
2003-03-20,3.483
2003-03-21,3.4462
2003-03-24,3.407
2003-03-25,3.3892
2003-03-26,3.3747
2003-03-27,3.4031
2003-03-28,3.3757
2003-03-31,3.3531
2003-04-01,3.3359
2003-04-02,3.2795
2003-04-03,3.2563
2003-04-04,3.2469
2003-04-07,3.1723
2003-04-08,3.1649
2003-04-09,3.1857
2003-04-10,3.2157
2003-04-11,3.2147
2003-04-14,3.1818
2003-04-15,3.1154
2003-04-16,3.0752
2003-04-17,3.0289
2003-04-22,3.0639
2003-04-23,3.0147
2003-04-24,3.0029
2003-04-25,3.0123
2003-04-28,2.9915
2003-04-29,2.9251
2003-04-30,2.8898
2003-05-02,2.9159
2003-05-05,2.9845
2003-05-06,3.0277
2003-05-07,2.9639
2003-05-08,2.9177
2003-05-09,2.8802
2003-05-12,2.8757
2003-05-13,2.8653
2003-05-14,2.8902
2003-05-15,2.9306
2003-05-16,2.9731
2003-05-19,2.9815
2003-05-20,3.0141
2003-05-21,3.0109
2003-05-22,2.9842
2003-05-23,2.9445
2003-05-26,2.9565
2003-05-27,3.0257
2003-05-28,3.014
2003-05-29,2.9488
2003-05-30,2.9656
2003-06-02,2.978
2003-06-03,2.964
2003-06-04,2.9112
2003-06-05,2.8929
2003-06-06,2.8491
2003-06-09,2.8682
2003-06-10,2.8603
2003-06-11,2.8692
2003-06-12,2.862
2003-06-13,2.857
2003-06-16,2.8508
2003-06-17,2.8744
2003-06-18,2.8902
2003-06-20,2.8933
2003-06-23,2.8788
2003-06-24,2.8616
2003-06-25,2.8559
2003-06-26,2.894
2003-06-27,2.8812
2003-06-30,2.872
2003-07-01,2.8443
2003-07-02,2.8219
2003-07-03,2.8332
2003-07-04,2.8299
2003-07-07,2.8676
2003-07-08,2.8823
2003-07-09,2.8671
2003-07-10,2.8922
2003-07-11,2.9029
2003-07-14,2.8753
2003-07-15,2.8554
2003-07-16,2.8677
2003-07-17,2.8563
2003-07-18,2.8774
2003-07-21,2.8828
2003-07-22,2.8826
2003-07-23,2.8878
2003-07-24,2.8961
2003-07-25,2.8885
2003-07-28,2.8965
2003-07-29,2.9155
2003-07-30,2.9473
2003-07-31,2.9655
2003-08-01,3.0006
2003-08-04,3.074
2003-08-05,3.0366
2003-08-06,3.039
2003-08-07,3.0069
2003-08-08,2.9892
2003-08-11,2.9945
2003-08-12,3.0237
2003-08-13,3.0309
2003-08-14,3.014
2003-08-15,2.993
2003-08-18,2.9848
2003-08-19,2.9973
2003-08-20,3.001
2003-08-21,3.0032
2003-08-22,2.9926
2003-08-25,2.9895
2003-08-26,2.9896
2003-08-27,2.9734
2003-08-28,2.9531
2003-08-29,2.9665
2003-09-01,2.984
2003-09-02,2.9789
2003-09-03,2.9568
2003-09-04,2.9418
2003-09-05,2.9216
2003-09-08,2.9155
2003-09-09,2.9306
2003-09-10,2.9125
2003-09-11,2.8991
2003-09-12,2.8959
2003-09-15,2.8898
2003-09-16,2.8967
2003-09-17,2.9057
2003-09-18,2.8975
2003-09-19,2.9065
2003-09-22,2.9021
2003-09-23,2.9145
2003-09-24,2.9244
2003-09-25,2.9306
2003-09-26,2.9373
2003-09-29,2.9374
2003-09-30,2.9234
2003-10-01,2.9034
2003-10-02,2.8989
2003-10-03,2.8875
2003-10-06,2.8753
2003-10-07,2.8701
2003-10-08,2.8444
2003-10-09,2.8422
2003-10-10,2.8401
2003-10-13,2.8371
2003-10-14,2.8425
2003-10-15,2.8268
2003-10-16,2.8409
2003-10-17,2.8635
2003-10-20,2.8839
2003-10-21,2.8642
2003-10-22,2.8602
2003-10-23,2.8698
2003-10-24,2.8695
2003-10-27,2.8728
2003-10-28,2.8675
2003-10-29,2.8537
2003-10-30,2.844
2003-10-31,2.8562
2003-11-03,2.8559
2003-11-04,2.8607
2003-11-05,2.8596
2003-11-06,2.8708
2003-11-07,2.8699
2003-11-10,2.8807
2003-11-11,2.8955
2003-11-12,2.9112
2003-11-13,2.9196
2003-11-14,2.9418
2003-11-17,2.9546
2003-11-18,2.9421
2003-11-19,2.9507
2003-11-20,2.948
2003-11-21,2.9301
2003-11-24,2.927
2003-11-25,2.9246
2003-11-26,2.9361
2003-11-27,2.9477
2003-11-28,2.9494
2003-12-01,2.9341
2003-12-02,2.9273
2003-12-03,2.9316
2003-12-04,2.9403
2003-12-05,2.9398
2003-12-08,2.9422
2003-12-09,2.935
2003-12-10,2.9429
2003-12-11,2.9434
2003-12-12,2.942
2003-12-15,2.9293
2003-12-16,2.932
